customer_id,plan,industry,region,acquisition_channel,signup_date,churn_date,status,tenure_days,cohort,mrr_bwp,logins_per_week,features_adopted,sessions_per_month,onboarding_complete,support_tickets,nps_score,failed_payments,has_upgraded,has_downgraded,churn_probability,risk_level
TP-01284,Starter,Professional Services,Gaborone,Referral,2022-11-24,2022-12-29,Churned,35,2022,245,4.72,0,22.4,0,2,62.0,2,1,0,0.4232,Medium
TP-01285,Free,Construction,Gaborone,Referral,2022-11-19,2022-12-19,Churned,30,2022,0,1.47,1,5.7,0,4,34.0,0,0,1,0.95,Critical
TP-01286,Professional,Agriculture,Francistown,Partnership,2021-06-29,,Active,1371,2021,798,8.24,5,56.3,1,3,,0,0,0,0.02,Low
TP-01287,Professional,Agriculture,Maun,Event,2024-11-18,,Active,133,2024,798,3.78,5,19.7,0,1,,1,1,0,0.1611,Low
TP-01288,Free,Education,Gaborone,Event,2021-03-03,2021-04-02,Churned,30,2021,0,0.0,1,0.0,0,2,,0,0,0,0.95,Critical
TP-01289,Starter,Professional Services,Lobatse,Partnership,2024-05-21,,Active,314,2024,245,5.03,0,20.0,1,1,-5.0,2,0,0,0.5881,High
TP-01290,Starter,Construction,Francistown,Partnership,2020-09-17,,Active,1656,2020,245,2.42,3,11.2,1,2,11.0,0,0,1,0.4675,High
TP-01291,Free,Logistics,Francistown,Organic Search,2022-05-13,2022-10-22,Churned,162,2022,0,0.0,2,0.0,0,1,,0,0,1,0.95,Critical
TP-01292,Free,Retail,Maun,Direct Sales,2022-10-31,2022-12-20,Churned,50,2022,0,0.14,2,0.4,0,0,,0,0,0,0.95,Critical
TP-01293,Starter,Finance,Maun,Social Media,2022-04-08,,Active,1088,2022,245,3.12,3,12.6,1,0,,0,0,0,0.3915,Medium
TP-01294,Professional,NGO,Gaborone,Social Media,2023-09-17,,Active,561,2023,798,6.91,5,25.6,1,4,,0,0,0,0.02,Low
TP-01295,Professional,Construction,Gaborone,Partnership,2024-10-02,2025-02-04,Churned,125,2024,798,1.12,4,5.0,0,3,73.0,0,1,0,0.3724,Medium
TP-01296,Free,Agriculture,Francistown,Event,2022-08-03,2022-09-25,Churned,53,2022,0,1.17,2,1.1,0,0,13.0,0,0,0,0.95,Critical
TP-01297,Free,Healthcare,Gaborone,Event,2022-10-30,,Active,883,2022,0,0.5,2,1.0,0,0,44.0,0,0,0,0.95,Critical
TP-01298,Starter,Education,Francistown,Organic Search,2023-05-09,,Active,692,2023,245,3.27,2,14.6,1,1,,0,1,0,0.4466,Medium
TP-01299,Free,Retail,Lobatse,Partnership,2020-06-26,2020-08-21,Churned,56,2020,0,0.0,1,0.0,1,1,38.0,0,0,1,0.95,Critical
TP-01300,Enterprise,Construction,Francistown,Direct Sales,2021-06-08,,Active,1392,2021,2299,0.31,7,1.2,1,4,,0,1,0,0.0911,Low
TP-01301,Free,Education,Francistown,Direct Sales,2024-05-17,2024-06-16,Churned,30,2024,0,3.4,2,16.2,0,1,,0,0,0,0.8671,Critical
TP-01302,Enterprise,Professional Services,Serowe,Social Media,2022-01-18,,Active,1168,2022,2299,9.89,10,35.4,1,3,,0,0,0,0.02,Low
TP-01303,Free,Construction,Francistown,Partnership,2022-04-22,2022-05-29,Churned,37,2022,0,1.55,1,2.4,0,0,,0,0,0,0.95,Critical
TP-01304,Starter,Education,Gaborone,Referral,2021-10-04,2021-12-04,Churned,61,2021,245,1.62,2,6.9,0,4,7.0,0,0,1,0.95,Critical
TP-01305,Enterprise,Logistics,Serowe,Event,2024-05-20,,Active,315,2024,2299,5.21,10,35.3,1,4,,1,0,0,0.0591,Low
TP-01306,Starter,Finance,Francistown,Partnership,2024-01-09,,Active,447,2024,245,3.98,3,21.6,1,3,25.0,0,0,0,0.4116,Medium
TP-01307,Starter,Agriculture,Gaborone,Direct Sales,2020-07-19,2020-09-03,Churned,46,2020,245,3.02,3,13.4,0,1,27.0,0,0,0,0.4097,Medium
TP-01308,Starter,Retail,Francistown,Organic Search,2021-06-21,2021-09-24,Churned,95,2021,245,2.24,3,11.6,0,1,60.0,1,0,0,0.6011,High
TP-01309,Starter,Retail,Francistown,Organic Search,2022-02-11,2022-04-14,Churned,62,2022,245,1.62,3,3.6,1,0,25.0,1,0,0,0.6629,Critical
TP-01310,Professional,Finance,Gaborone,Event,2020-08-31,,Active,1673,2020,798,5.56,4,27.0,0,3,51.0,0,0,0,0.1309,Low
TP-01311,Starter,Professional Services,Maun,Direct Sales,2021-07-29,2022-08-26,Churned,393,2021,245,3.17,0,12.8,0,1,,1,1,0,0.6661,Critical
TP-01312,Professional,Education,Lobatse,Direct Sales,2021-09-11,,Active,1297,2021,798,4.13,7,20.6,1,1,,0,1,0,0.02,Low
TP-01313,Free,Healthcare,Palapye,Direct Sales,2024-03-25,2024-08-16,Churned,144,2024,0,3.36,2,11.5,0,0,,0,0,0,0.873,Critical
TP-01314,Free,Retail,Gaborone,Direct Sales,2022-07-13,2022-08-20,Churned,38,2022,0,0.0,3,0.0,0,1,,0,0,0,0.95,Critical
TP-01315,Starter,Agriculture,Gaborone,Direct Sales,2021-02-19,2021-05-22,Churned,92,2021,245,2.71,4,13.4,0,3,32.0,1,0,1,0.7878,Critical
TP-01316,Free,Healthcare,Lobatse,Event,2024-04-24,2024-06-03,Churned,40,2024,0,3.86,0,13.0,0,1,16.0,0,0,0,0.8233,Critical
TP-01317,Free,Professional Services,Gaborone,Referral,2020-11-25,2020-12-25,Churned,30,2020,0,2.38,1,8.0,0,0,2.0,0,0,0,0.895,Critical
TP-01318,Free,Agriculture,Gaborone,Event,2024-12-08,2025-01-07,Churned,30,2024,0,1.94,2,4.8,1,0,28.0,0,0,0,0.9287,Critical
TP-01319,Starter,Retail,Maun,Partnership,2024-09-18,,Active,194,2024,245,2.15,5,8.0,0,0,,1,0,1,0.6529,Critical
TP-01320,Free,Hospitality,Gaborone,Referral,2024-01-11,2024-06-13,Churned,154,2024,0,0.0,1,0.0,1,1,21.0,0,0,0,0.9321,Critical
TP-01321,Free,Construction,Gaborone,Event,2022-11-16,2022-12-16,Churned,30,2022,0,1.63,3,6.6,1,0,12.0,0,0,0,0.7535,Critical
TP-01322,Starter,Education,Gaborone,Event,2020-10-12,,Active,1631,2020,245,0.83,5,5.1,1,2,-15.0,3,0,0,0.6404,High
TP-01323,Free,Hospitality,Palapye,Event,2021-09-22,2021-10-22,Churned,30,2021,0,1.94,1,6.5,1,0,37.0,0,0,1,0.95,Critical
TP-01324,Professional,Retail,Francistown,Organic Search,2020-07-11,,Active,1724,2020,798,2.48,7,10.8,1,2,,0,0,0,0.1336,Low
TP-01325,Free,NGO,Gaborone,Event,2021-09-30,2021-10-30,Churned,30,2021,0,1.95,1,11.3,0,1,,0,0,0,0.95,Critical
TP-01326,Free,Finance,Palapye,Referral,2021-03-23,2021-04-22,Churned,30,2021,0,0.94,2,3.1,0,0,,0,0,0,0.95,Critical
TP-01327,Free,Hospitality,Gaborone,Organic Search,2022-11-02,2022-12-02,Churned,30,2022,0,0.84,1,2.7,0,0,36.0,0,0,0,0.95,Critical
TP-01328,Starter,Education,Gaborone,Direct Sales,2022-10-11,,Active,902,2022,245,4.3,3,17.5,0,0,55.0,0,0,0,0.2816,Medium
TP-01329,Free,Agriculture,Gaborone,Partnership,2021-07-27,,Active,1343,2021,0,2.77,3,7.9,1,0,,0,0,0,0.6612,Critical
TP-01330,Free,Logistics,Francistown,Direct Sales,2022-07-08,2022-08-07,Churned,30,2022,0,1.91,2,6.1,0,0,15.0,0,0,0,0.95,Critical
TP-01331,Starter,Healthcare,Palapye,Partnership,2022-09-23,2022-12-08,Churned,76,2022,245,2.87,2,15.5,1,2,21.0,0,0,0,0.4939,High
TP-01332,Starter,Construction,Gaborone,Event,2021-05-19,2021-06-18,Churned,30,2021,245,0.0,2,0.0,1,0,,0,0,0,0.7421,Critical
TP-01333,Professional,Construction,Gaborone,Social Media,2023-01-16,,Active,805,2023,798,6.39,4,21.7,1,5,,0,0,0,0.0953,Low
TP-01334,Starter,Retail,Maun,Organic Search,2020-11-23,2020-12-23,Churned,30,2020,245,3.69,4,12.4,1,1,,0,0,0,0.3846,Medium
TP-01335,Enterprise,Education,Gaborone,Referral,2021-08-11,,Active,1328,2021,2299,4.2,6,25.8,1,2,37.0,0,0,0,0.02,Low
TP-01336,Free,Hospitality,Gaborone,Organic Search,2024-11-30,2025-01-15,Churned,46,2024,0,1.09,1,6.8,0,0,,0,0,0,0.95,Critical
TP-01337,Starter,NGO,Gaborone,Partnership,2023-07-07,,Active,633,2023,245,1.91,2,9.1,0,4,,0,1,0,0.7901,Critical
TP-01338,Professional,Professional Services,Serowe,Referral,2022-07-21,,Active,984,2022,798,4.07,1,19.9,1,1,19.0,2,0,0,0.3596,Medium
TP-01339,Enterprise,Education,Lobatse,Partnership,2023-08-16,,Active,593,2023,2299,5.33,8,12.3,1,8,,0,0,0,0.02,Low
TP-01340,Enterprise,Education,Gaborone,Referral,2023-12-01,,Active,486,2023,2299,4.72,9,21.8,1,2,91.0,0,1,0,0.02,Low
TP-01341,Professional,Construction,Lobatse,Social Media,2022-01-20,2023-11-08,Churned,657,2022,798,1.92,6,3.3,0,1,,1,1,0,0.3428,Medium
TP-01342,Professional,Agriculture,Lobatse,Social Media,2021-10-31,,Active,1247,2021,798,3.14,5,9.4,1,1,38.0,1,0,0,0.1768,Low
TP-01343,Starter,Hospitality,Gaborone,Referral,2024-05-05,2024-07-15,Churned,71,2024,245,1.9,3,11.8,1,0,73.0,1,0,1,0.83,Critical
TP-01344,Free,Finance,Gaborone,Partnership,2020-06-22,2020-07-22,Churned,30,2020,0,0.29,2,1.2,0,0,33.0,0,0,0,0.95,Critical
TP-01345,Free,Retail,Maun,Social Media,2024-04-28,2024-07-13,Churned,76,2024,0,1.81,3,6.9,0,0,21.0,0,0,0,0.922,Critical
TP-01346,Free,Education,Maun,Partnership,2021-07-01,,Active,1369,2021,0,2.93,0,10.8,0,0,10.0,0,0,0,0.8483,Critical
TP-01347,Free,Education,Palapye,Organic Search,2020-07-18,2020-08-17,Churned,30,2020,0,4.5,2,23.5,0,0,,0,0,1,0.8845,Critical
TP-01348,Professional,Professional Services,Palapye,Organic Search,2024-06-20,,Active,284,2024,798,6.55,2,20.6,1,2,,0,0,0,0.2374,Low
TP-01349,Free,Logistics,Francistown,Social Media,2024-10-27,2024-11-26,Churned,30,2024,0,1.66,1,7.1,0,0,,0,0,1,0.95,Critical
TP-01350,Free,Professional Services,Gaborone,Event,2021-09-21,2021-10-21,Churned,30,2021,0,0.23,2,1.5,1,0,,0,0,0,0.95,Critical
TP-01351,Free,Construction,Maun,Direct Sales,2023-10-23,2024-01-23,Churned,92,2023,0,0.45,2,1.8,0,0,47.0,0,0,0,0.95,Critical
TP-01352,Starter,Professional Services,Gaborone,Referral,2021-11-22,,Active,1225,2021,245,2.29,4,12.1,1,1,10.0,1,0,0,0.4567,High
TP-01353,Free,Hospitality,Serowe,Referral,2021-04-29,2021-06-19,Churned,51,2021,0,3.22,3,8.5,0,0,,0,0,0,0.6512,Critical
TP-01354,Free,Education,Maun,Partnership,2020-06-15,2020-07-15,Churned,30,2020,0,0.0,2,0.0,0,0,,0,0,0,0.95,Critical
TP-01355,Free,Professional Services,Francistown,Event,2020-10-02,2020-11-04,Churned,33,2020,0,3.34,1,20.1,0,0,,0,0,1,0.95,Critical
TP-01356,Professional,Professional Services,Gaborone,Social Media,2024-04-30,,Active,335,2024,798,4.83,2,19.2,1,2,,0,1,0,0.0568,Low
TP-01357,Professional,Logistics,Gaborone,Direct Sales,2022-06-29,,Active,1006,2022,798,2.54,6,13.1,1,2,,0,1,0,0.026,Low
TP-01358,Free,Education,Gaborone,Direct Sales,2022-03-27,2022-05-03,Churned,37,2022,0,1.23,2,5.5,0,0,,0,0,0,0.95,Critical
TP-01359,Professional,Logistics,Gaborone,Event,2024-08-16,,Active,227,2024,798,5.93,8,22.6,1,1,,0,0,0,0.02,Low
TP-01360,Free,Education,Gaborone,Event,2021-05-20,2021-08-13,Churned,85,2021,0,2.43,3,15.1,1,0,,0,0,0,0.5619,High
TP-01361,Starter,Healthcare,Gaborone,Organic Search,2023-03-16,,Active,746,2023,245,4.44,3,23.2,1,1,22.0,0,0,0,0.2364,Low
TP-01362,Starter,Hospitality,Francistown,Event,2020-10-01,2021-02-13,Churned,135,2020,245,1.11,3,2.0,1,0,48.0,2,0,0,0.7257,Critical
TP-01363,Free,Finance,Lobatse,Referral,2022-10-01,2023-01-02,Churned,93,2022,0,1.64,0,7.6,0,0,,0,0,0,0.95,Critical
TP-01364,Starter,NGO,Gaborone,Social Media,2022-04-30,,Active,1066,2022,245,2.93,3,15.0,0,3,,0,0,0,0.5093,High
TP-01365,Free,Logistics,Gaborone,Referral,2021-08-03,2021-09-02,Churned,30,2021,0,1.36,2,10.6,0,0,,0,0,0,0.95,Critical
TP-01366,Starter,Healthcare,Francistown,Partnership,2024-11-12,,Active,139,2024,245,0.7,5,2.4,1,3,71.0,2,1,0,0.4274,Medium
TP-01367,Enterprise,Construction,Maun,Partnership,2021-09-29,,Active,1279,2021,2299,7.53,7,13.1,1,1,64.0,0,0,0,0.02,Low
TP-01368,Free,Hospitality,Francistown,Organic Search,2023-05-20,,Active,681,2023,0,0.34,2,1.6,0,0,,0,0,0,0.95,Critical
TP-01369,Free,Logistics,Gaborone,Referral,2024-11-07,2024-12-07,Churned,30,2024,0,2.55,2,11.4,0,0,,0,0,0,0.8579,Critical
TP-01370,Free,Education,Serowe,Direct Sales,2023-07-26,,Active,614,2023,0,0.0,1,0.0,1,0,25.0,0,0,0,0.8854,Critical
TP-01371,Starter,Finance,Gaborone,Event,2021-06-21,2021-08-17,Churned,57,2021,245,0.0,1,0.0,0,0,,2,1,0,0.8276,Critical
TP-01372,Free,Agriculture,Gaborone,Organic Search,2022-02-01,2022-03-03,Churned,30,2022,0,3.17,2,17.5,0,0,12.0,0,0,1,0.95,Critical
TP-01373,Professional,Professional Services,Gaborone,Referral,2022-12-02,,Active,850,2022,798,5.26,5,19.8,1,5,,1,0,0,0.151,Low
TP-01374,Free,NGO,Francistown,Referral,2023-09-15,,Active,563,2023,0,0.0,3,0.0,1,0,,0,0,0,0.7609,Critical
TP-01375,Starter,Education,Gaborone,Event,2022-07-09,2022-09-15,Churned,68,2022,245,3.05,5,17.5,0,1,,0,0,0,0.3248,Medium
TP-01376,Free,NGO,Serowe,Organic Search,2023-04-14,2023-06-16,Churned,63,2023,0,0.0,3,0.0,1,1,,0,0,0,0.8474,Critical
TP-01377,Free,Hospitality,Gaborone,Referral,2024-06-01,,Active,303,2024,0,3.32,1,11.6,1,0,,0,0,0,0.7283,Critical
TP-01378,Starter,Finance,Gaborone,Direct Sales,2024-01-06,2024-02-21,Churned,46,2024,245,0.98,2,5.9,0,2,,0,0,1,0.95,Critical
TP-01379,Free,Healthcare,Gaborone,Organic Search,2024-01-12,2024-07-22,Churned,192,2024,0,2.19,3,7.8,0,1,-3.0,0,0,0,0.7852,Critical
TP-01380,Professional,Hospitality,Lobatse,Referral,2023-03-23,,Active,739,2023,798,5.72,4,6.5,1,2,27.0,0,0,0,0.0268,Low
TP-01381,Starter,Healthcare,Francistown,Event,2024-06-03,2024-07-07,Churned,34,2024,245,1.06,1,3.7,0,1,,1,1,0,0.8435,Critical
TP-01382,Starter,NGO,Palapye,Partnership,2021-05-03,,Active,1428,2021,245,4.15,4,14.8,1,1,10.0,0,1,0,0.1811,Low
TP-01383,Free,Education,Francistown,Referral,2021-07-18,2021-11-21,Churned,126,2021,0,1.47,1,6.2,0,1,21.0,0,0,0,0.95,Critical
TP-01384,Starter,Logistics,Francistown,Event,2024-03-07,,Active,389,2024,245,3.3,5,19.9,0,2,40.0,1,1,1,0.5061,High
TP-01385,Professional,Construction,Gaborone,Partnership,2024-07-16,,Active,258,2024,798,4.98,6,16.6,0,2,,0,0,0,0.1059,Low
TP-01386,Free,Construction,Francistown,Social Media,2021-08-19,2021-09-18,Churned,30,2021,0,2.02,0,7.5,0,1,2.0,0,0,0,0.8018,Critical
TP-01387,Free,Logistics,Lobatse,Direct Sales,2024-06-14,2024-07-14,Churned,30,2024,0,3.21,0,15.6,0,2,,0,0,0,0.8736,Critical
TP-01388,Free,Construction,Gaborone,Organic Search,2020-06-01,2020-07-01,Churned,30,2020,0,1.69,1,6.4,0,1,,0,0,0,0.95,Critical
TP-01389,Enterprise,Healthcare,Gaborone,Event,2023-08-08,,Active,601,2023,2299,5.2,9,36.9,0,2,36.0,0,0,0,0.02,Low
TP-01390,Free,Healthcare,Gaborone,Organic Search,2022-01-31,2022-03-02,Churned,30,2022,0,1.65,2,3.1,0,1,,0,0,0,0.9456,Critical
TP-01391,Enterprise,Construction,Gaborone,Event,2024-08-03,,Active,240,2024,2299,2.57,10,10.0,0,3,,0,0,0,0.0826,Low
TP-01392,Professional,Logistics,Palapye,Partnership,2024-04-24,,Active,341,2024,798,6.4,5,10.6,1,2,30.0,0,0,0,0.02,Low
TP-01393,Professional,Hospitality,Gaborone,Direct Sales,2024-03-20,2025-03-30,Churned,375,2024,798,5.52,4,5.9,1,3,28.0,2,0,0,0.1658,Low
TP-01394,Professional,Professional Services,Lobatse,Social Media,2024-05-24,,Active,311,2024,798,4.38,5,16.8,1,1,51.0,0,0,0,0.02,Low
TP-01395,Free,Construction,Gaborone,Direct Sales,2024-12-16,,Active,105,2024,0,3.41,1,16.3,1,0,,0,0,0,0.7719,Critical
TP-01396,Starter,Construction,Maun,Event,2020-09-05,,Active,1668,2020,245,3.85,3,17.8,1,0,31.0,0,0,0,0.3432,Medium
TP-01397,Free,Education,Maun,Partnership,2021-03-26,,Active,1466,2021,0,0.38,1,1.2,0,0,,0,0,0,0.95,Critical
TP-01398,Professional,Hospitality,Serowe,Direct Sales,2024-03-15,,Active,381,2024,798,6.68,6,20.8,1,2,59.0,1,0,0,0.0514,Low
TP-01399,Professional,Education,Palapye,Event,2023-01-12,,Active,809,2023,798,4.22,6,29.3,1,2,25.0,0,0,0,0.02,Low
TP-01400,Enterprise,Hospitality,Francistown,Partnership,2023-12-18,,Active,469,2023,2299,4.02,8,10.6,1,3,71.0,0,0,0,0.02,Low
TP-01401,Professional,Construction,Serowe,Direct Sales,2020-11-15,,Active,1597,2020,798,5.29,4,0.0,0,5,,1,0,0,0.3234,Medium
TP-01402,Free,Finance,Maun,Referral,2024-07-24,2024-12-01,Churned,130,2024,0,2.35,0,11.6,1,0,,0,0,0,0.7368,Critical
TP-01403,Professional,Education,Francistown,Direct Sales,2023-05-08,,Active,693,2023,798,3.47,3,11.0,1,2,50.0,1,0,0,0.3399,Medium
TP-01404,Free,Logistics,Gaborone,Event,2024-08-21,2025-01-04,Churned,136,2024,0,0.0,1,0.0,1,0,10.0,0,0,0,0.869,Critical
TP-01405,Free,Hospitality,Palapye,Event,2022-02-18,2022-03-20,Churned,30,2022,0,1.71,1,9.1,1,1,-20.0,0,0,0,0.95,Critical
TP-01406,Free,Retail,Gaborone,Referral,2021-06-16,2021-08-18,Churned,63,2021,0,1.56,2,10.1,0,0,,0,0,1,0.95,Critical
TP-01407,Free,Education,Maun,Organic Search,2024-04-30,2024-05-30,Churned,30,2024,0,1.97,0,6.5,0,1,36.0,0,0,0,0.95,Critical
TP-01408,Starter,NGO,Gaborone,Direct Sales,2020-08-04,,Active,1700,2020,245,1.84,3,10.2,0,2,19.0,1,1,0,0.7324,Critical
TP-01409,Professional,Professional Services,Gaborone,Partnership,2023-11-23,,Active,494,2023,798,2.08,4,12.0,0,1,,2,0,0,0.4791,High
TP-01410,Professional,Professional Services,Francistown,Partnership,2020-12-06,,Active,1576,2020,798,6.6,8,21.6,1,3,,0,0,0,0.02,Low
TP-01411,Starter,Education,Gaborone,Direct Sales,2020-08-10,,Active,1694,2020,245,4.0,4,16.4,1,2,,0,0,0,0.2165,Low
TP-01412,Starter,Retail,Lobatse,Direct Sales,2020-10-20,,Active,1623,2020,245,3.1,5,8.9,0,1,21.0,0,0,0,0.3483,Medium
TP-01413,Starter,Retail,Gaborone,Organic Search,2024-04-30,2025-03-30,Churned,334,2024,245,0.25,2,1.0,0,2,44.0,0,0,0,0.8625,Critical
TP-01414,Starter,Professional Services,Gaborone,Direct Sales,2021-10-24,,Active,1254,2021,245,4.71,3,14.7,1,1,,0,0,0,0.2434,Low
TP-01415,Free,Hospitality,Gaborone,Event,2023-09-09,2023-10-09,Churned,30,2023,0,1.08,2,2.7,0,1,18.0,0,0,0,0.95,Critical
TP-01416,Free,NGO,Francistown,Direct Sales,2023-03-14,2023-04-13,Churned,30,2023,0,3.02,1,17.4,0,0,,0,0,1,0.9161,Critical
TP-01417,Starter,Finance,Gaborone,Direct Sales,2020-08-08,2020-10-08,Churned,61,2020,245,1.61,0,6.2,1,1,,1,0,1,0.95,Critical
TP-01418,Starter,Construction,Palapye,Referral,2021-02-03,,Active,1517,2021,245,2.72,1,8.9,1,2,33.0,0,1,0,0.5272,High
TP-01419,Starter,Finance,Gaborone,Organic Search,2024-11-04,2025-03-30,Churned,146,2024,245,1.75,3,7.6,0,0,,1,1,1,0.84,Critical
TP-01420,Free,Education,Gaborone,Organic Search,2021-01-17,2021-04-06,Churned,79,2021,0,0.32,2,2.1,0,0,36.0,0,0,0,0.95,Critical
TP-01421,Professional,Education,Palapye,Direct Sales,2024-11-27,,Active,124,2024,798,1.62,7,12.0,1,1,,0,0,0,0.2855,Medium
TP-01422,Starter,Professional Services,Gaborone,Referral,2023-04-11,2023-10-13,Churned,185,2023,245,5.11,5,17.8,1,2,,0,0,0,0.134,Low
TP-01423,Free,Agriculture,Serowe,Social Media,2021-09-05,2022-07-31,Churned,329,2021,0,3.84,3,15.8,0,0,3.0,0,0,0,0.7339,Critical
TP-01424,Free,Education,Gaborone,Partnership,2021-09-04,2021-11-25,Churned,82,2021,0,2.24,1,5.7,0,0,50.0,0,0,0,0.8594,Critical
TP-01425,Professional,Hospitality,Gaborone,Partnership,2022-01-11,,Active,1175,2022,798,2.23,4,9.9,1,4,25.0,0,0,0,0.2554,Medium
TP-01426,Professional,Retail,Gaborone,Direct Sales,2021-12-28,,Active,1189,2021,798,5.87,6,38.7,1,0,,1,0,0,0.0955,Low
TP-01427,Starter,Education,Palapye,Direct Sales,2023-04-14,,Active,717,2023,245,3.43,3,9.8,0,3,,1,0,0,0.5437,High
TP-01428,Professional,Hospitality,Francistown,Organic Search,2024-04-17,,Active,348,2024,798,4.84,5,0.5,1,3,11.0,1,0,0,0.0476,Low
TP-01429,Free,Healthcare,Lobatse,Social Media,2023-10-01,2023-12-28,Churned,88,2023,0,2.4,2,13.8,0,0,58.0,0,0,0,0.8931,Critical
TP-01430,Free,Education,Francistown,Direct Sales,2021-12-23,2022-03-24,Churned,91,2021,0,1.24,2,4.8,0,0,45.0,0,0,0,0.95,Critical
TP-01431,Professional,Hospitality,Serowe,Event,2022-01-26,,Active,1160,2022,798,6.88,5,19.8,1,2,,0,0,0,0.02,Low
TP-01432,Starter,Professional Services,Maun,Social Media,2023-12-30,,Active,457,2023,245,2.78,4,9.0,1,0,,1,0,0,0.4912,High
TP-01433,Professional,Education,Gaborone,Direct Sales,2024-06-08,,Active,296,2024,798,6.29,6,24.3,1,4,,0,0,0,0.0631,Low
TP-01434,Enterprise,Finance,Lobatse,Organic Search,2020-10-15,,Active,1628,2020,2299,5.27,9,31.1,1,5,,0,0,0,0.02,Low
TP-01435,Enterprise,NGO,Serowe,Partnership,2023-08-07,,Active,602,2023,2299,5.56,8,14.3,1,6,94.0,0,0,0,0.02,Low
TP-01436,Starter,Education,Gaborone,Referral,2021-02-07,,Active,1513,2021,245,4.01,3,12.8,1,1,,1,1,0,0.2166,Low
TP-01437,Starter,Healthcare,Gaborone,Organic Search,2024-07-31,2024-10-04,Churned,65,2024,245,1.82,3,4.8,0,0,25.0,0,0,0,0.6962,Critical
TP-01438,Free,Agriculture,Gaborone,Referral,2023-11-19,2023-12-19,Churned,30,2023,0,3.33,2,16.1,0,0,,0,0,0,0.8522,Critical
TP-01439,Free,Retail,Francistown,Social Media,2024-09-09,,Active,203,2024,0,3.24,3,1.8,1,2,,0,0,0,0.6161,High
TP-01440,Free,NGO,Lobatse,Social Media,2024-12-14,2025-01-13,Churned,30,2024,0,0.85,1,4.8,0,0,-10.0,0,0,0,0.95,Critical
TP-01441,Starter,Hospitality,Palapye,Referral,2021-12-25,2022-02-05,Churned,42,2021,245,0.24,2,1.4,1,1,41.0,1,1,0,0.698,Critical
TP-01442,Free,Professional Services,Gaborone,Direct Sales,2022-11-24,2023-01-01,Churned,38,2022,0,1.56,3,7.9,1,1,,0,0,0,0.7568,Critical
TP-01443,Free,Healthcare,Gaborone,Event,2023-03-04,2023-04-03,Churned,30,2023,0,2.01,2,7.4,0,1,,0,0,0,0.8972,Critical
TP-01444,Starter,Construction,Gaborone,Event,2020-11-06,2020-12-08,Churned,32,2020,245,1.98,4,4.0,0,1,,0,0,0,0.6662,Critical
TP-01445,Free,Agriculture,Gaborone,Event,2022-01-17,2022-03-16,Churned,58,2022,0,0.0,2,0.0,0,0,34.0,0,0,0,0.95,Critical
TP-01446,Starter,Professional Services,Francistown,Organic Search,2022-08-06,2022-10-19,Churned,74,2022,245,4.57,1,23.3,0,2,-13.0,0,1,0,0.4651,High
TP-01447,Starter,Agriculture,Gaborone,Referral,2021-12-04,,Active,1213,2021,245,1.33,3,3.8,1,3,,0,0,0,0.5949,High
TP-01448,Professional,Retail,Lobatse,Social Media,2020-09-07,2020-11-28,Churned,82,2020,798,3.76,4,25.6,0,1,43.0,0,0,0,0.2742,Medium
TP-01449,Starter,Retail,Gaborone,Partnership,2021-11-05,,Active,1242,2021,245,2.09,5,8.2,1,1,43.0,0,0,0,0.2849,Medium
TP-01450,Starter,Construction,Palapye,Partnership,2020-09-15,,Active,1658,2020,245,1.65,3,5.7,0,0,,0,0,0,0.6455,High
TP-01451,Free,Logistics,Lobatse,Referral,2021-09-27,2021-11-22,Churned,56,2021,0,0.0,0,0.0,1,0,,0,0,0,0.95,Critical
TP-01452,Professional,Finance,Gaborone,Direct Sales,2023-07-09,,Active,631,2023,798,7.14,4,18.0,0,3,,0,1,0,0.1021,Low
TP-01453,Free,Retail,Gaborone,Referral,2024-09-17,2024-10-17,Churned,30,2024,0,0.84,1,5.1,0,1,,0,0,0,0.95,Critical
TP-01454,Starter,Hospitality,Gaborone,Partnership,2022-06-23,2022-08-29,Churned,67,2022,245,2.96,5,12.9,0,3,32.0,0,1,0,0.2354,Low
TP-01455,Free,NGO,Serowe,Organic Search,2022-07-13,2023-01-23,Churned,194,2022,0,0.24,0,1.3,1,0,0.0,0,0,0,0.8631,Critical
TP-01456,Professional,Finance,Francistown,Event,2023-05-01,,Active,700,2023,798,3.22,4,12.0,1,3,,0,0,0,0.2242,Low
TP-01457,Professional,Finance,Lobatse,Referral,2023-03-28,,Active,734,2023,798,6.29,7,34.9,0,4,47.0,0,1,0,0.146,Low
TP-01458,Free,Agriculture,Gaborone,Social Media,2022-07-06,2022-08-05,Churned,30,2022,0,2.69,2,11.1,1,0,-20.0,0,0,0,0.9077,Critical
TP-01459,Professional,Hospitality,Gaborone,Partnership,2024-11-05,,Active,146,2024,798,3.67,4,13.3,0,2,27.0,0,0,0,0.3024,Medium
TP-01460,Professional,Healthcare,Francistown,Direct Sales,2024-05-30,,Active,305,2024,798,3.06,7,14.2,1,3,,0,0,0,0.1134,Low
TP-01461,Free,Hospitality,Palapye,Organic Search,2022-01-27,2022-02-26,Churned,30,2022,0,2.13,2,7.3,0,1,19.0,0,0,0,0.9115,Critical
TP-01462,Free,Finance,Francistown,Organic Search,2023-02-07,2023-03-28,Churned,49,2023,0,2.39,3,11.9,1,0,41.0,0,0,0,0.5471,High
