date,day_of_week,shift,department,patients_arrived,staff_on_duty,wait_time_min
2025-09-30,Tuesday,Afternoon (3pm-11pm),Maternity,16,4,5.0
2025-09-30,Tuesday,Night (11pm-7am),Maternity,8,2,5.0
2025-09-30,Tuesday,Morning (7am-3pm),Pediatrics,22,3,30.2
2025-09-30,Tuesday,Afternoon (3pm-11pm),Pediatrics,26,5,18.5
2025-09-30,Tuesday,Night (11pm-7am),Pediatrics,13,3,8.7
2025-09-30,Tuesday,Morning (7am-3pm),ICU,6,2,9.4
2025-09-30,Tuesday,Afternoon (3pm-11pm),ICU,9,3,12.0
2025-09-30,Tuesday,Night (11pm-7am),ICU,8,3,6.9
2025-10-01,Wednesday,Morning (7am-3pm),Emergency,42,6,8.4
2025-10-01,Wednesday,Afternoon (3pm-11pm),Emergency,56,8,21.7
2025-10-01,Wednesday,Night (11pm-7am),Emergency,32,5,25.0
2025-10-01,Wednesday,Morning (7am-3pm),Outpatient,93,22,12.6
2025-10-01,Wednesday,Afternoon (3pm-11pm),Outpatient,51,11,27.4
2025-10-01,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-01,Wednesday,Morning (7am-3pm),Surgery,7,2,9.1
2025-10-01,Wednesday,Afternoon (3pm-11pm),Surgery,6,1,5.0
2025-10-01,Wednesday,Night (11pm-7am),Surgery,2,1,5.0
2025-10-01,Wednesday,Morning (7am-3pm),Maternity,12,4,5.0
2025-10-01,Wednesday,Afternoon (3pm-11pm),Maternity,16,5,9.4
2025-10-01,Wednesday,Night (11pm-7am),Maternity,10,1,20.4
2025-10-01,Wednesday,Morning (7am-3pm),Pediatrics,23,4,19.3
2025-10-01,Wednesday,Afternoon (3pm-11pm),Pediatrics,27,6,11.7
2025-10-01,Wednesday,Night (11pm-7am),Pediatrics,20,5,16.9
2025-10-01,Wednesday,Morning (7am-3pm),ICU,8,4,12.4
2025-10-01,Wednesday,Afternoon (3pm-11pm),ICU,8,5,20.7
2025-10-01,Wednesday,Night (11pm-7am),ICU,8,5,8.6
2025-10-02,Thursday,Morning (7am-3pm),Emergency,43,7,19.0
2025-10-02,Thursday,Afternoon (3pm-11pm),Emergency,47,6,19.4
2025-10-02,Thursday,Night (11pm-7am),Emergency,36,7,15.6
2025-10-02,Thursday,Morning (7am-3pm),Outpatient,64,16,13.7
2025-10-02,Thursday,Afternoon (3pm-11pm),Outpatient,60,15,6.0
2025-10-02,Thursday,Night (11pm-7am),Outpatient,0,1,6.0
2025-10-02,Thursday,Morning (7am-3pm),Surgery,9,2,16.3
2025-10-02,Thursday,Afternoon (3pm-11pm),Surgery,5,1,5.0
2025-10-02,Thursday,Night (11pm-7am),Surgery,1,1,5.0
2025-10-02,Thursday,Morning (7am-3pm),Maternity,12,3,5.0
2025-10-02,Thursday,Afternoon (3pm-11pm),Maternity,14,3,12.3
2025-10-02,Thursday,Night (11pm-7am),Maternity,9,1,30.3
2025-10-02,Thursday,Morning (7am-3pm),Pediatrics,25,5,15.8
2025-10-02,Thursday,Afternoon (3pm-11pm),Pediatrics,20,5,9.5
2025-10-02,Thursday,Night (11pm-7am),Pediatrics,15,4,18.1
2025-10-02,Thursday,Morning (7am-3pm),ICU,5,3,8.2
2025-10-02,Thursday,Afternoon (3pm-11pm),ICU,9,3,5.0
2025-10-02,Thursday,Night (11pm-7am),ICU,6,3,5.0
2025-10-03,Friday,Morning (7am-3pm),Emergency,37,7,13.6
2025-10-03,Friday,Afternoon (3pm-11pm),Emergency,41,5,24.1
2025-10-03,Friday,Night (11pm-7am),Emergency,31,6,10.3
2025-10-03,Friday,Morning (7am-3pm),Outpatient,81,21,24.3
2025-10-03,Friday,Afternoon (3pm-11pm),Outpatient,76,18,9.6
2025-10-03,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-03,Friday,Morning (7am-3pm),Surgery,8,2,17.4
2025-10-03,Friday,Afternoon (3pm-11pm),Surgery,5,2,5.0
2025-10-03,Friday,Night (11pm-7am),Surgery,1,1,5.0
2025-10-03,Friday,Morning (7am-3pm),Maternity,12,2,19.8
2025-10-03,Friday,Afternoon (3pm-11pm),Maternity,13,4,10.1
2025-10-03,Friday,Night (11pm-7am),Maternity,9,2,7.3
2025-10-03,Friday,Morning (7am-3pm),Pediatrics,23,4,15.2
2025-10-03,Friday,Afternoon (3pm-11pm),Pediatrics,27,6,15.2
2025-10-03,Friday,Night (11pm-7am),Pediatrics,19,2,36.5
2025-10-03,Friday,Morning (7am-3pm),ICU,6,2,5.0
2025-10-03,Friday,Afternoon (3pm-11pm),ICU,6,3,8.3
2025-10-03,Friday,Night (11pm-7am),ICU,5,2,5.0
2025-10-04,Saturday,Morning (7am-3pm),Emergency,64,9,8.5
2025-10-04,Saturday,Afternoon (3pm-11pm),Emergency,74,11,14.6
2025-10-04,Saturday,Night (11pm-7am),Emergency,43,6,6.4
2025-10-04,Saturday,Morning (7am-3pm),Outpatient,43,9,7.4
2025-10-04,Saturday,Afternoon (3pm-11pm),Outpatient,26,6,16.4
2025-10-04,Saturday,Night (11pm-7am),Outpatient,0,1,9.1
2025-10-04,Saturday,Morning (7am-3pm),Surgery,5,2,5.0
2025-10-04,Saturday,Afternoon (3pm-11pm),Surgery,5,1,6.7
2025-10-04,Saturday,Night (11pm-7am),Surgery,2,1,5.0
2025-10-04,Saturday,Morning (7am-3pm),Maternity,9,1,30.0
2025-10-04,Saturday,Afternoon (3pm-11pm),Maternity,15,3,19.4
2025-10-04,Saturday,Night (11pm-7am),Maternity,7,2,10.2
2025-10-04,Saturday,Morning (7am-3pm),Pediatrics,34,6,16.9
2025-10-04,Saturday,Afternoon (3pm-11pm),Pediatrics,28,5,11.0
2025-10-04,Saturday,Night (11pm-7am),Pediatrics,16,4,5.2
2025-10-04,Saturday,Morning (7am-3pm),ICU,6,4,9.9
2025-10-04,Saturday,Afternoon (3pm-11pm),ICU,8,4,16.0
2025-10-04,Saturday,Night (11pm-7am),ICU,8,4,5.0
2025-10-05,Sunday,Morning (7am-3pm),Emergency,51,8,25.9
2025-10-05,Sunday,Afternoon (3pm-11pm),Emergency,73,12,18.3
2025-10-05,Sunday,Night (11pm-7am),Emergency,38,6,13.5
2025-10-05,Sunday,Morning (7am-3pm),Outpatient,45,10,14.5
2025-10-05,Sunday,Afternoon (3pm-11pm),Outpatient,24,7,9.0
2025-10-05,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-05,Sunday,Morning (7am-3pm),Surgery,5,1,8.7
2025-10-05,Sunday,Afternoon (3pm-11pm),Surgery,6,1,23.0
2025-10-05,Sunday,Night (11pm-7am),Surgery,2,1,11.8
2025-10-05,Sunday,Morning (7am-3pm),Maternity,12,3,18.2
2025-10-05,Sunday,Afternoon (3pm-11pm),Maternity,16,3,20.4
2025-10-05,Sunday,Night (11pm-7am),Maternity,9,2,5.0
2025-10-05,Sunday,Morning (7am-3pm),Pediatrics,33,7,27.4
2025-10-05,Sunday,Afternoon (3pm-11pm),Pediatrics,22,3,7.8
2025-10-05,Sunday,Night (11pm-7am),Pediatrics,13,3,9.2
2025-10-05,Sunday,Morning (7am-3pm),ICU,8,3,5.0
2025-10-05,Sunday,Afternoon (3pm-11pm),ICU,8,4,5.0
2025-10-05,Sunday,Night (11pm-7am),ICU,5,1,23.1
2025-10-06,Monday,Morning (7am-3pm),Emergency,44,6,6.4
2025-10-06,Monday,Afternoon (3pm-11pm),Emergency,47,6,15.1
2025-10-06,Monday,Night (11pm-7am),Emergency,34,6,19.2
2025-10-06,Monday,Morning (7am-3pm),Outpatient,70,18,8.8
2025-10-06,Monday,Afternoon (3pm-11pm),Outpatient,60,16,13.8
2025-10-06,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-06,Monday,Morning (7am-3pm),Surgery,7,2,8.9
2025-10-06,Monday,Afternoon (3pm-11pm),Surgery,5,1,22.8
2025-10-06,Monday,Night (11pm-7am),Surgery,1,1,10.8
2025-10-06,Monday,Morning (7am-3pm),Maternity,13,2,22.0
2025-10-06,Monday,Afternoon (3pm-11pm),Maternity,13,4,14.8
2025-10-06,Monday,Night (11pm-7am),Maternity,10,3,13.1
2025-10-06,Monday,Morning (7am-3pm),Pediatrics,31,7,20.9
2025-10-06,Monday,Afternoon (3pm-11pm),Pediatrics,26,6,23.4
2025-10-06,Monday,Night (11pm-7am),Pediatrics,13,2,18.6
2025-10-06,Monday,Morning (7am-3pm),ICU,8,5,5.0
2025-10-06,Monday,Afternoon (3pm-11pm),ICU,9,4,13.1
2025-10-06,Monday,Night (11pm-7am),ICU,7,3,10.9
2025-10-07,Tuesday,Morning (7am-3pm),Emergency,43,7,17.4
2025-10-07,Tuesday,Afternoon (3pm-11pm),Emergency,58,9,25.8
2025-10-07,Tuesday,Night (11pm-7am),Emergency,30,4,16.5
2025-10-07,Tuesday,Morning (7am-3pm),Outpatient,83,21,19.2
2025-10-07,Tuesday,Afternoon (3pm-11pm),Outpatient,62,14,10.2
2025-10-07,Tuesday,Night (11pm-7am),Outpatient,0,1,11.1
2025-10-07,Tuesday,Morning (7am-3pm),Surgery,9,2,5.0
2025-10-07,Tuesday,Afternoon (3pm-11pm),Surgery,5,1,27.0
2025-10-07,Tuesday,Night (11pm-7am),Surgery,1,1,5.0
2025-10-07,Tuesday,Morning (7am-3pm),Maternity,11,3,5.5
2025-10-07,Tuesday,Afternoon (3pm-11pm),Maternity,13,3,12.1
2025-10-07,Tuesday,Night (11pm-7am),Maternity,6,2,5.0
2025-10-07,Tuesday,Morning (7am-3pm),Pediatrics,29,6,13.0
2025-10-07,Tuesday,Afternoon (3pm-11pm),Pediatrics,28,5,11.4
2025-10-07,Tuesday,Night (11pm-7am),Pediatrics,15,4,17.0
2025-10-07,Tuesday,Morning (7am-3pm),ICU,7,4,5.0
2025-10-07,Tuesday,Afternoon (3pm-11pm),ICU,8,5,5.0
2025-10-07,Tuesday,Night (11pm-7am),ICU,7,4,20.8
2025-10-08,Wednesday,Morning (7am-3pm),Emergency,42,7,20.9
2025-10-08,Wednesday,Afternoon (3pm-11pm),Emergency,63,9,12.4
2025-10-08,Wednesday,Night (11pm-7am),Emergency,41,7,16.4
2025-10-08,Wednesday,Morning (7am-3pm),Outpatient,88,23,15.6
2025-10-08,Wednesday,Afternoon (3pm-11pm),Outpatient,54,14,10.6
2025-10-08,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-08,Wednesday,Morning (7am-3pm),Surgery,8,3,8.8
2025-10-08,Wednesday,Afternoon (3pm-11pm),Surgery,5,2,16.2
2025-10-08,Wednesday,Night (11pm-7am),Surgery,2,1,12.2
2025-10-08,Wednesday,Morning (7am-3pm),Maternity,11,3,16.4
2025-10-08,Wednesday,Afternoon (3pm-11pm),Maternity,14,3,16.8
2025-10-08,Wednesday,Night (11pm-7am),Maternity,12,2,6.4
2025-10-08,Wednesday,Morning (7am-3pm),Pediatrics,40,7,10.4
2025-10-08,Wednesday,Afternoon (3pm-11pm),Pediatrics,29,6,28.4
2025-10-08,Wednesday,Night (11pm-7am),Pediatrics,17,4,22.6
2025-10-08,Wednesday,Morning (7am-3pm),ICU,9,5,5.0
2025-10-08,Wednesday,Afternoon (3pm-11pm),ICU,7,4,5.0
2025-10-08,Wednesday,Night (11pm-7am),ICU,9,5,22.8
2025-10-09,Thursday,Morning (7am-3pm),Emergency,40,5,32.8
2025-10-09,Thursday,Afternoon (3pm-11pm),Emergency,48,9,7.4
2025-10-09,Thursday,Night (11pm-7am),Emergency,38,6,5.0
2025-10-09,Thursday,Morning (7am-3pm),Outpatient,70,16,5.0
2025-10-09,Thursday,Afternoon (3pm-11pm),Outpatient,42,9,21.5
2025-10-09,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-09,Thursday,Morning (7am-3pm),Surgery,7,3,16.3
2025-10-09,Thursday,Afternoon (3pm-11pm),Surgery,6,1,22.7
2025-10-09,Thursday,Night (11pm-7am),Surgery,1,1,5.0
2025-10-09,Thursday,Morning (7am-3pm),Maternity,13,4,8.1
2025-10-09,Thursday,Afternoon (3pm-11pm),Maternity,19,5,5.0
2025-10-09,Thursday,Night (11pm-7am),Maternity,9,1,40.7
2025-10-09,Thursday,Morning (7am-3pm),Pediatrics,30,7,14.2
2025-10-09,Thursday,Afternoon (3pm-11pm),Pediatrics,21,5,5.3
2025-10-09,Thursday,Night (11pm-7am),Pediatrics,15,4,17.0
2025-10-09,Thursday,Morning (7am-3pm),ICU,8,4,6.5
2025-10-09,Thursday,Afternoon (3pm-11pm),ICU,9,4,18.3
2025-10-09,Thursday,Night (11pm-7am),ICU,7,3,5.0
2025-10-10,Friday,Morning (7am-3pm),Emergency,41,5,24.8
2025-10-10,Friday,Afternoon (3pm-11pm),Emergency,56,8,29.1
2025-10-10,Friday,Night (11pm-7am),Emergency,46,6,14.2
2025-10-10,Friday,Morning (7am-3pm),Outpatient,78,18,5.0
2025-10-10,Friday,Afternoon (3pm-11pm),Outpatient,78,19,19.7
2025-10-10,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-10,Friday,Morning (7am-3pm),Surgery,9,3,5.0
2025-10-10,Friday,Afternoon (3pm-11pm),Surgery,5,2,8.8
2025-10-10,Friday,Night (11pm-7am),Surgery,2,1,5.0
2025-10-10,Friday,Morning (7am-3pm),Maternity,9,3,5.0
2025-10-10,Friday,Afternoon (3pm-11pm),Maternity,11,3,8.4
2025-10-10,Friday,Night (11pm-7am),Maternity,10,2,5.6
2025-10-10,Friday,Morning (7am-3pm),Pediatrics,21,3,25.4
2025-10-10,Friday,Afternoon (3pm-11pm),Pediatrics,21,5,11.7
2025-10-10,Friday,Night (11pm-7am),Pediatrics,17,4,14.7
2025-10-10,Friday,Morning (7am-3pm),ICU,8,4,5.0
2025-10-10,Friday,Afternoon (3pm-11pm),ICU,7,3,11.1
2025-10-10,Friday,Night (11pm-7am),ICU,6,4,6.5
2025-10-11,Saturday,Morning (7am-3pm),Emergency,69,10,14.7
2025-10-11,Saturday,Afternoon (3pm-11pm),Emergency,56,8,23.6
2025-10-11,Saturday,Night (11pm-7am),Emergency,44,8,12.6
2025-10-11,Saturday,Morning (7am-3pm),Outpatient,38,8,9.5
2025-10-11,Saturday,Afternoon (3pm-11pm),Outpatient,21,4,20.2
2025-10-11,Saturday,Night (11pm-7am),Outpatient,0,1,9.6
2025-10-11,Saturday,Morning (7am-3pm),Surgery,9,2,5.0
2025-10-11,Saturday,Afternoon (3pm-11pm),Surgery,5,2,19.8
2025-10-11,Saturday,Night (11pm-7am),Surgery,2,1,5.0
2025-10-11,Saturday,Morning (7am-3pm),Maternity,14,4,17.3
2025-10-11,Saturday,Afternoon (3pm-11pm),Maternity,13,3,20.4
2025-10-11,Saturday,Night (11pm-7am),Maternity,9,3,5.0
2025-10-11,Saturday,Morning (7am-3pm),Pediatrics,34,6,14.6
2025-10-11,Saturday,Afternoon (3pm-11pm),Pediatrics,27,5,17.5
2025-10-11,Saturday,Night (11pm-7am),Pediatrics,11,1,28.3
2025-10-11,Saturday,Morning (7am-3pm),ICU,8,5,8.6
2025-10-11,Saturday,Afternoon (3pm-11pm),ICU,8,5,7.0
2025-10-11,Saturday,Night (11pm-7am),ICU,8,5,5.0
2025-10-12,Sunday,Morning (7am-3pm),Emergency,65,9,37.2
2025-10-12,Sunday,Afternoon (3pm-11pm),Emergency,89,13,20.8
2025-10-12,Sunday,Night (11pm-7am),Emergency,32,6,20.0
2025-10-12,Sunday,Morning (7am-3pm),Outpatient,34,8,5.0
2025-10-12,Sunday,Afternoon (3pm-11pm),Outpatient,24,6,22.6
2025-10-12,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-12,Sunday,Morning (7am-3pm),Surgery,7,3,5.0
2025-10-12,Sunday,Afternoon (3pm-11pm),Surgery,5,1,26.1
2025-10-12,Sunday,Night (11pm-7am),Surgery,2,1,7.4
2025-10-12,Sunday,Morning (7am-3pm),Maternity,11,1,36.6
2025-10-12,Sunday,Afternoon (3pm-11pm),Maternity,12,3,5.0
2025-10-12,Sunday,Night (11pm-7am),Maternity,9,1,30.0
2025-10-12,Sunday,Morning (7am-3pm),Pediatrics,27,6,16.0
2025-10-12,Sunday,Afternoon (3pm-11pm),Pediatrics,23,5,25.3
2025-10-12,Sunday,Night (11pm-7am),Pediatrics,11,1,25.1
2025-10-12,Sunday,Morning (7am-3pm),ICU,9,4,5.0
2025-10-12,Sunday,Afternoon (3pm-11pm),ICU,8,4,5.0
2025-10-12,Sunday,Night (11pm-7am),ICU,6,2,24.3
2025-10-13,Monday,Morning (7am-3pm),Emergency,45,6,7.1
2025-10-13,Monday,Afternoon (3pm-11pm),Emergency,53,9,21.8
2025-10-13,Monday,Night (11pm-7am),Emergency,37,6,13.0
2025-10-13,Monday,Morning (7am-3pm),Outpatient,61,16,9.5
2025-10-13,Monday,Afternoon (3pm-11pm),Outpatient,70,18,15.4
2025-10-13,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-13,Monday,Morning (7am-3pm),Surgery,6,3,5.0
2025-10-13,Monday,Afternoon (3pm-11pm),Surgery,5,1,25.7
2025-10-13,Monday,Night (11pm-7am),Surgery,1,1,13.4
2025-10-13,Monday,Morning (7am-3pm),Maternity,11,3,14.4
2025-10-13,Monday,Afternoon (3pm-11pm),Maternity,11,2,16.8
2025-10-13,Monday,Night (11pm-7am),Maternity,9,3,9.2
2025-10-13,Monday,Morning (7am-3pm),Pediatrics,30,5,24.6
2025-10-13,Monday,Afternoon (3pm-11pm),Pediatrics,25,6,12.5
2025-10-13,Monday,Night (11pm-7am),Pediatrics,16,2,11.5
2025-10-13,Monday,Morning (7am-3pm),ICU,9,4,5.0
2025-10-13,Monday,Afternoon (3pm-11pm),ICU,9,5,7.5
2025-10-13,Monday,Night (11pm-7am),ICU,8,5,15.9
2025-10-14,Tuesday,Morning (7am-3pm),Emergency,42,7,31.9
2025-10-14,Tuesday,Afternoon (3pm-11pm),Emergency,51,7,31.5
2025-10-14,Tuesday,Night (11pm-7am),Emergency,38,6,23.7
2025-10-14,Tuesday,Morning (7am-3pm),Outpatient,77,18,5.0
2025-10-14,Tuesday,Afternoon (3pm-11pm),Outpatient,62,15,7.8
2025-10-14,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-14,Tuesday,Morning (7am-3pm),Surgery,8,2,5.0
2025-10-14,Tuesday,Afternoon (3pm-11pm),Surgery,6,3,13.4
2025-10-14,Tuesday,Night (11pm-7am),Surgery,2,1,5.0
2025-10-14,Tuesday,Morning (7am-3pm),Maternity,12,4,7.8
2025-10-14,Tuesday,Afternoon (3pm-11pm),Maternity,13,3,25.2
2025-10-14,Tuesday,Night (11pm-7am),Maternity,9,3,8.5
2025-10-14,Tuesday,Morning (7am-3pm),Pediatrics,26,5,5.0
2025-10-14,Tuesday,Afternoon (3pm-11pm),Pediatrics,26,4,21.3
2025-10-14,Tuesday,Night (11pm-7am),Pediatrics,13,3,19.6
2025-10-14,Tuesday,Morning (7am-3pm),ICU,8,4,5.0
2025-10-14,Tuesday,Afternoon (3pm-11pm),ICU,8,4,9.7
2025-10-14,Tuesday,Night (11pm-7am),ICU,7,2,5.0
2025-10-15,Wednesday,Morning (7am-3pm),Emergency,44,6,25.4
2025-10-15,Wednesday,Afternoon (3pm-11pm),Emergency,44,7,29.7
2025-10-15,Wednesday,Night (11pm-7am),Emergency,35,4,32.9
2025-10-15,Wednesday,Morning (7am-3pm),Outpatient,77,18,14.4
2025-10-15,Wednesday,Afternoon (3pm-11pm),Outpatient,68,16,8.3
2025-10-15,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-15,Wednesday,Morning (7am-3pm),Surgery,8,3,24.9
2025-10-15,Wednesday,Afternoon (3pm-11pm),Surgery,6,2,5.0
2025-10-15,Wednesday,Night (11pm-7am),Surgery,2,1,18.7
2025-10-15,Wednesday,Morning (7am-3pm),Maternity,11,3,7.2
2025-10-15,Wednesday,Afternoon (3pm-11pm),Maternity,17,5,12.0
2025-10-15,Wednesday,Night (11pm-7am),Maternity,10,1,34.6
2025-10-15,Wednesday,Morning (7am-3pm),Pediatrics,27,4,10.3
2025-10-15,Wednesday,Afternoon (3pm-11pm),Pediatrics,21,3,35.5
2025-10-15,Wednesday,Night (11pm-7am),Pediatrics,11,2,15.0
2025-10-15,Wednesday,Morning (7am-3pm),ICU,10,6,6.9
2025-10-15,Wednesday,Afternoon (3pm-11pm),ICU,8,3,5.0
2025-10-15,Wednesday,Night (11pm-7am),ICU,7,3,16.6
2025-10-16,Thursday,Morning (7am-3pm),Emergency,42,6,15.4
2025-10-16,Thursday,Afternoon (3pm-11pm),Emergency,54,10,17.6
2025-10-16,Thursday,Night (11pm-7am),Emergency,32,6,14.6
2025-10-16,Thursday,Morning (7am-3pm),Outpatient,73,17,18.5
2025-10-16,Thursday,Afternoon (3pm-11pm),Outpatient,75,19,6.8
2025-10-16,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-16,Thursday,Morning (7am-3pm),Surgery,9,2,7.2
2025-10-16,Thursday,Afternoon (3pm-11pm),Surgery,6,3,12.6
2025-10-16,Thursday,Night (11pm-7am),Surgery,2,1,8.5
2025-10-16,Thursday,Morning (7am-3pm),Maternity,10,3,12.2
2025-10-16,Thursday,Afternoon (3pm-11pm),Maternity,17,5,5.0
2025-10-16,Thursday,Night (11pm-7am),Maternity,9,2,5.0
2025-10-16,Thursday,Morning (7am-3pm),Pediatrics,28,6,18.6
2025-10-16,Thursday,Afternoon (3pm-11pm),Pediatrics,25,5,12.0
2025-10-16,Thursday,Night (11pm-7am),Pediatrics,14,3,12.5
2025-10-16,Thursday,Morning (7am-3pm),ICU,6,4,6.2
2025-10-16,Thursday,Afternoon (3pm-11pm),ICU,6,3,5.0
2025-10-16,Thursday,Night (11pm-7am),ICU,8,5,10.5
2025-10-17,Friday,Morning (7am-3pm),Emergency,44,6,29.6
2025-10-17,Friday,Afternoon (3pm-11pm),Emergency,51,8,7.9
2025-10-17,Friday,Night (11pm-7am),Emergency,33,5,20.4
2025-10-17,Friday,Morning (7am-3pm),Outpatient,90,21,18.8
2025-10-17,Friday,Afternoon (3pm-11pm),Outpatient,58,15,18.9
2025-10-17,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-17,Friday,Morning (7am-3pm),Surgery,8,3,5.0
2025-10-17,Friday,Afternoon (3pm-11pm),Surgery,6,2,11.9
2025-10-17,Friday,Night (11pm-7am),Surgery,1,1,7.8
2025-10-17,Friday,Morning (7am-3pm),Maternity,12,3,16.7
2025-10-17,Friday,Afternoon (3pm-11pm),Maternity,13,4,14.6
2025-10-17,Friday,Night (11pm-7am),Maternity,7,1,13.4
2025-10-17,Friday,Morning (7am-3pm),Pediatrics,26,6,10.0
2025-10-17,Friday,Afternoon (3pm-11pm),Pediatrics,25,4,30.5
2025-10-17,Friday,Night (11pm-7am),Pediatrics,14,2,8.4
2025-10-17,Friday,Morning (7am-3pm),ICU,9,4,13.8
2025-10-17,Friday,Afternoon (3pm-11pm),ICU,5,1,10.0
2025-10-17,Friday,Night (11pm-7am),ICU,7,4,12.9
2025-10-18,Saturday,Morning (7am-3pm),Emergency,70,11,28.4
2025-10-18,Saturday,Afternoon (3pm-11pm),Emergency,63,9,31.2
2025-10-18,Saturday,Night (11pm-7am),Emergency,55,10,24.4
2025-10-18,Saturday,Morning (7am-3pm),Outpatient,37,8,7.4
2025-10-18,Saturday,Afternoon (3pm-11pm),Outpatient,24,6,5.0
2025-10-18,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-18,Saturday,Morning (7am-3pm),Surgery,7,2,12.3
2025-10-18,Saturday,Afternoon (3pm-11pm),Surgery,5,2,21.0
2025-10-18,Saturday,Night (11pm-7am),Surgery,1,1,21.1
2025-10-18,Saturday,Morning (7am-3pm),Maternity,11,1,15.6
2025-10-18,Saturday,Afternoon (3pm-11pm),Maternity,12,4,5.0
2025-10-18,Saturday,Night (11pm-7am),Maternity,9,2,15.9
2025-10-18,Saturday,Morning (7am-3pm),Pediatrics,38,6,25.6
2025-10-18,Saturday,Afternoon (3pm-11pm),Pediatrics,29,5,17.5
2025-10-18,Saturday,Night (11pm-7am),Pediatrics,16,2,28.1
2025-10-18,Saturday,Morning (7am-3pm),ICU,8,4,18.4
2025-10-18,Saturday,Afternoon (3pm-11pm),ICU,6,3,5.0
2025-10-18,Saturday,Night (11pm-7am),ICU,6,4,11.3
2025-10-19,Sunday,Morning (7am-3pm),Emergency,60,11,20.2
2025-10-19,Sunday,Afternoon (3pm-11pm),Emergency,52,8,31.6
2025-10-19,Sunday,Night (11pm-7am),Emergency,58,10,40.2
2025-10-19,Sunday,Morning (7am-3pm),Outpatient,32,9,11.5
2025-10-19,Sunday,Afternoon (3pm-11pm),Outpatient,29,7,13.7
2025-10-19,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-19,Sunday,Morning (7am-3pm),Surgery,9,3,14.8
2025-10-19,Sunday,Afternoon (3pm-11pm),Surgery,7,3,5.0
2025-10-19,Sunday,Night (11pm-7am),Surgery,1,1,5.0
2025-10-19,Sunday,Morning (7am-3pm),Maternity,10,2,17.4
2025-10-19,Sunday,Afternoon (3pm-11pm),Maternity,13,3,16.8
2025-10-19,Sunday,Night (11pm-7am),Maternity,8,3,5.0
2025-10-19,Sunday,Morning (7am-3pm),Pediatrics,30,6,24.4
2025-10-19,Sunday,Afternoon (3pm-11pm),Pediatrics,29,4,17.1
2025-10-19,Sunday,Night (11pm-7am),Pediatrics,17,4,11.3
2025-10-19,Sunday,Morning (7am-3pm),ICU,6,4,12.2
2025-10-19,Sunday,Afternoon (3pm-11pm),ICU,9,5,11.6
2025-10-19,Sunday,Night (11pm-7am),ICU,11,5,5.0
2025-10-20,Monday,Morning (7am-3pm),Emergency,42,8,16.5
2025-10-20,Monday,Afternoon (3pm-11pm),Emergency,62,11,21.7
2025-10-20,Monday,Night (11pm-7am),Emergency,30,6,5.0
2025-10-20,Monday,Morning (7am-3pm),Outpatient,65,16,5.0
2025-10-20,Monday,Afternoon (3pm-11pm),Outpatient,45,12,5.0
2025-10-20,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-20,Monday,Morning (7am-3pm),Surgery,9,3,5.0
2025-10-20,Monday,Afternoon (3pm-11pm),Surgery,3,1,18.7
2025-10-20,Monday,Night (11pm-7am),Surgery,1,1,5.1
2025-10-20,Monday,Morning (7am-3pm),Maternity,11,3,5.0
2025-10-20,Monday,Afternoon (3pm-11pm),Maternity,14,4,21.7
2025-10-20,Monday,Night (11pm-7am),Maternity,10,2,17.3
2025-10-20,Monday,Morning (7am-3pm),Pediatrics,32,6,5.6
2025-10-20,Monday,Afternoon (3pm-11pm),Pediatrics,23,3,23.4
2025-10-20,Monday,Night (11pm-7am),Pediatrics,16,2,18.8
2025-10-20,Monday,Morning (7am-3pm),ICU,7,3,5.0
2025-10-20,Monday,Afternoon (3pm-11pm),ICU,8,3,8.3
2025-10-20,Monday,Night (11pm-7am),ICU,9,5,5.0
2025-10-21,Tuesday,Morning (7am-3pm),Emergency,33,5,24.6
2025-10-21,Tuesday,Afternoon (3pm-11pm),Emergency,56,8,15.2
2025-10-21,Tuesday,Night (11pm-7am),Emergency,38,6,5.0
2025-10-21,Tuesday,Morning (7am-3pm),Outpatient,111,28,9.8
2025-10-21,Tuesday,Afternoon (3pm-11pm),Outpatient,64,16,10.1
2025-10-21,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-10-21,Tuesday,Morning (7am-3pm),Surgery,8,3,16.6
2025-10-21,Tuesday,Afternoon (3pm-11pm),Surgery,6,2,18.1
2025-10-21,Tuesday,Night (11pm-7am),Surgery,2,1,8.1
