customer_id,branch,loan_officer,loan_type,age,occupation,monthly_income_bwp,loan_amount_bwp,interest_rate_pct,loan_term_months,monthly_payment_bwp,months_active,outstanding_balance,disburse_date,dti_ratio,credit_score,existing_loans,employment_tenure_yrs,prev_defaults,has_collateral,collateral_value_bwp,payment_status,days_late,missed_payments,collection_action,expected_loss_bwp,will_default
TCU-01350,Francistown,LO020,Business Loan,54,Government Employee,11383.0,274900.0,20.22,84,6141.0,8,218579.0,2024-11-01,0.5395,724,2,19.3,0,1,331758.0,Current,0,0,None,0.0,0
TCU-01351,Selebi-Phikwe,LO019,Business Loan,43,Self-Employed,31774.0,65400.0,22.08,72,1646.0,15,46372.0,2024-03-24,0.0518,850,0,16.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-01352,Lobatse,LO001,Business Loan,52,Pensioner,6033.0,144900.0,10.05,48,3679.0,15,97482.0,2024-03-24,0.6098,664,1,6.2,0,1,339478.0,Current,0,0,None,0.0,0
TCU-01353,Gaborone Main,LO011,Personal Loan,66,Farmer,14558.0,249800.0,20.29,72,6025.0,7,198751.0,2024-11-24,0.4139,760,0,16.9,1,1,397217.0,Early (1–29 days),9,1,None,0.0,0
TCU-01354,Maun,LO019,Agriculture Loan,36,Self-Employed,20382.0,421800.0,21.56,72,10488.0,2,395339.0,2025-04-28,0.5146,850,0,7.2,0,0,0.0,Current,0,0,None,0.0,0
TCU-01355,Maun,LO004,Personal Loan,53,Self-Employed,14879.0,177800.0,9.17,36,5668.0,3,156269.0,2025-03-25,0.3809,816,0,10.7,0,1,229747.0,Current,0,0,None,0.0,0
TCU-01356,Lobatse,LO010,Vehicle Loan,59,Self-Employed,18888.0,37400.0,16.0,60,909.0,2,32857.0,2025-04-29,0.0481,850,3,11.2,0,1,51628.0,Current,0,0,None,0.0,0
TCU-01357,Lobatse,LO007,Home Loan,32,Farmer,9083.0,194600.0,8.88,24,8880.0,17,53428.0,2024-01-11,0.9777,706,1,10.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-01358,Selebi-Phikwe,LO003,Business Loan,63,Student,3318.0,119200.0,15.88,60,2891.0,3,111255.0,2025-03-29,0.8713,806,3,13.5,0,1,227938.0,Current,0,0,None,0.0,0
TCU-01359,Selebi-Phikwe,LO015,Education Loan,46,Private Sector,10410.0,308000.0,15.38,72,6576.0,15,209276.0,2024-03-28,0.6317,711,0,4.3,0,1,592337.0,Defaulted,175,7,Called,102707.0,1
TCU-01360,Francistown,LO002,Business Loan,34,Student,2255.0,21100.0,12.84,12,1883.0,4,13675.0,2025-02-14,0.835,663,3,25.1,2,1,52209.0,Defaulted,206,3,Letter Sent,7924.0,1
TCU-01361,Francistown,LO011,Vehicle Loan,63,Private Sector,18904.0,385300.0,17.78,12,35284.0,12,0.0,2024-05-19,1.8665,850,0,23.7,1,1,656091.0,Late (30–89 days),64,2,Letter Sent,0.0,1
TCU-01362,Gaborone Main,LO019,Agriculture Loan,37,Government Employee,20809.0,392700.0,12.47,36,13132.0,6,325438.0,2024-12-24,0.6311,850,3,16.1,0,1,610614.0,Current,0,0,None,0.0,0
TCU-01363,Selebi-Phikwe,LO018,Vehicle Loan,43,Government Employee,17361.0,226100.0,14.65,72,4738.0,12,161342.0,2024-07-03,0.2729,789,0,7.8,0,1,527568.0,Current,0,0,None,0.0,0
TCU-01364,Selebi-Phikwe,LO007,Education Loan,57,Farmer,12308.0,240400.0,15.82,60,5823.0,1,206589.0,2025-05-10,0.4731,648,3,15.2,1,0,0.0,Late (30–89 days),49,2,Called,61832.0,1
TCU-01365,Selebi-Phikwe,LO019,Vehicle Loan,58,Government Employee,13265.0,6700.0,11.52,24,314.0,18,1542.0,2024-01-07,0.0237,828,0,16.0,0,0,0.0,Late (30–89 days),73,1,None,436.0,1
TCU-01366,Selebi-Phikwe,LO012,Home Loan,22,Government Employee,14232.0,126500.0,16.71,60,3124.0,13,94016.0,2024-05-20,0.2195,745,1,2.1,2,1,129502.0,Early (1–29 days),4,1,None,0.0,0
TCU-01367,Selebi-Phikwe,LO019,Vehicle Loan,44,Private Sector,12069.0,15900.0,21.95,48,501.0,16,9775.0,2024-02-26,0.0415,810,2,28.0,1,1,28205.0,Current,0,0,None,0.0,0
TCU-01368,Lobatse,LO007,Vehicle Loan,37,Student,3372.0,53500.0,20.83,84,1215.0,9,43007.0,2024-09-22,0.3603,633,4,5.0,0,1,67165.0,Current,0,0,None,0.0,0
TCU-01369,Selebi-Phikwe,LO001,Personal Loan,61,Student,2777.0,61900.0,16.19,84,1236.0,1,58129.0,2025-05-09,0.4451,736,0,4.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-01370,Francistown,LO019,Vehicle Loan,36,Student,4446.0,109400.0,21.69,84,2542.0,1,101376.0,2025-05-03,0.5717,677,1,18.0,0,1,261952.0,Current,0,0,None,0.0,0
TCU-01371,Francistown,LO020,Agriculture Loan,26,Farmer,8324.0,34600.0,8.8,84,553.0,2,30403.0,2025-04-22,0.0664,738,3,29.9,3,0,0.0,Current,0,0,None,0.0,0
TCU-01372,Francistown,LO013,Business Loan,59,Farmer,7150.0,98800.0,12.18,12,8787.0,12,0.0,2024-07-01,1.229,725,1,29.3,1,1,154543.0,Late (30–89 days),75,2,Letter Sent,0.0,1
TCU-01373,Maun,LO007,Agriculture Loan,41,Private Sector,27200.0,313200.0,15.67,48,8823.0,12,220933.0,2024-06-17,0.3244,850,0,27.2,1,0,0.0,Current,0,0,None,0.0,0
TCU-01374,Lobatse,LO019,Personal Loan,24,Private Sector,24310.0,455000.0,18.53,72,10514.0,8,351383.0,2024-10-30,0.4325,804,1,26.0,3,0,0.0,Early (1–29 days),3,1,None,0.0,0
TCU-01375,Maun,LO016,Business Loan,48,Student,3173.0,46900.0,14.79,72,986.0,13,33393.0,2024-05-21,0.3107,681,0,12.7,0,1,98153.0,Current,0,0,None,0.0,0
TCU-01376,Maun,LO005,Vehicle Loan,25,Government Employee,12109.0,61300.0,15.63,84,1205.0,12,47782.0,2024-07-05,0.0995,761,3,8.1,3,1,108604.0,Current,0,0,None,0.0,0
TCU-01377,Francistown,LO020,Business Loan,55,Self-Employed,11827.0,151300.0,19.92,48,4598.0,7,113021.0,2024-11-09,0.3888,708,2,28.9,0,1,228362.0,Current,0,0,None,0.0,0
TCU-01378,Francistown,LO020,Personal Loan,27,Self-Employed,32427.0,385700.0,11.03,36,12633.0,2,349442.0,2025-04-21,0.3896,850,0,10.1,0,1,705327.0,Current,0,0,None,0.0,0
TCU-01379,Maun,LO015,Vehicle Loan,25,Farmer,3811.0,53700.0,10.76,60,1161.0,1,46860.0,2025-05-15,0.3046,639,0,28.2,1,1,101504.0,Current,0,0,None,0.0,0
TCU-01380,Gaborone Main,LO014,Vehicle Loan,68,Student,4826.0,56900.0,17.35,60,1425.0,11,41629.0,2024-07-20,0.2953,687,0,17.4,0,1,128096.0,Current,0,0,None,0.0,0
TCU-01381,Francistown,LO017,Vehicle Loan,66,Self-Employed,24086.0,222800.0,12.35,84,3975.0,14,182657.0,2024-04-10,0.165,850,0,10.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-01382,Francistown,LO005,Home Loan,41,Government Employee,20889.0,15700.0,17.34,36,562.0,11,10436.0,2024-07-14,0.0269,850,1,2.1,0,1,37004.0,Current,0,0,None,0.0,0
TCU-01383,Gaborone Main,LO016,Agriculture Loan,42,Government Employee,9526.0,145800.0,21.82,12,13633.0,9,34449.0,2024-09-30,1.4311,719,0,19.6,0,1,201133.0,Late (30–89 days),69,1,Letter Sent,6643.0,1
TCU-01384,Maun,LO008,Education Loan,27,Private Sector,25219.0,165500.0,16.51,60,4070.0,15,121229.0,2024-04-03,0.1614,816,2,22.1,2,0,0.0,Current,0,0,None,0.0,0
TCU-01385,Maun,LO003,Education Loan,41,Pensioner,8278.0,83100.0,16.21,84,1660.0,7,68839.0,2024-11-17,0.2005,841,0,24.0,0,1,158248.0,Early (1–29 days),26,1,None,0.0,0
TCU-01386,Selebi-Phikwe,LO005,Personal Loan,49,Government Employee,19413.0,330300.0,22.32,72,8362.0,3,280331.0,2025-03-18,0.4307,808,0,26.3,0,1,305319.0,Current,0,0,None,0.0,0
TCU-01387,Selebi-Phikwe,LO017,Home Loan,57,Student,3837.0,49100.0,22.1,36,1878.0,11,32490.0,2024-07-13,0.4894,686,3,15.4,1,0,0.0,Defaulted,130,7,Home Visit,24185.0,1
TCU-01388,Gaborone Main,LO007,Education Loan,68,Government Employee,10530.0,233900.0,17.14,60,5831.0,11,163462.0,2024-07-31,0.5538,738,2,26.9,0,1,283773.0,Current,0,0,None,0.0,0
TCU-01389,Maun,LO003,Education Loan,67,Pensioner,8904.0,95400.0,17.74,36,3437.0,17,47788.0,2024-02-06,0.386,639,2,16.3,0,1,161303.0,Current,0,0,None,0.0,0
TCU-01390,Lobatse,LO004,Agriculture Loan,32,Government Employee,19369.0,226500.0,18.3,48,6689.0,11,157616.0,2024-08-03,0.3453,850,0,14.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-01391,Selebi-Phikwe,LO017,Education Loan,47,Pensioner,7504.0,135700.0,18.44,36,4936.0,8,99332.0,2024-10-17,0.6578,743,0,11.9,0,1,208860.0,Current,0,0,None,0.0,0
TCU-01392,Maun,LO016,Personal Loan,26,Pensioner,4504.0,47400.0,13.94,60,1101.0,5,42284.0,2025-01-09,0.2444,717,0,9.5,2,1,41853.0,Current,0,0,None,0.0,0
TCU-01393,Gaborone Main,LO005,Home Loan,31,Government Employee,16997.0,217100.0,20.26,24,11077.0,10,122283.0,2024-09-02,0.6517,768,0,20.5,0,1,379329.0,Current,0,0,None,0.0,0
TCU-01394,Maun,LO018,Vehicle Loan,28,Self-Employed,28239.0,40900.0,12.57,12,3645.0,12,0.0,2024-05-21,0.1291,828,4,9.1,0,0,0.0,Current,0,0,None,0.0,0
TCU-01395,Gaborone Main,LO019,Education Loan,54,Student,4714.0,115500.0,16.19,72,2518.0,2,99438.0,2025-04-14,0.5342,678,0,12.1,0,0,0.0,Current,0,0,None,0.0,0
TCU-01396,Gaborone Main,LO001,Education Loan,64,Government Employee,9351.0,33700.0,13.26,24,1606.0,17,9080.0,2024-01-19,0.1717,775,4,8.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-01397,Francistown,LO017,Education Loan,48,Farmer,8958.0,21500.0,17.89,48,630.0,12,14058.0,2024-06-09,0.0703,799,1,2.1,0,1,21938.0,Current,0,0,None,0.0,0
TCU-01398,Gaborone Main,LO006,Home Loan,51,Farmer,3946.0,58400.0,9.17,36,1862.0,14,35277.0,2024-04-14,0.4719,783,3,5.4,1,0,0.0,Defaulted,125,9,SMS Sent,20501.0,1
TCU-01399,Gaborone Main,LO006,Business Loan,67,Pensioner,7475.0,124500.0,20.46,48,3819.0,17,75385.0,2024-02-04,0.5109,735,0,4.6,0,1,216358.0,Current,0,0,None,0.0,0
TCU-01400,Francistown,LO006,Home Loan,31,Government Employee,19799.0,186900.0,21.46,24,9646.0,15,62143.0,2024-03-13,0.4872,842,1,14.1,0,1,449146.0,Current,0,0,None,0.0,0
TCU-01401,Francistown,LO013,Agriculture Loan,24,Student,2832.0,15800.0,12.59,12,1408.0,9,3754.0,2024-09-11,0.4972,582,0,13.9,1,1,26107.0,Late (30–89 days),36,1,Home Visit,1064.0,1
TCU-01402,Lobatse,LO005,Home Loan,64,Student,4042.0,61900.0,20.54,36,2317.0,16,34228.0,2024-03-05,0.5732,756,0,2.8,0,0,0.0,Late (30–89 days),84,1,Letter Sent,6093.0,1
TCU-01403,Francistown,LO006,Home Loan,27,Student,3727.0,63400.0,8.53,36,2002.0,2,51242.0,2025-04-06,0.5372,645,2,23.9,1,0,0.0,Late (30–89 days),82,2,SMS Sent,11870.0,1
TCU-01404,Gaborone Main,LO009,Home Loan,23,Private Sector,24310.0,160800.0,10.44,84,2706.0,13,124859.0,2024-06-05,0.1113,847,1,14.4,0,1,327002.0,Current,0,0,None,0.0,0
TCU-01405,Maun,LO020,Agriculture Loan,50,Self-Employed,24902.0,265000.0,8.56,24,12053.0,9,155898.0,2024-09-09,0.484,850,4,18.6,0,0,0.0,Early (1–29 days),13,1,None,0.0,0
TCU-01406,Francistown,LO014,Vehicle Loan,23,Private Sector,14414.0,352900.0,17.13,36,12605.0,1,339261.0,2025-05-15,0.8745,688,0,3.1,1,1,880121.0,Current,0,0,None,0.0,0
TCU-01407,Maun,LO008,Vehicle Loan,28,Private Sector,6899.0,11600.0,12.85,36,390.0,4,9482.0,2025-02-13,0.0565,657,2,19.3,1,0,0.0,Current,0,0,None,0.0,0
TCU-01408,Selebi-Phikwe,LO004,Personal Loan,63,Private Sector,29717.0,230700.0,15.76,84,4551.0,15,173714.0,2024-03-14,0.1531,850,3,23.1,0,1,409725.0,Current,0,0,None,0.0,0
TCU-01409,Lobatse,LO004,Personal Loan,24,Farmer,14179.0,26600.0,19.4,48,801.0,16,17714.0,2024-02-23,0.0565,743,3,8.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-01410,Francistown,LO008,Business Loan,50,Self-Employed,27961.0,333500.0,19.82,72,7954.0,6,277003.0,2024-12-16,0.2845,850,0,17.2,0,0,0.0,Current,0,0,None,0.0,0
TCU-01411,Gaborone Main,LO010,Education Loan,37,Government Employee,19810.0,94200.0,18.21,36,3415.0,10,65169.0,2024-08-07,0.1724,797,1,19.6,0,1,148132.0,Current,0,0,None,0.0,0
TCU-01412,Maun,LO017,Vehicle Loan,66,Private Sector,23224.0,373200.0,20.79,84,8466.0,6,338527.0,2024-12-23,0.3645,772,0,10.2,0,0,0.0,Current,0,0,None,0.0,0
TCU-01413,Gaborone Main,LO009,Agriculture Loan,57,Farmer,3939.0,46900.0,17.44,84,970.0,13,39015.0,2024-05-07,0.2463,627,1,1.5,0,1,88634.0,Current,0,0,None,0.0,0
TCU-01414,Gaborone Main,LO004,Vehicle Loan,60,Private Sector,9270.0,84800.0,17.61,60,2135.0,11,68573.0,2024-07-11,0.2303,778,0,8.3,0,1,153259.0,Current,0,0,None,0.0,0
TCU-01415,Maun,LO012,Vehicle Loan,40,Student,1517.0,41500.0,12.18,72,815.0,13,31331.0,2024-05-15,0.5372,665,1,12.2,2,0,0.0,Defaulted,254,5,None,21053.0,1
TCU-01416,Gaborone Main,LO020,Business Loan,25,Self-Employed,18019.0,16800.0,9.74,84,277.0,14,13301.0,2024-04-23,0.0154,763,2,3.0,0,1,15451.0,Current,0,0,None,0.0,0
TCU-01417,Lobatse,LO017,Personal Loan,38,Student,1988.0,10800.0,9.23,72,196.0,13,8392.0,2024-05-23,0.0986,692,1,11.6,0,1,21132.0,Current,0,0,None,0.0,0
TCU-01418,Francistown,LO007,Agriculture Loan,47,Farmer,14186.0,58500.0,12.57,12,5213.0,1,51021.0,2025-05-20,0.3675,850,3,14.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-01419,Selebi-Phikwe,LO003,Education Loan,42,Student,1985.0,74000.0,16.72,24,3649.0,13,28936.0,2024-05-23,1.8383,665,2,12.2,0,1,67142.0,Current,0,0,None,0.0,0
TCU-01420,Francistown,LO014,Home Loan,23,Private Sector,24350.0,221000.0,12.2,60,4938.0,11,161989.0,2024-07-12,0.2028,850,1,17.9,0,1,279710.0,Current,0,0,None,0.0,0
TCU-01421,Lobatse,LO008,Agriculture Loan,64,Government Employee,11055.0,213400.0,16.77,72,4720.0,4,195651.0,2025-02-15,0.427,826,3,7.6,0,0,0.0,Current,0,0,None,0.0,0
TCU-01422,Francistown,LO020,Vehicle Loan,33,Self-Employed,31418.0,343500.0,12.82,24,16302.0,3,290046.0,2025-03-15,0.5189,850,2,13.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-01423,Selebi-Phikwe,LO009,Personal Loan,36,Government Employee,18285.0,163600.0,16.25,12,14863.0,6,73423.0,2024-12-07,0.8129,759,2,2.1,0,1,378067.0,Current,0,0,None,0.0,0
TCU-01424,Maun,LO019,Personal Loan,25,Private Sector,22514.0,207900.0,23.3,24,10919.0,2,166800.0,2025-04-24,0.485,850,1,26.6,3,1,174268.0,Defaulted,255,11,Legal Notice,89010.0,1
TCU-01425,Lobatse,LO011,Home Loan,22,Private Sector,21789.0,475900.0,15.76,24,23247.0,2,434290.0,2025-04-11,1.0669,829,2,29.3,1,1,660852.0,Current,0,0,None,0.0,0
TCU-01426,Maun,LO003,Personal Loan,68,Farmer,3773.0,135400.0,23.43,48,4372.0,17,77194.0,2024-01-13,1.1588,691,1,4.9,0,0,0.0,Late (30–89 days),36,1,Legal Notice,14759.0,1
TCU-01427,Francistown,LO007,Business Loan,40,Student,1607.0,5600.0,14.67,24,271.0,17,1570.0,2024-02-02,0.1686,618,4,19.0,3,0,0.0,Late (30–89 days),88,1,SMS Sent,471.0,1
TCU-01428,Lobatse,LO017,Business Loan,52,Student,1791.0,18200.0,15.11,36,632.0,8,13189.0,2024-10-24,0.3529,676,0,0.6,0,1,28458.0,Defaulted,241,5,Letter Sent,8509.0,1
TCU-01429,Selebi-Phikwe,LO006,Vehicle Loan,65,Government Employee,18422.0,444600.0,18.25,36,16129.0,15,226556.0,2024-03-08,0.8755,850,0,20.7,0,0,0.0,Late (30–89 days),37,2,Letter Sent,61659.0,1
TCU-01430,Francistown,LO014,Business Loan,67,Private Sector,10992.0,35600.0,8.67,48,880.0,13,22567.0,2024-05-17,0.0801,746,0,5.0,0,1,71170.0,Current,0,0,None,0.0,0
TCU-01431,Francistown,LO015,Home Loan,62,Self-Employed,33048.0,490400.0,20.4,24,25055.0,17,140126.0,2024-01-31,0.7581,850,0,4.2,1,0,0.0,Current,0,0,None,0.0,0
TCU-01432,Gaborone Main,LO008,Business Loan,65,Self-Employed,34893.0,142800.0,12.42,12,12716.0,4,82342.0,2025-02-02,0.3644,850,0,17.6,0,0,0.0,Current,0,0,None,0.0,0
TCU-01433,Maun,LO004,Vehicle Loan,23,Government Employee,14923.0,242000.0,21.37,24,12479.0,18,56746.0,2024-01-04,0.8362,742,0,24.6,0,0,0.0,Current,0,0,None,0.0,0
TCU-01434,Francistown,LO004,Home Loan,28,Student,4428.0,65000.0,19.32,72,1531.0,12,47124.0,2024-06-15,0.3458,685,2,16.8,0,1,112581.0,Current,0,0,None,0.0,0
TCU-01435,Maun,LO002,Agriculture Loan,37,Self-Employed,34630.0,497600.0,11.2,36,16338.0,11,324605.0,2024-07-22,0.4718,850,0,10.2,0,1,826574.0,Current,0,0,None,0.0,0
TCU-01436,Lobatse,LO006,Vehicle Loan,56,Pensioner,4242.0,31000.0,16.74,12,2824.0,10,4407.0,2024-08-31,0.6657,718,3,11.1,2,0,0.0,Current,0,0,None,0.0,0
TCU-01437,Selebi-Phikwe,LO003,Home Loan,29,Pensioner,8961.0,93200.0,22.34,36,3576.0,7,74623.0,2024-12-02,0.3991,713,0,26.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-01438,Lobatse,LO003,Personal Loan,53,Pensioner,8084.0,322200.0,20.86,24,16534.0,17,89868.0,2024-01-19,2.0453,655,2,14.3,3,1,394758.0,Late (30–89 days),35,2,Legal Notice,8999.0,1
TCU-01439,Lobatse,LO015,Personal Loan,44,Pensioner,8788.0,52000.0,22.89,24,2721.0,12,22554.0,2024-07-04,0.3096,748,1,23.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-01440,Lobatse,LO019,Education Loan,26,Private Sector,20081.0,8500.0,23.82,48,276.0,8,6436.0,2024-10-14,0.0137,850,0,3.9,0,0,0.0,Current,0,0,None,0.0,0
TCU-01441,Selebi-Phikwe,LO004,Agriculture Loan,60,Private Sector,27753.0,200000.0,9.25,84,3243.0,10,155345.0,2024-08-13,0.1169,850,3,20.5,2,1,284268.0,Current,0,0,None,0.0,0
TCU-01442,Lobatse,LO004,Education Loan,54,Farmer,12276.0,65200.0,17.42,48,1896.0,9,45435.0,2024-09-05,0.1544,697,3,17.3,0,1,107186.0,Current,0,0,None,0.0,0
TCU-01443,Maun,LO009,Home Loan,68,Student,3119.0,93100.0,21.98,36,3555.0,8,62748.0,2024-10-10,1.1398,787,1,24.9,1,1,175812.0,Late (30–89 days),44,2,Letter Sent,18332.0,1
TCU-01444,Selebi-Phikwe,LO001,Agriculture Loan,58,Government Employee,12405.0,198100.0,16.49,60,4869.0,6,177081.0,2024-12-03,0.3925,780,1,25.9,1,1,362553.0,Current,0,0,None,0.0,0
TCU-01445,Lobatse,LO008,Agriculture Loan,42,Farmer,8963.0,238700.0,17.06,48,6895.0,1,217118.0,2025-05-03,0.7693,771,0,1.6,1,0,0.0,Defaulted,316,4,Home Visit,165632.0,1
TCU-01446,Gaborone Main,LO007,Home Loan,51,Farmer,10891.0,6000.0,16.37,24,295.0,4,4688.0,2025-02-01,0.0271,765,0,6.3,1,1,4939.0,Current,0,0,None,0.0,0
TCU-01447,Lobatse,LO011,Agriculture Loan,43,Private Sector,24380.0,116000.0,20.36,24,5924.0,4,86735.0,2025-02-06,0.243,850,1,21.5,1,1,181637.0,Current,0,0,None,0.0,0
TCU-01448,Maun,LO016,Vehicle Loan,30,Private Sector,7796.0,132100.0,22.24,60,3667.0,9,107407.0,2024-09-05,0.4704,731,0,10.7,0,0,0.0,Early (1–29 days),4,1,None,0.0,0
TCU-01449,Gaborone Main,LO007,Vehicle Loan,52,Self-Employed,39078.0,467000.0,14.09,36,15981.0,2,427771.0,2025-04-26,0.409,850,1,7.9,0,1,877621.0,Current,0,0,None,0.0,0
TCU-01450,Gaborone Main,LO015,Agriculture Loan,48,Self-Employed,18588.0,88600.0,10.82,60,1918.0,10,70026.0,2024-08-30,0.1032,850,1,11.3,0,1,175557.0,Late (30–89 days),46,2,Letter Sent,13475.0,1
TCU-01451,Gaborone Main,LO005,Vehicle Loan,59,Self-Employed,11641.0,6800.0,16.23,84,136.0,7,6161.0,2024-11-15,0.0117,808,1,25.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-01452,Francistown,LO008,Vehicle Loan,23,Pensioner,7393.0,275900.0,21.44,48,8609.0,17,156369.0,2024-01-18,1.1645,760,1,4.9,0,1,378858.0,Defaulted,143,10,SMS Sent,116959.0,1
TCU-01453,Selebi-Phikwe,LO001,Agriculture Loan,49,Student,1735.0,9000.0,9.1,24,412.0,11,4329.0,2024-08-01,0.2375,620,1,26.9,2,1,18340.0,Late (30–89 days),45,1,None,1069.0,1
TCU-01454,Lobatse,LO006,Education Loan,26,Student,4720.0,117600.0,10.24,84,1967.0,6,96495.0,2024-12-11,0.4167,612,1,5.2,2,1,105206.0,Current,0,0,None,0.0,0
TCU-01455,Selebi-Phikwe,LO009,Business Loan,63,Farmer,8448.0,37300.0,17.17,48,1080.0,3,33863.0,2025-03-31,0.1278,850,0,6.2,0,0,0.0,Early (1–29 days),3,1,None,0.0,0
TCU-01456,Lobatse,LO018,Personal Loan,32,Farmer,13818.0,208700.0,14.17,60,4874.0,7,160497.0,2024-11-27,0.3527,669,3,15.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-01457,Francistown,LO009,Home Loan,38,Farmer,5123.0,69100.0,15.72,36,2420.0,2,60316.0,2025-04-25,0.4724,722,1,24.4,0,1,92645.0,Early (1–29 days),14,1,None,0.0,0
TCU-01458,Lobatse,LO017,Education Loan,27,Private Sector,20560.0,80800.0,13.25,48,2178.0,16,52215.0,2024-03-03,0.1059,789,0,24.0,0,1,163478.0,Current,0,0,None,0.0,0
TCU-01459,Gaborone Main,LO011,Business Loan,50,Government Employee,22717.0,174500.0,15.08,36,6056.0,5,144147.0,2025-01-31,0.2666,825,2,2.7,1,0,0.0,Current,0,0,None,0.0,0
TCU-01460,Gaborone Main,LO005,Vehicle Loan,58,Self-Employed,24975.0,62500.0,11.2,84,1077.0,9,48551.0,2024-09-25,0.0431,850,1,7.5,0,0,0.0,Early (1–29 days),19,1,None,0.0,0
TCU-01461,Lobatse,LO018,Agriculture Loan,60,Government Employee,12449.0,72400.0,22.93,12,6809.0,2,51294.0,2025-04-27,0.547,704,1,26.2,0,1,116942.0,Early (1–29 days),27,1,None,0.0,0
TCU-01462,Maun,LO008,Business Loan,40,Government Employee,15219.0,183200.0,15.36,48,5132.0,2,167650.0,2025-04-08,0.3372,779,1,9.2,0,1,450041.0,Current,0,0,None,0.0,0
TCU-01463,Selebi-Phikwe,LO002,Personal Loan,22,Government Employee,16438.0,18900.0,11.24,36,621.0,16,9159.0,2024-02-19,0.0378,725,0,23.0,0,0,0.0,Early (1–29 days),22,1,None,0.0,0
TCU-01464,Selebi-Phikwe,LO012,Education Loan,33,Pensioner,8743.0,166400.0,18.95,72,3885.0,6,144297.0,2024-12-07,0.4444,642,3,13.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-01465,Francistown,LO013,Agriculture Loan,32,Self-Employed,28415.0,372300.0,18.87,24,18744.0,16,110721.0,2024-02-27,0.6597,850,2,6.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-01466,Selebi-Phikwe,LO020,Business Loan,34,Private Sector,26842.0,399100.0,14.63,60,9417.0,2,349878.0,2025-04-03,0.3508,850,0,20.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-01467,Maun,LO020,Agriculture Loan,27,Farmer,3557.0,30100.0,19.72,60,793.0,15,20120.0,2024-03-21,0.2229,631,0,28.7,1,1,32826.0,Current,0,0,None,0.0,0
TCU-01468,Gaborone Main,LO019,Education Loan,38,Self-Employed,24792.0,95400.0,14.3,24,4594.0,7,58912.0,2024-11-20,0.1853,850,1,17.9,0,1,188463.0,Current,0,0,None,0.0,0
TCU-01469,Lobatse,LO009,Vehicle Loan,66,Government Employee,19516.0,306800.0,18.86,72,7147.0,7,260207.0,2024-11-25,0.3662,850,0,17.5,0,0,0.0,Current,0,0,None,0.0,0
TCU-01470,Maun,LO018,Personal Loan,34,Student,4572.0,13800.0,18.68,48,410.0,9,9791.0,2024-09-28,0.0897,647,1,28.5,0,1,18898.0,Current,0,0,None,0.0,0
TCU-01471,Selebi-Phikwe,LO018,Personal Loan,58,Pensioner,8310.0,13800.0,20.26,36,515.0,2,12978.0,2025-04-26,0.062,751,0,9.5,0,1,16856.0,Current,0,0,None,0.0,0
TCU-01472,Selebi-Phikwe,LO006,Personal Loan,38,Student,2418.0,10700.0,13.71,12,959.0,8,3216.0,2024-10-04,0.3966,753,0,25.0,0,1,25708.0,Current,0,0,None,0.0,0
TCU-01473,Lobatse,LO018,Education Loan,61,Farmer,8532.0,75900.0,13.61,36,2580.0,2,69087.0,2025-04-07,0.3024,806,0,27.6,2,1,181443.0,Current,0,0,None,0.0,0
TCU-01474,Maun,LO020,Vehicle Loan,22,Student,2137.0,41900.0,9.49,72,765.0,11,31511.0,2024-08-01,0.358,612,3,15.7,0,1,53379.0,Current,0,0,None,0.0,0
TCU-01475,Selebi-Phikwe,LO012,Vehicle Loan,60,Private Sector,8852.0,381700.0,14.85,84,7333.0,4,316417.0,2025-02-15,0.8284,850,3,2.3,2,1,731831.0,Late (30–89 days),31,2,SMS Sent,108199.0,1
TCU-01476,Francistown,LO005,Vehicle Loan,46,Government Employee,18806.0,110000.0,11.8,48,2886.0,12,80129.0,2024-06-29,0.1535,850,3,21.6,2,1,165391.0,Late (30–89 days),59,2,SMS Sent,16394.0,1
TCU-01477,Gaborone Main,LO007,Education Loan,28,Private Sector,22765.0,424500.0,17.14,48,12280.0,16,279017.0,2024-02-18,0.5394,794,3,10.7,1,1,629227.0,Current,0,0,None,0.0,0
TCU-01478,Lobatse,LO001,Business Loan,40,Government Employee,18684.0,263500.0,13.75,12,23628.0,12,0.0,2024-06-24,1.2646,849,1,16.4,0,1,625300.0,Current,0,0,None,0.0,0
