customer_id,branch,loan_officer,loan_type,age,occupation,monthly_income_bwp,loan_amount_bwp,interest_rate_pct,loan_term_months,monthly_payment_bwp,months_active,outstanding_balance,disburse_date,dti_ratio,credit_score,existing_loans,employment_tenure_yrs,prev_defaults,has_collateral,collateral_value_bwp,payment_status,days_late,missed_payments,collection_action,expected_loss_bwp,will_default,credit_risk_cat,dti_high,income_low,loan_large,tenure_short,collateral_ratio,payment_burden,loan_income_ratio,branch_enc,ltype_enc,occ_enc,default_probability,risk_level
TCU-01619,Maun,LO014,Home Loan,64,Government Employee,18665.0,124400.0,21.71,36,4732.0,16,64378.0,2024-02-20,0.2535,744,3,25.1,1,1,296012.0,Current,0,0,,0.0,0,1,0,0,0,0,2.37951768488746,0.25352263594963836,6.66488079292794,3,3,1,0.21497861357861597,Medium Risk
TCU-01620,Lobatse,LO002,Home Loan,33,Farmer,4546.0,13000.0,14.73,72,273.0,15,9885.0,2024-03-20,0.0601,539,1,1.6,0,0,0.0,Current,0,0,,0.0,0,4,0,1,0,1,0.0,0.060052793664760226,2.8596568411790586,2,3,0,0.26235331511830096,Medium Risk
TCU-01621,Lobatse,LO014,Home Loan,63,Self-Employed,26253.0,284400.0,15.83,72,6143.0,12,213940.0,2024-07-03,0.234,850,0,9.1,0,0,0.0,Current,0,0,,0.0,0,0,0,0,1,0,0.0,0.23399230564126006,10.83304765169695,2,3,4,0.053509415067404024,Low Risk
TCU-01622,Selebi-Phikwe,LO016,Agriculture Loan,22,Student,4639.0,26100.0,9.12,12,2284.0,12,0.0,2024-01-12,0.4923,627,0,26.7,0,1,46955.0,Current,0,0,,0.0,0,3,1,1,0,0,1.7990421455938697,0.4923474886829058,5.626212545807286,4,0,5,0.13417209966141277,Low Risk
TCU-01623,Maun,LO015,Business Loan,51,Government Employee,24429.0,125300.0,9.78,24,5769.0,3,97830.0,2025-03-30,0.2362,850,1,10.9,1,1,143107.0,Current,0,0,,0.0,0,0,0,0,0,0,1.1421149241819633,0.23615375168856687,5.129149780997994,3,1,1,0.15897476985769493,Low Risk
TCU-01624,Selebi-Phikwe,LO005,Home Loan,54,Government Employee,15713.0,60600.0,15.58,24,2955.0,16,19214.0,2024-02-25,0.1881,785,1,26.8,1,1,123069.0,Late (30–89 days),52,2,SMS Sent,4563.0,1,1,0,0,0,0,2.030841584158416,0.1880608413415643,3.8566791828422327,4,3,1,0.4237008642057971,Medium Risk
TCU-01625,Gaborone Main,LO011,Vehicle Loan,49,Pensioner,9742.0,376900.0,9.79,60,7969.0,15,276289.0,2024-04-03,0.818,663,0,5.8,0,0,0.0,Current,0,0,,0.0,0,3,1,0,1,0,0.0,0.8180045165263806,38.68815438308356,1,5,2,0.30193380904715117,Medium Risk
TCU-01626,Maun,LO009,Education Loan,36,Government Employee,12792.0,138300.0,9.77,84,2280.0,3,119975.0,2025-03-04,0.1782,782,2,26.9,0,1,312996.0,Current,0,0,,0.0,0,1,0,0,0,0,2.263167028199566,0.17823639774859287,10.811444652908067,3,2,1,0.10530347849439979,Low Risk
TCU-01627,Maun,LO014,Agriculture Loan,33,Farmer,9340.0,208900.0,13.63,12,18720.0,12,0.0,2024-01-26,2.0043,737,2,27.2,0,1,346256.0,Late (30–89 days),68,1,Home Visit,0.0,1,2,1,0,0,0,1.657520344662518,2.0,22.366167023554603,3,0,0,0.9285157810816932,Critical
TCU-01628,Francistown,LO008,Vehicle Loan,45,Student,2211.0,17800.0,19.48,36,657.0,7,12604.0,2024-11-05,0.2972,672,2,2.1,0,1,22768.0,Current,0,0,,0.0,0,2,0,1,0,0,1.2791011235955057,0.2971506105834464,8.050655811849841,0,5,5,0.21997444399754282,Medium Risk
TCU-01629,Francistown,LO004,Vehicle Loan,50,Government Employee,8182.0,106900.0,9.45,84,1744.0,11,83718.0,2024-07-07,0.2132,711,1,20.6,1,0,0.0,Current,0,0,,0.0,0,2,0,0,0,0,0.0,0.21315081887069176,13.065265216328527,0,5,1,0.12172488261345502,Low Risk
TCU-01630,Selebi-Phikwe,LO018,Home Loan,52,Government Employee,14472.0,90200.0,15.39,12,8158.0,6,42423.0,2024-12-29,0.5637,725,1,22.3,3,0,0.0,Defaulted,125,3,,30058.0,1,2,1,0,0,0,0.0,0.5637092316196793,6.232725262576009,4,3,1,0.5634594835500063,High Risk
TCU-01631,Gaborone Main,LO013,Education Loan,45,Pensioner,8614.0,117700.0,9.64,60,2480.0,11,96050.0,2024-08-04,0.2879,670,0,18.3,1,0,0.0,Current,0,0,,0.0,0,2,0,0,0,0,0.0,0.2879034130485257,13.663803111214301,1,2,2,0.10124901082047559,Low Risk
TCU-01632,Maun,LO005,Agriculture Loan,62,Self-Employed,16026.0,260800.0,15.74,72,5620.0,1,251487.0,2025-05-24,0.3507,850,4,26.0,0,1,288412.0,Defaulted,365,8,,148735.0,1,0,0,0,1,0,1.1058742331288343,0.3506801447647573,16.27355547235742,3,0,4,0.42593591058136454,Medium Risk
TCU-01633,Selebi-Phikwe,LO004,Education Loan,68,Private Sector,21879.0,15000.0,10.49,84,253.0,5,13658.0,2025-01-27,0.0116,850,1,15.6,1,0,0.0,Defaulted,202,9,Legal Notice,10616.0,1,0,0,0,0,0,0.0,0.011563599798893917,0.6855889208830386,4,2,3,0.2463819124409864,Medium Risk
TCU-01634,Lobatse,LO009,Education Loan,63,Government Employee,8059.0,170300.0,9.26,84,2762.0,11,147880.0,2024-07-20,0.3427,742,1,12.5,0,1,405214.0,Current,0,0,,0.0,0,1,0,0,0,0,2.3794128009395186,0.34272242213674153,21.13165405137114,2,2,1,0.05812878315635724,Low Risk
TCU-01635,Selebi-Phikwe,LO002,Personal Loan,51,Farmer,6330.0,32500.0,14.48,24,1568.0,14,11724.0,2024-04-12,0.2477,676,2,18.2,0,1,79269.0,Current,0,0,,0.0,0,2,0,0,0,0,2.439046153846154,0.24770932069510268,5.134281200631912,4,4,0,0.09973560171982777,Low Risk
TCU-01636,Lobatse,LO004,Education Loan,45,Farmer,12809.0,82000.0,21.15,84,1878.0,14,68035.0,2024-05-03,0.1466,848,0,7.6,2,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.14661566086345537,6.401748770395815,2,2,0,0.31803090879878604,Medium Risk
TCU-01637,Lobatse,LO006,Home Loan,68,Pensioner,4269.0,18000.0,15.74,36,631.0,4,15134.0,2025-03-02,0.1478,762,1,22.1,0,1,29994.0,Current,0,0,,0.0,0,1,0,1,0,0,1.6663333333333334,0.14780979152026236,4.2164441321152495,2,3,2,0.12224565243603239,Low Risk
TCU-01638,Lobatse,LO020,Agriculture Loan,37,Self-Employed,28411.0,277300.0,11.85,24,13034.0,5,199331.0,2025-01-16,0.4588,850,1,14.4,0,1,586250.0,Early (1–29 days),13,1,,0.0,0,0,1,0,1,0,2.1141363144608727,0.4587659709267537,9.760304107563972,2,0,4,0.10526438903997193,Low Risk
TCU-01639,Lobatse,LO004,Business Loan,38,Farmer,7578.0,131900.0,17.31,60,3300.0,11,94967.0,2024-07-12,0.4355,708,1,7.7,0,0,0.0,Current,0,0,,0.0,0,2,1,0,0,0,0.0,0.43547110055423593,17.40564792821325,2,1,0,0.1600949764749201,Low Risk
TCU-01640,Selebi-Phikwe,LO012,Business Loan,54,Student,2324.0,21600.0,19.19,12,1993.0,12,0.0,2024-05-19,0.8576,703,0,16.7,0,1,21829.0,Late (30–89 days),67,1,Letter Sent,0.0,1,2,1,1,0,0,1.0106018518518518,0.8575731497418244,9.294320137693632,4,1,5,0.3737019007735946,Medium Risk
TCU-01641,Francistown,LO019,Business Loan,29,Farmer,12608.0,51100.0,15.33,48,1431.0,3,43132.0,2025-03-17,0.1135,837,1,8.7,1,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.11349936548223351,4.052982233502538,0,1,0,0.2358016005890885,Medium Risk
TCU-01642,Selebi-Phikwe,LO016,Agriculture Loan,42,Self-Employed,21371.0,44000.0,13.16,12,3933.0,12,0.0,2024-05-08,0.184,809,0,19.4,0,1,104389.0,Current,0,0,,0.0,0,0,0,0,0,0,2.3724772727272727,0.18403443919329934,2.058864816807824,4,0,4,0.12584215831765616,Low Risk
TCU-01643,Francistown,LO015,Business Loan,24,Pensioner,4301.0,8100.0,20.7,48,250.0,5,6658.0,2025-01-17,0.0581,609,3,8.1,0,1,13859.0,Current,0,0,,0.0,0,3,0,1,0,0,1.7109876543209876,0.05812601720530109,1.8832829574517553,0,1,2,0.20341757905210925,Medium Risk
TCU-01644,Maun,LO011,Personal Loan,55,Pensioner,6398.0,61200.0,22.8,72,1567.0,8,48411.0,2024-10-06,0.2449,779,0,23.7,0,1,138238.0,Current,0,0,,0.0,0,1,0,0,0,0,2.2587908496732028,0.24492028758987183,9.565489215379806,3,4,2,0.10996159637484,Low Risk
TCU-01645,Maun,LO019,Business Loan,34,Self-Employed,8130.0,44800.0,16.63,12,4078.0,4,28125.0,2025-03-01,0.5016,784,0,5.1,1,0,0.0,Current,0,0,,0.0,0,1,1,0,0,0,0.0,0.5015990159901599,5.5104551045510455,3,1,4,0.44088912122646456,Medium Risk
TCU-01646,Maun,LO017,Agriculture Loan,35,Pensioner,4465.0,50100.0,9.08,24,2291.0,8,30685.0,2024-11-02,0.5131,638,0,19.5,1,0,0.0,Current,0,0,,0.0,0,3,1,1,0,0,0.0,0.5131019036954088,11.22060470324748,3,0,2,0.3250984046311607,Medium Risk
TCU-01647,Maun,LO011,Home Loan,46,Private Sector,12812.0,6600.0,11.26,12,584.0,10,991.0,2024-08-24,0.0456,775,2,5.5,0,0,0.0,Defaulted,132,10,Letter Sent,506.0,1,1,0,0,0,0,0.0,0.045582266625039024,0.5151420543240712,3,3,3,0.5850342051263189,High Risk
TCU-01648,Selebi-Phikwe,LO013,Personal Loan,36,Self-Employed,37060.0,463300.0,21.41,36,17553.0,2,416898.0,2025-04-28,0.4736,850,2,2.0,0,0,0.0,Current,0,0,,0.0,0,0,1,0,1,0,0.0,0.47363734484619535,12.501349163518618,4,4,4,0.1400605377762212,Low Risk
TCU-01649,Lobatse,LO012,Personal Loan,25,Farmer,7694.0,18500.0,18.3,72,425.0,15,14075.0,2024-03-28,0.0552,719,0,3.6,0,1,30984.0,Current,0,0,,0.0,0,2,0,0,0,0,1.6748108108108108,0.05523784767351183,2.404471016376397,2,4,0,0.04953497371526096,Low Risk
TCU-01650,Maun,LO009,Personal Loan,27,Pensioner,5150.0,84000.0,14.07,84,1577.0,17,58362.0,2024-01-13,0.3062,661,0,28.2,1,1,196404.0,Current,0,0,,0.0,0,3,0,0,0,0,2.338142857142857,0.3062135922330097,16.310679611650485,3,4,2,0.1080752091453054,Low Risk
TCU-01651,Lobatse,LO004,Agriculture Loan,50,Student,2806.0,18000.0,9.42,36,576.0,12,11528.0,2024-06-30,0.2053,671,0,17.8,0,0,0.0,Current,0,0,,0.0,0,2,0,1,0,0,0.0,0.2052744119743407,6.414825374198147,2,0,5,0.15771410973833544,Low Risk
TCU-01652,Lobatse,LO004,Home Loan,60,Self-Employed,7966.0,12800.0,21.14,36,483.0,4,11209.0,2025-02-10,0.0606,791,1,17.6,0,1,17235.0,Defaulted,151,5,SMS Sent,8624.0,1,1,0,0,0,0,1.346484375,0.06063268892794376,1.6068290233492342,2,3,4,0.3622645447920238,Medium Risk
TCU-01653,Maun,LO002,Business Loan,28,Farmer,3620.0,105900.0,19.38,48,3188.0,1,96127.0,2025-05-30,0.8807,587,1,16.5,0,1,118317.0,Late (30–89 days),72,2,,20597.0,1,3,1,1,0,0,1.1172521246458924,0.8806629834254144,29.25414364640884,3,1,0,0.8161528465815145,Critical
TCU-01654,Gaborone Main,LO014,Home Loan,42,Pensioner,9740.0,209800.0,23.94,36,8224.0,11,141234.0,2024-07-14,0.8444,729,2,17.0,0,1,235851.0,Current,0,0,,0.0,0,2,1,0,0,0,1.124170638703527,0.84435318275154,21.540041067761805,1,3,2,0.3196587767815394,Medium Risk
TCU-01655,Lobatse,LO006,Business Loan,44,Farmer,6478.0,191300.0,23.58,72,4988.0,13,136715.0,2024-05-08,0.77,694,0,5.6,0,0,0.0,Current,0,0,,0.0,0,2,1,0,0,0,0.0,0.7699907378820624,29.530719357826488,2,1,0,0.34574891655671075,Medium Risk
TCU-01656,Francistown,LO009,Business Loan,30,Self-Employed,12703.0,278000.0,21.11,48,8625.0,5,212793.0,2025-01-29,0.679,646,2,18.8,1,0,0.0,Current,0,0,,0.0,0,3,1,0,1,0,0.0,0.6789734708336613,21.884594190348736,0,1,4,0.3730689721166802,Medium Risk
TCU-01657,Selebi-Phikwe,LO013,Vehicle Loan,56,Farmer,6629.0,219700.0,22.38,48,6967.0,1,210710.0,2025-05-13,1.051,792,0,23.9,1,1,265809.0,Defaulted,108,8,SMS Sent,165305.0,1,1,1,0,0,0,1.209872553482021,1.050988082667069,33.14225373359481,4,5,0,0.7588679955685674,Critical
TCU-01658,Lobatse,LO016,Business Loan,66,Student,2493.0,69700.0,13.84,24,3341.0,3,55008.0,2025-03-18,1.3402,742,3,13.4,1,0,0.0,Late (30–89 days),41,2,Home Visit,19227.0,1,1,1,1,0,0,0.0,1.340152426795026,27.958283192940232,2,1,5,0.91383009726279,Critical
TCU-01659,Francistown,LO019,Education Loan,68,Student,2617.0,29400.0,10.1,60,626.0,12,22797.0,2024-06-22,0.2392,679,0,6.2,0,1,65213.0,Early (1–29 days),29,1,,0.0,0,2,0,1,0,0,2.21812925170068,0.23920519679021782,11.234237676729078,0,2,5,0.10379081842437081,Low Risk
TCU-01660,Francistown,LO008,Home Loan,24,Self-Employed,36536.0,327000.0,9.73,60,6904.0,5,280812.0,2025-01-11,0.189,850,0,2.9,0,0,0.0,Current,0,0,,0.0,0,0,0,0,1,0,0.0,0.18896430917451282,8.950076636741844,0,3,4,0.06025307596116319,Low Risk
TCU-01661,Selebi-Phikwe,LO002,Home Loan,37,Self-Employed,4246.0,105600.0,18.66,48,3139.0,1,93706.0,2025-05-05,0.7393,659,2,9.3,0,0,0.0,Current,0,0,,0.0,0,3,1,1,0,0,0.0,0.739284032030146,24.870466321243523,4,3,4,0.6268054062757511,High Risk
TCU-01662,Selebi-Phikwe,LO017,Vehicle Loan,44,Farmer,11452.0,238200.0,12.18,12,21184.0,7,97939.0,2024-11-29,1.8498,683,0,18.5,1,0,0.0,Late (30–89 days),40,1,Legal Notice,31836.0,1,2,1,0,1,0,0.0,1.8498078938176739,20.799860286412855,4,5,0,0.949845763470117,Critical
TCU-01663,Gaborone Main,LO007,Business Loan,43,Self-Employed,29487.0,308100.0,13.94,12,27655.0,4,181004.0,2025-02-27,0.9379,850,2,27.8,0,0,0.0,Late (30–89 days),73,1,Home Visit,62325.0,1,0,1,0,1,0,0.0,0.937870926170855,10.448672296266151,1,1,4,0.426113783037795,Medium Risk
TCU-01664,Maun,LO020,Personal Loan,36,Farmer,14313.0,15300.0,9.51,24,703.0,1,14405.0,2025-05-23,0.0491,744,3,4.6,0,1,30501.0,Current,0,0,,0.0,0,1,0,0,0,0,1.9935294117647058,0.04911618808076574,1.0689582896667364,3,4,0,0.1523235102377377,Low Risk
TCU-01665,Francistown,LO006,Business Loan,24,Student,3717.0,20700.0,9.74,12,1817.0,10,3115.0,2024-08-23,0.4888,698,2,25.6,0,1,45455.0,Current,0,0,,0.0,0,2,1,1,0,0,2.1958937198067634,0.48883508205542103,5.5690072639225185,0,1,5,0.21105696340042904,Medium Risk
TCU-01666,Francistown,LO016,Business Loan,59,Farmer,3844.0,75200.0,11.69,12,6671.0,12,0.0,2024-01-17,1.7354,643,1,5.3,0,0,0.0,Late (30–89 days),67,2,SMS Sent,0.0,1,3,1,1,0,0,0.0,1.7354318418314256,19.562955254942768,0,1,0,0.8985610300482821,Critical
TCU-01667,Lobatse,LO004,Education Loan,23,Private Sector,25228.0,211700.0,16.98,36,7546.0,15,117518.0,2024-04-04,0.2991,850,1,9.5,1,1,200758.0,Current,0,0,,0.0,0,0,0,0,0,0,0.9483136513934813,0.2991120976692564,8.391469795465357,2,2,3,0.16366454795517818,Low Risk
TCU-01668,Lobatse,LO016,Education Loan,26,Farmer,8347.0,68900.0,20.27,36,2570.0,1,65598.0,2025-05-04,0.3079,675,3,6.7,0,1,77106.0,Current,0,0,,0.0,0,2,0,0,0,0,1.119100145137881,0.30789505211453216,8.254462681202828,2,2,0,0.14506453824610518,Low Risk
TCU-01669,Maun,LO005,Personal Loan,35,Self-Employed,5562.0,121700.0,20.97,36,4583.0,4,91983.0,2025-02-08,0.824,731,0,7.4,0,0,0.0,Early (1–29 days),16,1,,0.0,0,2,1,0,0,0,0.0,0.8239841783531104,21.88061848256023,3,4,4,0.4821692333800224,High Risk
TCU-01670,Francistown,LO008,Education Loan,31,Student,4860.0,114600.0,19.23,24,5790.0,15,39682.0,2024-03-28,1.1914,670,2,2.8,0,0,0.0,Late (30–89 days),67,2,Home Visit,11064.0,1,2,1,1,0,0,0.0,1.191358024691358,23.580246913580247,0,2,5,0.8601315780581537,Critical
TCU-01671,Selebi-Phikwe,LO015,Home Loan,53,Farmer,13377.0,130100.0,18.67,24,6537.0,10,71412.0,2024-08-06,0.4887,850,0,14.0,0,1,165507.0,Current,0,0,,0.0,0,0,1,0,0,0,1.272152190622598,0.48867459071540703,9.725648501158705,4,3,0,0.11168360108502552,Low Risk
TCU-01672,Maun,LO011,Agriculture Loan,59,Self-Employed,22046.0,405200.0,9.81,72,7468.0,2,383798.0,2025-04-12,0.3387,850,0,3.8,0,0,0.0,Current,0,0,,0.0,0,0,0,0,1,0,0.0,0.33874625782454865,18.379751428830627,3,0,4,0.11640109254243225,Low Risk
TCU-01673,Gaborone Main,LO008,Agriculture Loan,41,Student,3718.0,52300.0,20.98,60,1414.0,6,44386.0,2024-12-05,0.3803,698,4,19.3,0,1,54306.0,Current,0,0,,0.0,0,2,0,1,0,0,1.0383556405353729,0.38031199569661106,14.06670252824099,1,0,5,0.17335820373543492,Low Risk
TCU-01674,Lobatse,LO006,Vehicle Loan,34,Private Sector,7948.0,68300.0,23.12,24,3581.0,7,47272.0,2024-11-17,0.4506,687,3,0.7,3,0,0.0,Late (30–89 days),52,1,,10147.0,1,2,1,0,0,1,0.0,0.45055359838953196,8.593356819325617,2,5,3,0.7951212328782705,Critical
TCU-01675,Gaborone Main,LO012,Home Loan,39,Private Sector,22379.0,171600.0,11.9,36,5691.0,9,114847.0,2024-09-30,0.2543,850,2,27.6,1,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.25430090710040665,7.667902944724966,1,3,3,0.15924701449466894,Low Risk
TCU-01676,Lobatse,LO006,Agriculture Loan,55,Pensioner,8295.0,309700.0,20.89,84,7044.0,17,237399.0,2024-02-02,0.8492,732,1,4.6,0,0,0.0,Defaulted,248,10,SMS Sent,176130.0,1,2,1,0,1,0,0.0,0.8491862567811935,37.33574442435202,2,0,2,0.37523953592976056,Medium Risk
TCU-01677,Maun,LO013,Personal Loan,29,Private Sector,22514.0,248400.0,19.24,36,9136.0,14,150493.0,2024-04-07,0.4058,850,0,13.1,0,1,307293.0,Current,0,0,,0.0,0,0,0,0,1,0,1.2370893719806764,0.40579195167451365,11.033134938260638,3,4,3,0.0678882024476453,Low Risk
TCU-01678,Selebi-Phikwe,LO002,Agriculture Loan,40,Self-Employed,13315.0,201400.0,10.28,12,17732.0,12,0.0,2024-04-30,1.3317,782,1,0.9,0,1,426998.0,Late (30–89 days),44,1,Called,0.0,1,1,1,0,0,1,2.1201489572989076,1.3317311303041681,15.12579797221179,4,0,4,0.9153839734610556,Critical
TCU-01679,Selebi-Phikwe,LO017,Education Loan,41,Farmer,14903.0,330300.0,12.47,84,5914.0,16,257550.0,2024-03-02,0.3968,773,2,7.2,3,0,0.0,Late (30–89 days),77,1,Legal Notice,42568.0,1,1,0,0,1,0,0.0,0.3968328524458163,22.16332282090854,4,2,0,0.3839736155015514,Medium Risk
TCU-01680,Selebi-Phikwe,LO001,Home Loan,32,Self-Employed,34783.0,464900.0,19.04,12,42852.0,12,0.0,2024-04-05,1.232,850,2,9.0,0,1,580795.0,Late (30–89 days),53,1,SMS Sent,0.0,1,0,1,0,1,0,1.249290169929017,1.2319811402121725,13.36572463559785,4,3,4,0.4957175319759595,High Risk
TCU-01681,Maun,LO020,Personal Loan,32,Farmer,13770.0,13500.0,12.7,84,243.0,2,11737.0,2025-04-16,0.0176,753,3,24.3,0,1,29447.0,Current,0,0,,0.0,0,1,0,0,0,0,2.1812592592592592,0.01764705882352941,0.9803921568627451,3,4,0,0.1163736292718379,Low Risk
TCU-01682,Gaborone Main,LO005,Business Loan,30,Self-Employed,8445.0,94200.0,18.37,12,8653.0,12,0.0,2024-01-28,1.0246,665,0,0.8,0,0,0.0,Late (30–89 days),80,1,Called,0.0,1,3,1,0,0,1,0.0,1.0246299585553582,11.154529307282415,1,1,4,0.7095899635948237,Critical
TCU-01683,Maun,LO009,Business Loan,33,Government Employee,18994.0,464100.0,18.64,24,23314.0,5,357289.0,2025-01-09,1.2274,729,0,13.0,0,1,1131311.0,Current,0,0,,0.0,0,2,1,0,1,0,2.4376449041154924,1.2274402442876697,24.434031799515637,3,1,1,0.2866850574592391,Medium Risk
TCU-01684,Maun,LO005,Vehicle Loan,61,Self-Employed,32516.0,138500.0,21.32,36,5241.0,11,88081.0,2024-08-02,0.1612,850,2,26.4,0,1,235581.0,Early (1–29 days),4,1,,0.0,0,0,0,0,0,0,1.7009458483754512,0.16118218723090172,4.259441505720261,3,5,4,0.14927167294239224,Low Risk
TCU-01685,Lobatse,LO010,Personal Loan,39,Pensioner,5098.0,22800.0,17.1,60,568.0,10,18503.0,2024-08-23,0.1114,592,3,22.2,0,0,0.0,Current,0,0,,0.0,0,3,0,0,0,0,0.0,0.1114162416633974,4.472342094939192,2,4,2,0.1242944036398729,Low Risk
TCU-01686,Gaborone Main,LO016,Agriculture Loan,53,Self-Employed,27963.0,292600.0,22.32,84,6912.0,2,277420.0,2025-04-06,0.2472,850,0,23.8,1,0,0.0,Current,0,0,,0.0,0,0,0,0,1,0,0.0,0.2471837785645317,10.463827200228874,1,0,4,0.11519223334468619,Low Risk
TCU-01687,Selebi-Phikwe,LO009,Home Loan,53,Farmer,12343.0,108300.0,20.81,24,5555.0,17,28300.0,2024-02-04,0.4501,781,1,11.9,0,1,111627.0,Current,0,0,,0.0,0,1,1,0,0,0,1.0307202216066482,0.45005266142752975,8.774204002268492,4,3,0,0.11307784891006556,Low Risk
TCU-01688,Maun,LO012,Business Loan,64,Farmer,8962.0,235900.0,21.14,60,6400.0,6,209228.0,2024-12-26,0.7141,792,3,19.8,0,0,0.0,Defaulted,101,7,Called,85985.0,1,1,1,0,1,0,0.0,0.7141263110912742,26.322249497879938,3,1,0,0.616856230995175,High Risk
TCU-01689,Maun,LO007,Education Loan,45,Self-Employed,19662.0,133700.0,17.39,60,3351.0,10,97066.0,2024-08-15,0.1704,811,0,17.1,0,1,258887.0,Current,0,0,,0.0,0,0,0,0,0,0,1.9363275991024682,0.1704302715898688,6.799918624758417,3,2,4,0.06950245307834779,Low Risk
TCU-01690,Selebi-Phikwe,LO002,Business Loan,34,Government Employee,10239.0,120100.0,20.12,72,2885.0,8,94690.0,2024-10-31,0.2818,692,1,15.5,0,0,0.0,Current,0,0,,0.0,0,2,0,0,0,0,0.0,0.2817657974411564,11.72966109971677,4,1,1,0.1299826758909765,Low Risk
TCU-01691,Francistown,LO014,Personal Loan,31,Student,4252.0,116500.0,17.33,72,2613.0,9,91786.0,2024-09-25,0.6145,685,2,11.0,0,0,0.0,Current,0,0,,0.0,0,2,1,1,0,0,0.0,0.6145343367826905,27.39887111947319,0,4,5,0.32650512739398463,Medium Risk
TCU-01692,Gaborone Main,LO016,Agriculture Loan,68,Private Sector,26978.0,432300.0,20.92,48,13368.0,14,284582.0,2024-04-19,0.4955,850,0,4.8,0,0,0.0,Current,0,0,,0.0,0,0,1,0,1,0,0.0,0.4955148639632293,16.0241678404626,1,0,3,0.13204197974948598,Low Risk
TCU-01693,Selebi-Phikwe,LO013,Personal Loan,64,Private Sector,17080.0,139000.0,8.97,72,2503.0,8,123157.0,2024-10-10,0.1465,830,0,11.3,0,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.1465456674473068,8.13817330210773,4,4,3,0.07948197012904556,Low Risk
TCU-01694,Gaborone Main,LO005,Agriculture Loan,23,Self-Employed,35300.0,360600.0,11.01,48,9322.0,8,286039.0,2024-10-25,0.2641,850,0,11.0,1,0,0.0,Current,0,0,,0.0,0,0,0,0,1,0,0.0,0.2640793201133145,10.215297450424929,1,0,4,0.09927524482032447,Low Risk
TCU-01695,Selebi-Phikwe,LO009,Business Loan,48,Farmer,5475.0,76400.0,11.86,84,1343.0,10,65487.0,2024-08-22,0.2453,773,2,4.4,0,0,0.0,Current,0,0,,0.0,0,1,0,0,0,0,0.0,0.24529680365296805,13.954337899543379,4,1,0,0.15849343349657188,Low Risk
TCU-01696,Gaborone Main,LO002,Personal Loan,27,Self-Employed,8966.0,50400.0,11.06,36,1651.0,11,34444.0,2024-07-17,0.1841,697,1,28.6,0,1,115479.0,Current,0,0,,0.0,0,2,0,0,0,0,2.29125,0.1841400847646665,5.621235779611867,1,4,4,0.0803510298137466,Low Risk
TCU-01697,Selebi-Phikwe,LO003,Home Loan,43,Private Sector,27662.0,60100.0,8.91,24,2743.0,18,14034.0,2024-01-05,0.0992,850,1,1.4,1,0,0.0,Defaulted,197,6,Called,8563.0,1,0,0,0,0,1,0.0,0.09916130431639071,2.172655628660256,4,3,3,0.22668073885684398,Medium Risk
TCU-01698,Lobatse,LO016,Business Loan,28,Private Sector,27338.0,47400.0,13.33,36,1605.0,16,25914.0,2024-02-22,0.0587,850,2,20.7,0,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.05870948862389348,1.7338503182383496,2,1,3,0.11508508950137596,Low Risk
TCU-01699,Francistown,LO014,Education Loan,23,Pensioner,8297.0,10600.0,10.84,12,936.0,1,8384.0,2025-05-04,0.1128,740,1,25.4,3,1,12901.0,Current,0,0,,0.0,0,1,0,0,0,0,1.2170754716981131,0.11281185970832831,1.2775702060985898,0,2,2,0.22687610637415404,Medium Risk
TCU-01700,Francistown,LO007,Personal Loan,24,Private Sector,25509.0,453900.0,22.35,60,12627.0,2,435221.0,2025-04-20,0.495,850,0,11.1,1,1,492252.0,Defaulted,359,11,Home Visit,185191.0,1,0,1,0,1,0,1.084494382022472,0.49500176408326474,17.79371986357756,0,4,3,0.24328563043056828,Medium Risk
TCU-01701,Maun,LO003,Vehicle Loan,22,Pensioner,6017.0,87600.0,12.83,24,4158.0,17,21898.0,2024-01-25,0.691,585,1,10.8,1,1,120813.0,Early (1–29 days),11,1,,0.0,0,3,1,0,0,0,1.3791438356164383,0.6910420475319927,14.558750207744723,3,5,2,0.20177110919710067,Medium Risk
TCU-01702,Maun,LO011,Personal Loan,58,Government Employee,13043.0,221700.0,22.47,48,7042.0,4,191703.0,2025-02-26,0.5399,796,1,4.3,0,1,305170.0,Current,0,0,,0.0,0,1,1,0,0,0,1.3764997744700045,0.5399064632369853,16.997623246185693,3,4,1,0.0904679483375582,Low Risk
TCU-01703,Maun,LO008,Agriculture Loan,30,Government Employee,17409.0,165400.0,9.21,72,2999.0,9,142699.0,2024-09-22,0.1723,832,0,20.0,2,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.17226721810557757,9.500832902521685,3,0,1,0.2258611971177633,Medium Risk
TCU-01704,Selebi-Phikwe,LO015,Home Loan,49,Student,4890.0,122500.0,17.18,72,2737.0,3,109712.0,2025-03-05,0.5597,758,2,26.0,0,0,0.0,Current,0,0,,0.0,0,1,1,1,0,0,0.0,0.5597137014314928,25.051124744376278,4,3,5,0.16920824833964962,Low Risk
