matter_id,practice_area,partner,associate,client_id,client_type,office,open_date,close_date,status,duration_days,actual_hours,recorded_hours,recording_rate,hourly_rate,potential_fees_bwp,billed_fees_bwp,disbursements_bwp,outstanding_bwp,leakage_bwp,satisfaction,year
MLA-0243,Employment Law,Partner_Mmolawa,Associate_13,CLT-003,Mining Company,Gaborone,2024-01-07,2024-03-11,Completed,64,56.4,42.3,0.75,2200,124031.0,93000.0,5661.0,0.0,31031.0,,2024
MLA-0244,Regulatory & Compliance,Partner_Setlhabi,Associate_18,CLT-013,SME,Gaborone,2024-07-30,2024-12-13,Active,136,75.9,61.6,0.812,2600,197332.0,160240.0,22199.0,0.0,37091.0,,2024
MLA-0245,Employment Law,Partner_Mmolawa,Associate_08,CLT-002,Large Corporate,Francistown,2018-12-20,2019-02-21,Completed,63,75.0,63.0,0.84,2200,164940.0,138609.0,17964.0,0.0,26331.0,,2018
MLA-0246,Employment Law,Partner_Mmolawa,Associate_01,CLT-074,SME,Gaborone,2018-02-16,2018-04-05,On Hold,48,49.8,33.0,0.662,2200,109571.0,72573.0,8563.0,18143.0,36998.0,,2018
MLA-0247,Employment Law,Partner_Mmolawa,Associate_05,CLT-080,Large Corporate,Gaborone,2021-01-05,2021-04-07,Completed,92,46.4,36.9,0.796,2200,102184.0,81288.0,13574.0,0.0,20896.0,4.3,2021
MLA-0248,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-061,Large Corporate,Gaborone,2023-07-26,2023-10-12,Completed,78,19.0,16.2,0.852,1800,34133.0,29091.0,3344.0,0.0,5043.0,4.3,2023
MLA-0249,Litigation,Partner_Setlhabi,Associate_19,CLT-068,Large Corporate,Gaborone,2019-04-18,2020-06-11,Completed,420,160.3,114.1,0.712,2800,448723.0,319575.0,17808.0,159788.0,129148.0,3.0,2019
MLA-0250,Property & Conveyancing,Partner_Gaobuse,Associate_05,CLT-006,Large Corporate,Gaborone,2018-05-25,2018-06-10,Active,16,15.8,13.9,0.879,1800,28444.0,25001.0,3657.0,0.0,3444.0,,2018
MLA-0251,Litigation,Partner_Setlhabi,Associate_11,CLT-009,Government / Parastatal,Gaborone,2018-11-16,2019-09-14,Completed,302,213.3,169.9,0.797,2800,597257.0,475774.0,65434.0,0.0,121483.0,3.8,2018
MLA-0252,Property & Conveyancing,Partner_Gaobuse,Associate_13,CLT-003,Mining Company,Gaborone,2023-03-21,2023-04-22,Completed,32,30.7,29.7,0.964,1800,55339.0,53370.0,4824.0,0.0,1969.0,5.0,2023
MLA-0253,Litigation,Partner_Setlhabi,Associate_10,CLT-079,SME,Francistown,2020-09-20,2021-05-28,Completed,250,146.3,112.7,0.77,2800,409729.0,315543.0,36015.0,78886.0,94186.0,4.3,2020
MLA-0254,Regulatory & Compliance,Partner_Setlhabi,Associate_05,CLT-001,Financial Institution,Francistown,2022-08-07,2022-12-15,Completed,130,75.9,50.3,0.662,2600,197452.0,130690.0,17339.0,32672.0,66762.0,2.9,2022
MLA-0255,Litigation,Partner_Mmolawa,Associate_10,CLT-004,Government / Parastatal,Gaborone,2023-12-11,2025-02-03,Completed,420,163.1,139.3,0.854,2800,456685.0,390032.0,68238.0,390032.0,66654.0,4.7,2023
MLA-0256,Litigation,Partner_Setlhabi,Associate_08,CLT-104,Government / Parastatal,Gaborone,2023-10-30,2024-05-07,Active,190,218.1,165.2,0.758,2800,610585.0,462587.0,50699.0,115647.0,147999.0,,2023
MLA-0257,Property & Conveyancing,Partner_Gaobuse,Associate_13,CLT-003,Mining Company,Gaborone,2024-05-14,2024-07-08,Completed,55,18.3,13.6,0.745,1800,32943.0,24543.0,1644.0,0.0,8400.0,,2024
MLA-0258,Regulatory & Compliance,Partner_Mmolawa,Associate_11,CLT-011,Large Corporate,Gaborone,2021-01-18,2021-07-09,Active,172,66.3,45.0,0.679,2600,172296.0,116931.0,7916.0,29233.0,55365.0,,2021
MLA-0259,Commercial Law,Partner_Molao,Associate_15,CLT-035,Financial Institution,Francistown,2022-07-24,2022-12-16,Completed,145,34.6,25.5,0.736,3200,110877.0,81592.0,12251.0,0.0,29286.0,3.4,2022
MLA-0260,Mining & Resources,Partner_Thapelo,Associate_10,CLT-093,Large Corporate,Gaborone,2024-10-07,,Active,175,170.1,117.4,0.69,3800,646450.0,446234.0,70804.0,0.0,200216.0,,2024
MLA-0261,Commercial Law,Partner_Molao,Associate_12,CLT-024,Large Corporate,Gaborone,2018-07-20,2018-11-16,Completed,119,35.8,31.6,0.883,3200,114458.0,101041.0,18065.0,0.0,13417.0,3.9,2018
MLA-0262,Property & Conveyancing,Partner_Gaobuse,Associate_08,CLT-004,Government / Parastatal,Gaborone,2019-02-22,2019-03-22,Completed,28,15.4,14.6,0.947,1800,27645.0,26193.0,1350.0,6548.0,1452.0,,2019
MLA-0263,Commercial Law,Partner_Gaobuse,Associate_03,CLT-054,Government / Parastatal,Gaborone,2020-11-26,2021-06-09,Completed,195,75.0,73.4,0.978,3200,240033.0,234863.0,42189.0,0.0,5171.0,,2020
MLA-0264,Mining & Resources,Partner_Thapelo,Associate_11,CLT-004,Government / Parastatal,Gaborone,2023-03-04,2023-07-01,Active,119,181.8,126.0,0.693,3800,690949.0,478767.0,50898.0,119692.0,212182.0,,2023
MLA-0265,Property & Conveyancing,Partner_Gaobuse,Associate_14,CLT-006,Large Corporate,Gaborone,2020-05-29,2020-07-20,Completed,52,25.6,25.0,0.976,1800,46065.0,44958.0,4855.0,0.0,1107.0,,2020
MLA-0266,Employment Law,Partner_Mmolawa,Associate_16,CLT-026,Government / Parastatal,Gaborone,2024-03-05,2024-05-22,Completed,78,5.0,3.7,0.736,2200,11000.0,8097.0,808.0,0.0,2903.0,,2024
MLA-0267,Mining & Resources,Partner_Thapelo,Associate_18,CLT-088,SME,Francistown,2022-04-16,2023-05-04,Completed,383,183.8,161.7,0.879,3800,698571.0,614316.0,74202.0,0.0,84256.0,,2022
MLA-0268,Property & Conveyancing,Partner_Gaobuse,Associate_06,CLT-001,Financial Institution,Francistown,2024-09-11,2024-12-04,Active,84,46.1,36.3,0.788,1800,83016.0,65399.0,9889.0,0.0,17617.0,,2024
MLA-0269,Regulatory & Compliance,Partner_Thapelo,Associate_12,CLT-083,Large Corporate,Gaborone,2020-08-11,2020-10-16,Completed,66,58.9,54.7,0.928,2600,153095.0,142128.0,19243.0,0.0,10967.0,,2020
MLA-0270,Regulatory & Compliance,Partner_Molao,Associate_08,CLT-053,Mining Company,Francistown,2022-05-10,2022-09-09,Active,122,123.5,98.5,0.798,2600,321214.0,256222.0,40965.0,0.0,64992.0,,2022
MLA-0271,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-001,Financial Institution,Francistown,2021-12-11,2022-02-06,Completed,57,28.1,27.8,0.987,1800,50646.0,49971.0,6157.0,0.0,674.0,,2021
MLA-0272,Regulatory & Compliance,Partner_Mmolawa,Associate_18,CLT-010,Mining Company,Gaborone,2023-07-02,2023-10-23,Completed,113,69.5,44.0,0.633,2600,180717.0,114373.0,14664.0,0.0,66344.0,3.1,2023
MLA-0273,Litigation,Partner_Setlhabi,Associate_05,CLT-015,Government / Parastatal,Francistown,2019-12-28,2020-08-20,Active,236,113.2,99.8,0.882,2800,316971.0,279575.0,25739.0,0.0,37396.0,,2019
MLA-0274,Property & Conveyancing,Partner_Molao,Associate_17,CLT-098,High-Net-Worth Individual,Maun,2018-10-25,2018-11-26,Active,32,22.7,18.2,0.803,1800,40814.0,32758.0,3323.0,0.0,8056.0,,2018
MLA-0275,Litigation,Partner_Setlhabi,Associate_06,CLT-078,Financial Institution,Gaborone,2022-11-25,2023-06-28,On Hold,215,145.2,123.5,0.851,2800,406602.0,345934.0,46491.0,0.0,60668.0,,2022
MLA-0276,Regulatory & Compliance,Partner_Thapelo,Associate_12,CLT-008,Large Corporate,Francistown,2024-08-09,2024-08-23,Completed,14,99.2,88.1,0.888,2600,257961.0,228988.0,33299.0,0.0,28973.0,4.6,2024
MLA-0277,Commercial Law,Partner_Molao,Associate_19,CLT-023,Government / Parastatal,Gaborone,2024-05-13,2024-05-28,Completed,15,122.1,87.0,0.713,3200,390627.0,278341.0,47244.0,278341.0,112286.0,3.3,2024
MLA-0278,Property & Conveyancing,Partner_Setlhabi,Associate_11,CLT-080,Large Corporate,Gaborone,2020-09-01,2020-09-20,Completed,19,24.4,18.1,0.741,1800,43848.0,32505.0,4314.0,32505.0,11343.0,,2020
MLA-0279,Employment Law,Partner_Mmolawa,Associate_11,CLT-032,Large Corporate,Gaborone,2020-12-22,2021-02-04,Completed,44,40.0,26.9,0.673,2200,88059.0,59270.0,5664.0,14817.0,28790.0,,2020
MLA-0280,Commercial Law,Partner_Molao,Associate_14,CLT-116,SME,Francistown,2022-08-23,2022-12-24,Completed,123,137.1,114.4,0.834,3200,438816.0,366049.0,44286.0,0.0,72767.0,4.7,2022
MLA-0281,Mining & Resources,Partner_Thapelo,Associate_08,CLT-006,Large Corporate,Gaborone,2018-10-29,2019-04-11,Completed,164,250.5,221.4,0.884,3800,951965.0,841341.0,44263.0,0.0,110623.0,3.4,2018
MLA-0282,Litigation,Partner_Setlhabi,Associate_03,CLT-048,Large Corporate,Francistown,2019-01-17,2019-05-19,On Hold,122,164.0,121.2,0.739,2800,459142.0,339368.0,56376.0,84842.0,119774.0,,2019
MLA-0283,Property & Conveyancing,Partner_Gaobuse,Associate_20,CLT-103,Government / Parastatal,Gaborone,2019-10-06,2019-11-27,Completed,52,35.0,26.0,0.743,1800,62977.0,46768.0,8263.0,0.0,16209.0,2.8,2019
MLA-0284,Regulatory & Compliance,Partner_Thapelo,Associate_09,CLT-066,Mining Company,Gaborone,2021-05-03,2021-09-21,Completed,141,81.2,60.1,0.741,2600,211053.0,156301.0,19433.0,39075.0,54753.0,3.2,2021
MLA-0285,Litigation,Partner_Setlhabi,Associate_10,CLT-092,Financial Institution,Maun,2025-01-04,,Active,86,196.8,158.2,0.804,2800,551060.0,442861.0,33639.0,0.0,108199.0,,2025
MLA-0286,Commercial Law,Partner_Molao,Associate_03,CLT-036,Large Corporate,Francistown,2019-04-19,2019-08-08,Completed,111,103.3,81.2,0.785,3200,330637.0,259684.0,29496.0,64921.0,70953.0,3.6,2019
MLA-0287,Property & Conveyancing,Partner_Gaobuse,Associate_13,CLT-020,Mining Company,Gaborone,2022-12-31,2023-01-29,Completed,29,31.2,23.1,0.74,1800,56153.0,41563.0,3501.0,10391.0,14590.0,3.7,2022
MLA-0288,Commercial Law,Partner_Molao,Associate_04,CLT-003,Mining Company,Gaborone,2021-11-09,2022-01-19,Completed,71,79.5,72.9,0.917,3200,254397.0,233374.0,34619.0,0.0,21024.0,4.5,2021
MLA-0289,Litigation,Partner_Setlhabi,Associate_18,CLT-070,High-Net-Worth Individual,Gaborone,2023-04-29,2023-08-11,Completed,104,105.5,84.1,0.797,2800,295364.0,235372.0,20913.0,0.0,59992.0,,2023
MLA-0290,Commercial Law,Partner_Molao,Associate_17,CLT-089,Government / Parastatal,Gaborone,2024-12-15,,Active,106,38.7,28.7,0.743,3200,123809.0,91981.0,15950.0,0.0,31828.0,,2024
MLA-0291,Regulatory & Compliance,Partner_Setlhabi,Associate_07,CLT-090,Mining Company,Gaborone,2019-06-01,2019-12-22,Completed,204,35.9,23.9,0.666,2600,93263.0,62159.0,8628.0,0.0,31103.0,,2019
MLA-0292,Commercial Law,Partner_Molao,Associate_11,CLT-106,Government / Parastatal,Gaborone,2018-10-02,2019-03-02,Completed,151,23.1,16.8,0.727,3200,73800.0,53651.0,6533.0,26826.0,20149.0,3.6,2018
MLA-0293,Regulatory & Compliance,Partner_Molao,Associate_20,CLT-055,Financial Institution,Gaborone,2022-09-15,2022-12-17,Completed,93,62.8,46.1,0.734,2600,163279.0,119799.0,14814.0,0.0,43480.0,,2022
MLA-0294,Commercial Law,Partner_Molao,Associate_04,CLT-086,Financial Institution,Gaborone,2024-01-03,2024-03-31,Active,88,96.9,90.7,0.936,3200,309998.0,290268.0,24481.0,72567.0,19730.0,,2024
MLA-0295,Property & Conveyancing,Partner_Gaobuse,Associate_06,CLT-009,Government / Parastatal,Gaborone,2019-08-13,2019-10-13,Completed,61,38.8,34.8,0.897,1800,69862.0,62651.0,6404.0,0.0,7211.0,,2019
MLA-0296,Employment Law,Partner_Mmolawa,Associate_16,CLT-108,SME,Gaborone,2022-03-06,2022-05-13,Active,68,57.9,36.4,0.629,2200,127365.0,80079.0,7159.0,0.0,47286.0,,2022
MLA-0297,Property & Conveyancing,Partner_Gaobuse,Associate_04,CLT-116,SME,Francistown,2020-07-22,2020-09-25,On Hold,65,27.4,21.0,0.765,1800,49395.0,37772.0,4064.0,9443.0,11623.0,,2020
MLA-0298,Litigation,Partner_Setlhabi,Associate_03,CLT-007,Government / Parastatal,Francistown,2020-05-15,2020-09-02,Completed,110,56.2,49.5,0.881,2800,157365.0,138592.0,15658.0,0.0,18773.0,4.3,2020
MLA-0299,Commercial Law,Partner_Molao,Associate_10,CLT-074,SME,Gaborone,2022-07-11,2022-10-02,Active,83,90.1,66.6,0.74,3200,288266.0,213263.0,35042.0,0.0,75004.0,,2022
MLA-0300,Commercial Law,Partner_Molao,Associate_08,CLT-002,Large Corporate,Francistown,2018-07-27,2018-11-06,Completed,102,85.5,81.0,0.946,3200,273755.0,259071.0,22181.0,64768.0,14684.0,3.4,2018
MLA-0301,Employment Law,Partner_Mmolawa,Associate_01,CLT-008,Large Corporate,Francistown,2023-06-26,2023-09-20,Completed,86,40.0,30.5,0.763,2200,88039.0,67174.0,10960.0,0.0,20865.0,3.1,2023
MLA-0302,Commercial Law,Partner_Molao,Associate_10,CLT-001,Financial Institution,Francistown,2018-07-23,2018-08-20,Completed,28,97.1,72.6,0.747,3200,310866.0,232219.0,40740.0,116109.0,78647.0,,2018
MLA-0303,Employment Law,Partner_Mmolawa,Associate_14,CLT-043,Mining Company,Maun,2018-02-06,2018-05-12,Completed,95,74.8,55.0,0.735,2200,164585.0,120960.0,8772.0,30240.0,43625.0,3.7,2018
MLA-0304,Employment Law,Partner_Gaobuse,Associate_14,CLT-104,Government / Parastatal,Gaborone,2021-11-29,2022-05-21,Completed,173,73.9,63.1,0.853,2200,162617.0,138762.0,12389.0,0.0,23855.0,,2021
MLA-0305,Property & Conveyancing,Partner_Gaobuse,Associate_12,CLT-050,Large Corporate,Maun,2024-08-29,2024-09-13,Completed,15,37.9,33.9,0.894,1800,68293.0,61073.0,3912.0,0.0,7221.0,,2024
MLA-0306,Employment Law,Partner_Gaobuse,Associate_10,CLT-007,Government / Parastatal,Francistown,2023-10-20,2024-01-06,Active,78,30.4,28.5,0.937,2200,66810.0,62599.0,9684.0,15650.0,4211.0,,2023
MLA-0307,Employment Law,Partner_Mmolawa,Associate_05,CLT-076,High-Net-Worth Individual,Gaborone,2023-07-31,2023-11-04,Completed,96,55.5,47.6,0.857,2200,122105.0,104694.0,10931.0,0.0,17411.0,3.3,2023
MLA-0308,Employment Law,Partner_Mmolawa,Associate_07,CLT-015,Government / Parastatal,Francistown,2020-06-29,2020-08-23,Completed,55,58.6,46.0,0.785,2200,128910.0,101142.0,11312.0,50571.0,27767.0,3.4,2020
MLA-0309,Litigation,Partner_Setlhabi,Associate_18,CLT-006,Large Corporate,Gaborone,2019-02-04,2019-07-05,Completed,151,71.1,54.9,0.772,2800,199006.0,153595.0,22160.0,0.0,45411.0,,2019
MLA-0310,Regulatory & Compliance,Partner_Gaobuse,Associate_03,CLT-008,Large Corporate,Francistown,2020-07-03,2020-10-06,Completed,95,34.2,31.9,0.931,2600,89048.0,82919.0,12641.0,0.0,6129.0,4.1,2020
MLA-0311,Litigation,Partner_Mmolawa,Associate_02,CLT-099,Large Corporate,Gaborone,2024-07-18,,Active,256,93.5,71.0,0.76,2800,261742.0,198870.0,25989.0,0.0,62872.0,,2024
MLA-0312,Commercial Law,Partner_Molao,Associate_13,CLT-045,Financial Institution,Maun,2022-08-20,2022-11-24,Active,96,99.7,71.6,0.718,3200,318964.0,229103.0,15546.0,0.0,89861.0,,2022
MLA-0313,Litigation,Partner_Setlhabi,Associate_15,CLT-005,Large Corporate,Gaborone,2020-01-09,2020-11-11,Completed,307,97.9,83.0,0.848,2800,274233.0,232446.0,30691.0,0.0,41788.0,,2020
MLA-0314,Commercial Law,Partner_Molao,Associate_06,CLT-053,Mining Company,Francistown,2019-10-11,2020-01-13,Completed,94,67.9,56.6,0.833,3200,217199.0,180981.0,11120.0,0.0,36218.0,,2019
MLA-0315,Litigation,Partner_Mmolawa,Associate_01,CLT-002,Large Corporate,Francistown,2020-03-27,2020-11-12,On Hold,230,265.4,211.0,0.795,2800,743244.0,590860.0,98060.0,147715.0,152384.0,,2020
MLA-0316,Property & Conveyancing,Partner_Gaobuse,Associate_01,CLT-061,Large Corporate,Gaborone,2020-10-16,2020-11-27,Active,42,39.3,31.0,0.79,1800,70673.0,55816.0,5055.0,0.0,14858.0,,2020
MLA-0317,Property & Conveyancing,Partner_Gaobuse,Associate_03,CLT-092,Financial Institution,Maun,2021-05-06,2021-08-13,Completed,99,27.7,27.3,0.987,1800,49783.0,49132.0,5780.0,0.0,651.0,3.0,2021
MLA-0318,Employment Law,Partner_Mmolawa,Associate_16,CLT-018,Government / Parastatal,Gaborone,2020-02-11,2020-05-23,Active,102,89.9,59.6,0.663,2200,197757.0,131031.0,20383.0,0.0,66727.0,,2020
MLA-0319,Litigation,Partner_Setlhabi,Associate_01,CLT-055,Financial Institution,Gaborone,2019-11-24,2020-09-19,Completed,300,112.4,77.2,0.686,2800,314830.0,216067.0,33053.0,0.0,98763.0,,2019
MLA-0320,Mining & Resources,Partner_Thapelo,Associate_20,CLT-120,Large Corporate,Gaborone,2019-03-19,2020-03-27,Completed,374,268.1,227.0,0.847,3800,1018699.0,862492.0,120462.0,0.0,156208.0,2.7,2019
MLA-0321,Property & Conveyancing,Partner_Gaobuse,Associate_05,CLT-007,Government / Parastatal,Francistown,2025-01-25,2025-03-18,Completed,52,20.9,15.2,0.731,1800,37573.0,27449.0,1733.0,0.0,10124.0,,2025
MLA-0322,Employment Law,Partner_Mmolawa,Associate_04,CLT-042,Financial Institution,Gaborone,2024-12-05,2025-03-14,Completed,99,53.6,34.9,0.652,2200,117848.0,76784.0,4900.0,0.0,41064.0,3.6,2024
MLA-0323,Litigation,Partner_Setlhabi,Associate_07,CLT-018,Government / Parastatal,Gaborone,2022-08-06,2023-05-09,Completed,276,74.6,54.3,0.729,2800,208791.0,152137.0,17424.0,0.0,56654.0,,2022
MLA-0324,Litigation,Partner_Setlhabi,Associate_03,CLT-106,Government / Parastatal,Gaborone,2024-06-09,2025-03-29,Completed,293,169.9,139.4,0.821,2800,475772.0,390409.0,24092.0,0.0,85363.0,,2024
MLA-0325,Commercial Law,Partner_Molao,Associate_08,CLT-034,Government / Parastatal,Maun,2021-04-27,2021-08-25,Completed,120,117.2,90.6,0.774,3200,374890.0,290064.0,45167.0,145032.0,84827.0,,2021
MLA-0326,Litigation,Partner_Setlhabi,Associate_14,CLT-079,SME,Francistown,2019-01-25,2019-09-15,Active,233,162.5,140.6,0.865,2800,455000.0,393760.0,20183.0,0.0,61240.0,,2019
MLA-0327,Employment Law,Partner_Mmolawa,Associate_15,CLT-113,Government / Parastatal,Francistown,2021-01-03,2021-04-06,Completed,93,23.0,19.1,0.83,2200,50658.0,42024.0,6553.0,0.0,8634.0,3.9,2021
MLA-0328,Regulatory & Compliance,Partner_Gaobuse,Associate_13,CLT-071,SME,Maun,2023-05-13,2023-07-28,Completed,76,71.2,67.4,0.946,2600,185064.0,175139.0,26901.0,0.0,9925.0,,2023
MLA-0329,Commercial Law,Partner_Setlhabi,Associate_04,CLT-027,SME,Gaborone,2024-08-16,2024-12-21,Completed,127,52.8,40.9,0.775,3200,169083.0,130995.0,14011.0,0.0,38088.0,,2024
MLA-0330,Employment Law,Partner_Setlhabi,Associate_16,CLT-108,SME,Gaborone,2019-04-08,2019-07-18,Completed,101,54.2,47.4,0.874,2200,119325.0,104331.0,6076.0,26083.0,14993.0,3.8,2019
MLA-0331,Mining & Resources,Partner_Thapelo,Associate_19,CLT-076,High-Net-Worth Individual,Gaborone,2020-07-06,2021-08-22,Completed,412,202.1,187.8,0.929,3800,767915.0,713672.0,67070.0,0.0,54243.0,,2020
MLA-0332,Commercial Law,Partner_Molao,Associate_08,CLT-038,Government / Parastatal,Gaborone,2022-04-26,2022-07-28,Active,93,69.6,51.8,0.743,3200,222873.0,165649.0,27492.0,0.0,57224.0,,2022
MLA-0333,Commercial Law,Partner_Thapelo,Associate_16,CLT-097,Financial Institution,Gaborone,2019-11-09,2020-01-22,Completed,74,71.2,49.8,0.699,3200,227991.0,159387.0,12961.0,159387.0,68605.0,3.3,2019
MLA-0334,Litigation,Partner_Setlhabi,Associate_13,CLT-091,SME,Gaborone,2018-11-19,2019-06-01,Active,194,150.9,116.0,0.769,2800,422477.0,324858.0,35167.0,162429.0,97619.0,,2018
MLA-0335,Property & Conveyancing,Partner_Gaobuse,Associate_16,CLT-080,Large Corporate,Gaborone,2018-03-14,2018-04-20,Completed,37,40.3,30.5,0.756,1800,72552.0,54851.0,6715.0,0.0,17701.0,3.3,2018
MLA-0336,Employment Law,Partner_Mmolawa,Associate_10,CLT-103,Government / Parastatal,Gaborone,2024-04-22,2024-08-26,Completed,126,46.5,31.3,0.672,2200,102377.0,68839.0,11947.0,0.0,33539.0,3.6,2024
MLA-0337,Litigation,Partner_Setlhabi,Associate_18,CLT-083,Large Corporate,Gaborone,2024-09-23,2024-12-29,Completed,97,190.6,147.2,0.772,2800,533569.0,412124.0,58962.0,0.0,121445.0,,2024
MLA-0338,Litigation,Partner_Setlhabi,Associate_10,CLT-048,Large Corporate,Francistown,2022-03-12,2023-01-31,Completed,325,153.1,126.9,0.829,2800,428639.0,355220.0,25341.0,0.0,73419.0,,2022
MLA-0339,Employment Law,Partner_Mmolawa,Associate_20,CLT-007,Government / Parastatal,Francistown,2019-05-10,2019-09-01,Completed,114,56.6,47.6,0.842,2200,124485.0,104775.0,11464.0,26194.0,19710.0,,2019
MLA-0340,Commercial Law,Partner_Molao,Associate_19,CLT-004,Government / Parastatal,Gaborone,2023-01-20,2023-06-09,Completed,140,69.6,57.4,0.825,3200,222754.0,183717.0,21228.0,183717.0,39038.0,5.0,2023
MLA-0341,Employment Law,Partner_Mmolawa,Associate_14,CLT-095,High-Net-Worth Individual,Gaborone,2023-06-02,2023-08-06,Completed,65,48.0,40.3,0.84,2200,105634.0,88764.0,14941.0,22191.0,16869.0,4.8,2023
MLA-0342,Mining & Resources,Partner_Thapelo,Associate_20,CLT-057,Large Corporate,Gaborone,2021-08-11,2022-04-05,Completed,237,310.6,251.1,0.809,3800,1180166.0,954221.0,169217.0,477111.0,225945.0,,2021
MLA-0343,Litigation,Partner_Gaobuse,Associate_15,CLT-089,Government / Parastatal,Gaborone,2019-07-20,2020-04-21,Completed,276,119.4,100.4,0.841,2800,334350.0,281082.0,41402.0,0.0,53269.0,,2019
MLA-0344,Mining & Resources,Partner_Thapelo,Associate_18,CLT-062,Large Corporate,Francistown,2020-04-02,2020-10-08,Completed,189,105.9,77.7,0.733,3800,402376.0,295134.0,41100.0,147567.0,107243.0,2.8,2020
MLA-0345,Employment Law,Partner_Setlhabi,Associate_17,CLT-047,Large Corporate,Maun,2021-08-13,2021-10-30,Completed,78,40.2,33.4,0.831,2200,88484.0,73508.0,9049.0,0.0,14976.0,,2021
MLA-0346,Employment Law,Partner_Mmolawa,Associate_18,CLT-010,Mining Company,Gaborone,2022-09-27,2023-02-03,Completed,129,59.5,48.4,0.813,2200,130919.0,106456.0,5673.0,0.0,24463.0,,2022
MLA-0347,Commercial Law,Partner_Setlhabi,Associate_10,CLT-070,High-Net-Worth Individual,Gaborone,2019-08-23,2019-12-26,Completed,125,55.3,47.7,0.862,3200,176957.0,152623.0,13487.0,38156.0,24334.0,3.7,2019
MLA-0348,Mining & Resources,Partner_Thapelo,Associate_18,CLT-099,Large Corporate,Gaborone,2024-04-17,,Active,348,196.5,153.1,0.779,3800,746843.0,581914.0,67746.0,145479.0,164928.0,,2024
MLA-0349,Employment Law,Partner_Mmolawa,Associate_02,CLT-109,High-Net-Worth Individual,Gaborone,2022-05-07,2022-08-07,Completed,92,33.4,24.1,0.721,2200,73453.0,52994.0,7370.0,52994.0,20458.0,3.6,2022
MLA-0350,Employment Law,Partner_Mmolawa,Associate_15,CLT-093,Large Corporate,Gaborone,2022-02-15,2022-05-15,Completed,89,64.5,51.6,0.801,2200,141855.0,113583.0,14589.0,28396.0,28272.0,,2022
MLA-0351,Litigation,Partner_Setlhabi,Associate_03,CLT-006,Large Corporate,Gaborone,2019-12-13,2020-06-08,Completed,178,260.3,217.8,0.837,2800,728867.0,609938.0,33719.0,0.0,118930.0,3.4,2019
MLA-0352,Commercial Law,Partner_Molao,Associate_11,CLT-035,Financial Institution,Francistown,2019-09-27,2019-12-06,Active,70,66.5,47.5,0.715,3200,212677.0,151967.0,19390.0,37992.0,60710.0,,2019
MLA-0353,Employment Law,Partner_Gaobuse,Associate_16,CLT-087,Mining Company,Gaborone,2024-03-03,2024-08-03,Completed,153,42.7,35.3,0.826,2200,94007.0,77627.0,7089.0,0.0,16380.0,4.4,2024
MLA-0354,Commercial Law,Partner_Molao,Associate_14,CLT-047,Large Corporate,Maun,2022-07-11,2022-09-09,Completed,60,68.0,49.5,0.728,3200,217665.0,158520.0,12323.0,0.0,59145.0,3.8,2022
MLA-0355,Commercial Law,Partner_Thapelo,Associate_16,CLT-120,Large Corporate,Gaborone,2018-02-06,2018-05-29,Completed,112,68.6,48.6,0.709,3200,219428.0,155630.0,12644.0,0.0,63798.0,,2018
MLA-0356,Litigation,Partner_Setlhabi,Associate_11,CLT-022,Government / Parastatal,Gaborone,2019-04-10,2019-07-13,Completed,94,149.9,112.6,0.751,2800,419841.0,315269.0,27355.0,157635.0,104572.0,,2019
MLA-0357,Litigation,Partner_Mmolawa,Associate_16,CLT-002,Large Corporate,Francistown,2020-02-28,2021-04-15,Completed,412,215.8,150.9,0.699,2800,604318.0,422390.0,26389.0,422390.0,181928.0,,2020
MLA-0358,Property & Conveyancing,Partner_Gaobuse,Associate_07,CLT-068,Large Corporate,Gaborone,2020-05-23,2020-07-11,Completed,49,22.0,21.2,0.964,1800,39590.0,38170.0,2424.0,0.0,1420.0,,2020
MLA-0359,Regulatory & Compliance,Partner_Mmolawa,Associate_03,CLT-080,Large Corporate,Gaborone,2019-09-22,2020-02-05,Completed,136,71.5,45.0,0.63,2600,185909.0,117040.0,6428.0,0.0,68868.0,4.0,2019
MLA-0360,Litigation,Partner_Setlhabi,Associate_08,CLT-106,Government / Parastatal,Gaborone,2022-07-28,2023-03-08,Completed,223,238.5,179.2,0.751,2800,667800.0,501822.0,53340.0,0.0,165978.0,,2022
MLA-0361,Property & Conveyancing,Partner_Gaobuse,Associate_20,CLT-003,Mining Company,Gaborone,2024-07-26,2024-08-21,Active,26,20.2,14.9,0.74,1800,36318.0,26891.0,2595.0,0.0,9427.0,,2024
MLA-0362,Litigation,Partner_Setlhabi,Associate_20,CLT-003,Mining Company,Gaborone,2022-11-28,2023-07-22,Active,236,104.2,78.1,0.75,2800,291716.0,218737.0,11813.0,0.0,72979.0,,2022
MLA-0363,Commercial Law,Partner_Molao,Associate_18,CLT-010,Mining Company,Gaborone,2019-08-14,2019-10-24,Active,71,138.4,108.3,0.783,3200,442842.0,346607.0,60829.0,173303.0,96235.0,,2019
MLA-0364,Employment Law,Partner_Molao,Associate_18,CLT-100,High-Net-Worth Individual,Gaborone,2019-08-03,2019-10-21,Completed,79,59.3,43.7,0.737,2200,130477.0,96101.0,12259.0,0.0,34376.0,,2019
