date,day_of_week,rooms_occupied,role,optimal_staff,actual_staff,daily_cost_bwp,overstaffed
2025-07-19,Saturday,88,Restaurant,4,4,880,0
2025-07-19,Saturday,88,Maintenance,2,3,600,0
2025-07-19,Saturday,88,Security,2,2,300,0
2025-07-20,Sunday,83,Front Desk,3,4,1000,0
2025-07-20,Sunday,83,Housekeeping,6,6,1080,0
2025-07-20,Sunday,83,Restaurant,4,4,880,0
2025-07-20,Sunday,83,Maintenance,2,3,600,0
2025-07-20,Sunday,83,Security,2,2,300,0
2025-07-21,Monday,85,Front Desk,3,5,1250,1
2025-07-21,Monday,85,Housekeeping,6,8,1440,1
2025-07-21,Monday,85,Restaurant,4,6,1320,1
2025-07-21,Monday,85,Maintenance,2,3,600,0
2025-07-21,Monday,85,Security,2,2,300,0
2025-07-22,Tuesday,90,Front Desk,3,5,1250,1
2025-07-22,Tuesday,90,Housekeeping,7,6,1080,0
2025-07-22,Tuesday,90,Restaurant,4,5,1100,0
2025-07-22,Tuesday,90,Maintenance,2,4,800,1
2025-07-22,Tuesday,90,Security,2,4,600,1
2025-07-23,Wednesday,82,Front Desk,3,4,1000,0
2025-07-23,Wednesday,82,Housekeeping,6,5,900,0
2025-07-23,Wednesday,82,Restaurant,4,6,1320,1
2025-07-23,Wednesday,82,Maintenance,2,2,400,0
2025-07-23,Wednesday,82,Security,2,2,300,0
2025-07-24,Thursday,82,Front Desk,3,4,1000,0
2025-07-24,Thursday,82,Housekeeping,6,8,1440,1
2025-07-24,Thursday,82,Restaurant,4,5,1100,0
2025-07-24,Thursday,82,Maintenance,2,2,400,0
2025-07-24,Thursday,82,Security,2,3,450,0
2025-07-25,Friday,81,Front Desk,3,4,1000,0
2025-07-25,Friday,81,Housekeeping,6,8,1440,1
2025-07-25,Friday,81,Restaurant,4,4,880,0
2025-07-25,Friday,81,Maintenance,2,4,800,1
2025-07-25,Friday,81,Security,2,2,300,0
2025-07-26,Saturday,85,Front Desk,3,3,750,0
2025-07-26,Saturday,85,Housekeeping,6,7,1260,0
2025-07-26,Saturday,85,Restaurant,4,5,1100,0
2025-07-26,Saturday,85,Maintenance,2,2,400,0
2025-07-26,Saturday,85,Security,2,3,450,0
2025-07-27,Sunday,90,Front Desk,3,5,1250,1
2025-07-27,Sunday,90,Housekeeping,7,7,1260,0
2025-07-27,Sunday,90,Restaurant,4,4,880,0
2025-07-27,Sunday,90,Maintenance,2,2,400,0
2025-07-27,Sunday,90,Security,2,3,450,0
2025-07-28,Monday,85,Front Desk,3,4,1000,0
2025-07-28,Monday,85,Housekeeping,6,5,900,0
2025-07-28,Monday,85,Restaurant,4,6,1320,1
2025-07-28,Monday,85,Maintenance,2,4,800,1
2025-07-28,Monday,85,Security,2,2,300,0
2025-07-29,Tuesday,87,Front Desk,3,4,1000,0
2025-07-29,Tuesday,87,Housekeeping,6,5,900,0
2025-07-29,Tuesday,87,Restaurant,4,5,1100,0
2025-07-29,Tuesday,87,Maintenance,2,3,600,0
2025-07-29,Tuesday,87,Security,2,4,600,1
2025-07-30,Wednesday,86,Front Desk,3,4,1000,0
2025-07-30,Wednesday,86,Housekeeping,6,6,1080,0
2025-07-30,Wednesday,86,Restaurant,4,6,1320,1
2025-07-30,Wednesday,86,Maintenance,2,4,800,1
2025-07-30,Wednesday,86,Security,2,3,450,0
2025-07-31,Thursday,84,Front Desk,3,5,1250,1
2025-07-31,Thursday,84,Housekeeping,6,6,1080,0
2025-07-31,Thursday,84,Restaurant,4,4,880,0
2025-07-31,Thursday,84,Maintenance,2,2,400,0
2025-07-31,Thursday,84,Security,2,4,600,1
2025-08-01,Friday,88,Front Desk,3,3,750,0
2025-08-01,Friday,88,Housekeeping,7,9,1620,1
2025-08-01,Friday,88,Restaurant,4,5,1100,0
2025-08-01,Friday,88,Maintenance,2,4,800,1
2025-08-01,Friday,88,Security,2,2,300,0
2025-08-02,Saturday,86,Front Desk,3,3,750,0
2025-08-02,Saturday,86,Housekeeping,6,7,1260,0
2025-08-02,Saturday,86,Restaurant,4,6,1320,1
2025-08-02,Saturday,86,Maintenance,2,2,400,0
2025-08-02,Saturday,86,Security,2,2,300,0
2025-08-03,Sunday,86,Front Desk,3,3,750,0
2025-08-03,Sunday,86,Housekeeping,6,7,1260,0
2025-08-03,Sunday,86,Restaurant,4,6,1320,1
2025-08-03,Sunday,86,Maintenance,2,4,800,1
2025-08-03,Sunday,86,Security,2,3,450,0
2025-08-04,Monday,86,Front Desk,3,3,750,0
2025-08-04,Monday,86,Housekeeping,6,6,1080,0
2025-08-04,Monday,86,Restaurant,4,6,1320,1
2025-08-04,Monday,86,Maintenance,2,3,600,0
2025-08-04,Monday,86,Security,2,3,450,0
2025-08-05,Tuesday,88,Front Desk,3,3,750,0
2025-08-05,Tuesday,88,Housekeeping,7,8,1440,0
2025-08-05,Tuesday,88,Restaurant,4,4,880,0
2025-08-05,Tuesday,88,Maintenance,2,4,800,1
2025-08-05,Tuesday,88,Security,2,2,300,0
2025-08-06,Wednesday,85,Front Desk,3,3,750,0
2025-08-06,Wednesday,85,Housekeeping,6,6,1080,0
2025-08-06,Wednesday,85,Restaurant,4,4,880,0
2025-08-06,Wednesday,85,Maintenance,2,2,400,0
2025-08-06,Wednesday,85,Security,2,2,300,0
2025-08-07,Thursday,81,Front Desk,3,4,1000,0
2025-08-07,Thursday,81,Housekeeping,6,8,1440,1
2025-08-07,Thursday,81,Restaurant,4,6,1320,1
2025-08-07,Thursday,81,Maintenance,2,4,800,1
2025-08-07,Thursday,81,Security,2,4,600,1
2025-08-08,Friday,86,Front Desk,3,3,750,0
2025-08-08,Friday,86,Housekeeping,6,6,1080,0
2025-08-08,Friday,86,Restaurant,4,4,880,0
2025-08-08,Friday,86,Maintenance,2,3,600,0
2025-08-08,Friday,86,Security,2,2,300,0
2025-08-09,Saturday,89,Front Desk,3,3,750,0
2025-08-09,Saturday,89,Housekeeping,7,8,1440,0
2025-08-09,Saturday,89,Restaurant,4,5,1100,0
2025-08-09,Saturday,89,Maintenance,2,2,400,0
2025-08-09,Saturday,89,Security,2,2,300,0
2025-08-10,Sunday,85,Front Desk,3,5,1250,1
2025-08-10,Sunday,85,Housekeeping,6,5,900,0
2025-08-10,Sunday,85,Restaurant,4,4,880,0
2025-08-10,Sunday,85,Maintenance,2,2,400,0
2025-08-10,Sunday,85,Security,2,3,450,0
2025-08-11,Monday,87,Front Desk,3,4,1000,0
2025-08-11,Monday,87,Housekeeping,6,5,900,0
2025-08-11,Monday,87,Restaurant,4,6,1320,1
2025-08-11,Monday,87,Maintenance,2,3,600,0
2025-08-11,Monday,87,Security,2,2,300,0
2025-08-12,Tuesday,87,Front Desk,3,5,1250,1
2025-08-12,Tuesday,87,Housekeeping,6,6,1080,0
2025-08-12,Tuesday,87,Restaurant,4,4,880,0
2025-08-12,Tuesday,87,Maintenance,2,2,400,0
2025-08-12,Tuesday,87,Security,2,2,300,0
2025-08-13,Wednesday,89,Front Desk,3,4,1000,0
2025-08-13,Wednesday,89,Housekeeping,7,9,1620,1
2025-08-13,Wednesday,89,Restaurant,4,4,880,0
2025-08-13,Wednesday,89,Maintenance,2,2,400,0
2025-08-13,Wednesday,89,Security,2,2,300,0
2025-08-14,Thursday,88,Front Desk,3,4,1000,0
2025-08-14,Thursday,88,Housekeeping,7,8,1440,0
2025-08-14,Thursday,88,Restaurant,4,6,1320,1
2025-08-14,Thursday,88,Maintenance,2,2,400,0
2025-08-14,Thursday,88,Security,2,4,600,1
2025-08-15,Friday,86,Front Desk,3,3,750,0
2025-08-15,Friday,86,Housekeeping,6,6,1080,0
2025-08-15,Friday,86,Restaurant,4,4,880,0
2025-08-15,Friday,86,Maintenance,2,2,400,0
2025-08-15,Friday,86,Security,2,2,300,0
2025-08-16,Saturday,85,Front Desk,3,4,1000,0
2025-08-16,Saturday,85,Housekeeping,6,8,1440,1
2025-08-16,Saturday,85,Restaurant,4,6,1320,1
2025-08-16,Saturday,85,Maintenance,2,3,600,0
2025-08-16,Saturday,85,Security,2,2,300,0
2025-08-17,Sunday,80,Front Desk,3,5,1250,1
2025-08-17,Sunday,80,Housekeeping,6,7,1260,0
2025-08-17,Sunday,80,Restaurant,4,4,880,0
2025-08-17,Sunday,80,Maintenance,2,3,600,0
2025-08-17,Sunday,80,Security,2,4,600,1
2025-08-18,Monday,67,Front Desk,3,5,1250,1
2025-08-18,Monday,67,Housekeeping,5,5,900,0
2025-08-18,Monday,67,Restaurant,4,5,1100,0
2025-08-18,Monday,67,Maintenance,2,2,400,0
2025-08-18,Monday,67,Security,2,3,450,0
2025-08-19,Tuesday,63,Front Desk,3,5,1250,1
2025-08-19,Tuesday,63,Housekeeping,5,6,1080,0
2025-08-19,Tuesday,63,Restaurant,4,5,1100,0
2025-08-19,Tuesday,63,Maintenance,2,2,400,0
2025-08-19,Tuesday,63,Security,2,2,300,0
2025-08-20,Wednesday,67,Front Desk,3,3,750,0
2025-08-20,Wednesday,67,Housekeeping,5,5,900,0
2025-08-20,Wednesday,67,Restaurant,4,5,1100,0
2025-08-20,Wednesday,67,Maintenance,2,4,800,1
2025-08-20,Wednesday,67,Security,2,3,450,0
2025-08-21,Thursday,70,Front Desk,3,4,1000,0
2025-08-21,Thursday,70,Housekeeping,5,5,900,0
2025-08-21,Thursday,70,Restaurant,4,4,880,0
2025-08-21,Thursday,70,Maintenance,2,4,800,1
2025-08-21,Thursday,70,Security,2,4,600,1
2025-08-22,Friday,67,Front Desk,3,3,750,0
2025-08-22,Friday,67,Housekeeping,5,7,1260,1
2025-08-22,Friday,67,Restaurant,4,5,1100,0
2025-08-22,Friday,67,Maintenance,2,3,600,0
2025-08-22,Friday,67,Security,2,2,300,0
2025-08-23,Saturday,78,Front Desk,3,3,750,0
2025-08-23,Saturday,78,Housekeeping,6,7,1260,0
2025-08-23,Saturday,78,Restaurant,4,4,880,0
2025-08-23,Saturday,78,Maintenance,2,2,400,0
2025-08-23,Saturday,78,Security,2,4,600,1
2025-08-24,Sunday,80,Front Desk,3,4,1000,0
2025-08-24,Sunday,80,Housekeeping,6,8,1440,1
2025-08-24,Sunday,80,Restaurant,4,4,880,0
2025-08-24,Sunday,80,Maintenance,2,3,600,0
2025-08-24,Sunday,80,Security,2,2,300,0
2025-08-25,Monday,68,Front Desk,3,5,1250,1
2025-08-25,Monday,68,Housekeeping,5,7,1260,1
2025-08-25,Monday,68,Restaurant,4,6,1320,1
2025-08-25,Monday,68,Maintenance,2,3,600,0
2025-08-25,Monday,68,Security,2,4,600,1
2025-08-26,Tuesday,70,Front Desk,3,3,750,0
2025-08-26,Tuesday,70,Housekeeping,5,5,900,0
2025-08-26,Tuesday,70,Restaurant,4,5,1100,0
2025-08-26,Tuesday,70,Maintenance,2,2,400,0
2025-08-26,Tuesday,70,Security,2,3,450,0
2025-08-27,Wednesday,75,Front Desk,3,5,1250,1
2025-08-27,Wednesday,75,Housekeeping,6,7,1260,0
2025-08-27,Wednesday,75,Restaurant,4,6,1320,1
2025-08-27,Wednesday,75,Maintenance,2,2,400,0
2025-08-27,Wednesday,75,Security,2,2,300,0
2025-08-28,Thursday,66,Front Desk,3,3,750,0
2025-08-28,Thursday,66,Housekeeping,5,7,1260,1
2025-08-28,Thursday,66,Restaurant,4,4,880,0
2025-08-28,Thursday,66,Maintenance,2,2,400,0
2025-08-28,Thursday,66,Security,2,4,600,1
2025-08-29,Friday,71,Front Desk,3,3,750,0
2025-08-29,Friday,71,Housekeeping,5,6,1080,0
2025-08-29,Friday,71,Restaurant,4,5,1100,0
2025-08-29,Friday,71,Maintenance,2,2,400,0
2025-08-29,Friday,71,Security,2,2,300,0
2025-08-30,Saturday,82,Front Desk,3,3,750,0
2025-08-30,Saturday,82,Housekeeping,6,6,1080,0
2025-08-30,Saturday,82,Restaurant,4,4,880,0
2025-08-30,Saturday,82,Maintenance,2,4,800,1
2025-08-30,Saturday,82,Security,2,3,450,0
2025-08-31,Sunday,83,Front Desk,3,5,1250,1
2025-08-31,Sunday,83,Housekeeping,6,8,1440,1
2025-08-31,Sunday,83,Restaurant,4,4,880,0
2025-08-31,Sunday,83,Maintenance,2,3,600,0
2025-08-31,Sunday,83,Security,2,2,300,0
2025-09-01,Monday,69,Front Desk,3,4,1000,0
2025-09-01,Monday,69,Housekeeping,5,6,1080,0
2025-09-01,Monday,69,Restaurant,4,4,880,0
2025-09-01,Monday,69,Maintenance,2,2,400,0
2025-09-01,Monday,69,Security,2,4,600,1
2025-09-02,Tuesday,69,Front Desk,3,4,1000,0
2025-09-02,Tuesday,69,Housekeeping,5,5,900,0
2025-09-02,Tuesday,69,Restaurant,4,6,1320,1
2025-09-02,Tuesday,69,Maintenance,2,4,800,1
2025-09-02,Tuesday,69,Security,2,2,300,0
2025-09-03,Wednesday,66,Front Desk,3,3,750,0
2025-09-03,Wednesday,66,Housekeeping,5,5,900,0
2025-09-03,Wednesday,66,Restaurant,4,4,880,0
2025-09-03,Wednesday,66,Maintenance,2,2,400,0
2025-09-03,Wednesday,66,Security,2,4,600,1
2025-09-04,Thursday,65,Front Desk,3,3,750,0
2025-09-04,Thursday,65,Housekeeping,5,6,1080,0
2025-09-04,Thursday,65,Restaurant,4,4,880,0
2025-09-04,Thursday,65,Maintenance,2,2,400,0
2025-09-04,Thursday,65,Security,2,4,600,1
2025-09-05,Friday,67,Front Desk,3,5,1250,1
2025-09-05,Friday,67,Housekeeping,5,6,1080,0
2025-09-05,Friday,67,Restaurant,4,4,880,0
2025-09-05,Friday,67,Maintenance,2,2,400,0
2025-09-05,Friday,67,Security,2,3,450,0
2025-09-06,Saturday,77,Front Desk,3,3,750,0
2025-09-06,Saturday,77,Housekeeping,6,5,900,0
2025-09-06,Saturday,77,Restaurant,4,4,880,0
2025-09-06,Saturday,77,Maintenance,2,4,800,1
2025-09-06,Saturday,77,Security,2,4,600,1
2025-09-07,Sunday,81,Front Desk,3,5,1250,1
2025-09-07,Sunday,81,Housekeeping,6,5,900,0
2025-09-07,Sunday,81,Restaurant,4,4,880,0
2025-09-07,Sunday,81,Maintenance,2,2,400,0
2025-09-07,Sunday,81,Security,2,2,300,0
2025-09-08,Monday,67,Front Desk,3,4,1000,0
2025-09-08,Monday,67,Housekeeping,5,6,1080,0
2025-09-08,Monday,67,Restaurant,4,6,1320,1
2025-09-08,Monday,67,Maintenance,2,4,800,1
2025-09-08,Monday,67,Security,2,2,300,0
2025-09-09,Tuesday,71,Front Desk,3,5,1250,1
2025-09-09,Tuesday,71,Housekeeping,5,5,900,0
2025-09-09,Tuesday,71,Restaurant,4,4,880,0
2025-09-09,Tuesday,71,Maintenance,2,3,600,0
2025-09-09,Tuesday,71,Security,2,2,300,0
2025-09-10,Wednesday,65,Front Desk,3,5,1250,1
2025-09-10,Wednesday,65,Housekeeping,5,5,900,0
2025-09-10,Wednesday,65,Restaurant,4,6,1320,1
2025-09-10,Wednesday,65,Maintenance,2,2,400,0
2025-09-10,Wednesday,65,Security,2,2,300,0
2025-09-11,Thursday,75,Front Desk,3,4,1000,0
2025-09-11,Thursday,75,Housekeeping,6,7,1260,0
2025-09-11,Thursday,75,Restaurant,4,4,880,0
2025-09-11,Thursday,75,Maintenance,2,4,800,1
2025-09-11,Thursday,75,Security,2,2,300,0
2025-09-12,Friday,70,Front Desk,3,4,1000,0
2025-09-12,Friday,70,Housekeeping,5,7,1260,1
2025-09-12,Friday,70,Restaurant,4,4,880,0
2025-09-12,Friday,70,Maintenance,2,2,400,0
2025-09-12,Friday,70,Security,2,4,600,1
2025-09-13,Saturday,82,Front Desk,3,3,750,0
2025-09-13,Saturday,82,Housekeeping,6,7,1260,0
2025-09-13,Saturday,82,Restaurant,4,6,1320,1
2025-09-13,Saturday,82,Maintenance,2,2,400,0
2025-09-13,Saturday,82,Security,2,4,600,1
2025-09-14,Sunday,79,Front Desk,3,5,1250,1
2025-09-14,Sunday,79,Housekeeping,6,7,1260,0
2025-09-14,Sunday,79,Restaurant,4,4,880,0
2025-09-14,Sunday,79,Maintenance,2,2,400,0
2025-09-14,Sunday,79,Security,2,2,300,0
2025-09-15,Monday,67,Front Desk,3,3,750,0
2025-09-15,Monday,67,Housekeeping,5,6,1080,0
2025-09-15,Monday,67,Restaurant,4,4,880,0
2025-09-15,Monday,67,Maintenance,2,4,800,1
2025-09-15,Monday,67,Security,2,3,450,0
2025-09-16,Tuesday,69,Front Desk,3,3,750,0
2025-09-16,Tuesday,69,Housekeeping,5,5,900,0
2025-09-16,Tuesday,69,Restaurant,4,5,1100,0
2025-09-16,Tuesday,69,Maintenance,2,4,800,1
2025-09-16,Tuesday,69,Security,2,3,450,0
2025-09-17,Wednesday,68,Front Desk,3,5,1250,1
2025-09-17,Wednesday,68,Housekeeping,5,6,1080,0
2025-09-17,Wednesday,68,Restaurant,4,4,880,0
2025-09-17,Wednesday,68,Maintenance,2,2,400,0
2025-09-17,Wednesday,68,Security,2,2,300,0
2025-09-18,Thursday,74,Front Desk,3,4,1000,0
2025-09-18,Thursday,74,Housekeeping,5,5,900,0
2025-09-18,Thursday,74,Restaurant,4,6,1320,1
2025-09-18,Thursday,74,Maintenance,2,3,600,0
2025-09-18,Thursday,74,Security,2,4,600,1
2025-09-19,Friday,71,Front Desk,3,3,750,0
2025-09-19,Friday,71,Housekeeping,5,5,900,0
2025-09-19,Friday,71,Restaurant,4,5,1100,0
2025-09-19,Friday,71,Maintenance,2,4,800,1
2025-09-19,Friday,71,Security,2,2,300,0
2025-09-20,Saturday,76,Front Desk,3,4,1000,0
2025-09-20,Saturday,76,Housekeeping,6,5,900,0
2025-09-20,Saturday,76,Restaurant,4,5,1100,0
2025-09-20,Saturday,76,Maintenance,2,2,400,0
2025-09-20,Saturday,76,Security,2,2,300,0
2025-09-21,Sunday,83,Front Desk,3,5,1250,1
2025-09-21,Sunday,83,Housekeeping,6,7,1260,0
2025-09-21,Sunday,83,Restaurant,4,5,1100,0
2025-09-21,Sunday,83,Maintenance,2,4,800,1
2025-09-21,Sunday,83,Security,2,3,450,0
2025-09-22,Monday,66,Front Desk,3,4,1000,0
2025-09-22,Monday,66,Housekeeping,5,6,1080,0
2025-09-22,Monday,66,Restaurant,4,5,1100,0
2025-09-22,Monday,66,Maintenance,2,4,800,1
2025-09-22,Monday,66,Security,2,2,300,0
2025-09-23,Tuesday,67,Front Desk,3,4,1000,0
2025-09-23,Tuesday,67,Housekeeping,5,7,1260,1
2025-09-23,Tuesday,67,Restaurant,4,4,880,0
2025-09-23,Tuesday,67,Maintenance,2,4,800,1
2025-09-23,Tuesday,67,Security,2,2,300,0
2025-09-24,Wednesday,67,Front Desk,3,3,750,0
2025-09-24,Wednesday,67,Housekeeping,5,5,900,0
2025-09-24,Wednesday,67,Restaurant,4,4,880,0
2025-09-24,Wednesday,67,Maintenance,2,2,400,0
2025-09-24,Wednesday,67,Security,2,2,300,0
2025-09-25,Thursday,72,Front Desk,3,3,750,0
2025-09-25,Thursday,72,Housekeeping,5,7,1260,1
2025-09-25,Thursday,72,Restaurant,4,5,1100,0
2025-09-25,Thursday,72,Maintenance,2,2,400,0
2025-09-25,Thursday,72,Security,2,4,600,1
2025-09-26,Friday,73,Front Desk,3,5,1250,1
2025-09-26,Friday,73,Housekeeping,5,5,900,0
2025-09-26,Friday,73,Restaurant,4,6,1320,1
2025-09-26,Friday,73,Maintenance,2,2,400,0
2025-09-26,Friday,73,Security,2,4,600,1
2025-09-27,Saturday,89,Front Desk,3,4,1000,0
2025-09-27,Saturday,89,Housekeeping,7,9,1620,1
2025-09-27,Saturday,89,Restaurant,4,6,1320,1
2025-09-27,Saturday,89,Maintenance,2,4,800,1
2025-09-27,Saturday,89,Security,2,2,300,0
2025-09-28,Sunday,80,Front Desk,3,3,750,0
2025-09-28,Sunday,80,Housekeeping,6,5,900,0
2025-09-28,Sunday,80,Restaurant,4,5,1100,0
2025-09-28,Sunday,80,Maintenance,2,2,400,0
2025-09-28,Sunday,80,Security,2,2,300,0
2025-09-29,Monday,83,Front Desk,3,4,1000,0
2025-09-29,Monday,83,Housekeeping,6,6,1080,0
2025-09-29,Monday,83,Restaurant,4,4,880,0
2025-09-29,Monday,83,Maintenance,2,3,600,0
2025-09-29,Monday,83,Security,2,2,300,0
2025-09-30,Tuesday,86,Front Desk,3,3,750,0
2025-09-30,Tuesday,86,Housekeeping,6,6,1080,0
2025-09-30,Tuesday,86,Restaurant,4,6,1320,1
2025-09-30,Tuesday,86,Maintenance,2,2,400,0
2025-09-30,Tuesday,86,Security,2,2,300,0
2025-10-01,Wednesday,83,Front Desk,3,5,1250,1
2025-10-01,Wednesday,83,Housekeeping,6,5,900,0
2025-10-01,Wednesday,83,Restaurant,4,5,1100,0
2025-10-01,Wednesday,83,Maintenance,2,2,400,0
2025-10-01,Wednesday,83,Security,2,3,450,0
2025-10-02,Thursday,83,Front Desk,3,3,750,0
2025-10-02,Thursday,83,Housekeeping,6,8,1440,1
2025-10-02,Thursday,83,Restaurant,4,5,1100,0
2025-10-02,Thursday,83,Maintenance,2,2,400,0
2025-10-02,Thursday,83,Security,2,3,450,0
2025-10-03,Friday,80,Front Desk,3,3,750,0
2025-10-03,Friday,80,Housekeeping,6,5,900,0
2025-10-03,Friday,80,Restaurant,4,4,880,0
2025-10-03,Friday,80,Maintenance,2,4,800,1
2025-10-03,Friday,80,Security,2,4,600,1
2025-10-04,Saturday,63,Front Desk,3,5,1250,1
2025-10-04,Saturday,63,Housekeeping,5,6,1080,0
2025-10-04,Saturday,63,Restaurant,4,4,880,0
2025-10-04,Saturday,63,Maintenance,2,3,600,0
2025-10-04,Saturday,63,Security,2,2,300,0
2025-10-05,Sunday,67,Front Desk,3,5,1250,1
2025-10-05,Sunday,67,Housekeeping,5,6,1080,0
2025-10-05,Sunday,67,Restaurant,4,4,880,0
2025-10-05,Sunday,67,Maintenance,2,2,400,0
2025-10-05,Sunday,67,Security,2,2,300,0
2025-10-06,Monday,61,Front Desk,3,4,1000,0
2025-10-06,Monday,61,Housekeeping,5,6,1080,0
2025-10-06,Monday,61,Restaurant,4,4,880,0
2025-10-06,Monday,61,Maintenance,2,2,400,0
2025-10-06,Monday,61,Security,2,4,600,1
2025-10-07,Tuesday,54,Front Desk,3,3,750,0
2025-10-07,Tuesday,54,Housekeeping,5,7,1260,1
2025-10-07,Tuesday,54,Restaurant,4,5,1100,0
2025-10-07,Tuesday,54,Maintenance,2,2,400,0
2025-10-07,Tuesday,54,Security,2,2,300,0
2025-10-08,Wednesday,58,Front Desk,3,5,1250,1
2025-10-08,Wednesday,58,Housekeeping,5,5,900,0
2025-10-08,Wednesday,58,Restaurant,4,4,880,0
2025-10-08,Wednesday,58,Maintenance,2,2,400,0
2025-10-08,Wednesday,58,Security,2,2,300,0
2025-10-09,Thursday,58,Front Desk,3,5,1250,1
2025-10-09,Thursday,58,Housekeeping,5,7,1260,1
2025-10-09,Thursday,58,Restaurant,4,5,1100,0
2025-10-09,Thursday,58,Maintenance,2,2,400,0
2025-10-09,Thursday,58,Security,2,2,300,0
2025-10-10,Friday,58,Front Desk,3,4,1000,0
2025-10-10,Friday,58,Housekeeping,5,7,1260,1
2025-10-10,Friday,58,Restaurant,4,6,1320,1
2025-10-10,Friday,58,Maintenance,2,3,600,0
2025-10-10,Friday,58,Security,2,2,300,0
2025-10-11,Saturday,67,Front Desk,3,4,1000,0
2025-10-11,Saturday,67,Housekeeping,5,5,900,0
2025-10-11,Saturday,67,Restaurant,4,5,1100,0
2025-10-11,Saturday,67,Maintenance,2,2,400,0
2025-10-11,Saturday,67,Security,2,4,600,1
2025-10-12,Sunday,63,Front Desk,3,5,1250,1
2025-10-12,Sunday,63,Housekeeping,5,7,1260,1
2025-10-12,Sunday,63,Restaurant,4,6,1320,1
2025-10-12,Sunday,63,Maintenance,2,3,600,0
2025-10-12,Sunday,63,Security,2,4,600,1
2025-10-13,Monday,62,Front Desk,3,3,750,0
2025-10-13,Monday,62,Housekeeping,5,7,1260,1
2025-10-13,Monday,62,Restaurant,4,5,1100,0
2025-10-13,Monday,62,Maintenance,2,2,400,0
2025-10-13,Monday,62,Security,2,4,600,1
2025-10-14,Tuesday,56,Front Desk,3,5,1250,1
2025-10-14,Tuesday,56,Housekeeping,5,5,900,0
2025-10-14,Tuesday,56,Restaurant,4,4,880,0
2025-10-14,Tuesday,56,Maintenance,2,3,600,0
2025-10-14,Tuesday,56,Security,2,4,600,1
2025-10-15,Wednesday,56,Front Desk,3,3,750,0
2025-10-15,Wednesday,56,Housekeeping,5,5,900,0
2025-10-15,Wednesday,56,Restaurant,4,6,1320,1
2025-10-15,Wednesday,56,Maintenance,2,2,400,0
2025-10-15,Wednesday,56,Security,2,3,450,0
2025-10-16,Thursday,58,Front Desk,3,5,1250,1
2025-10-16,Thursday,58,Housekeeping,5,7,1260,1
2025-10-16,Thursday,58,Restaurant,4,4,880,0
2025-10-16,Thursday,58,Maintenance,2,4,800,1
2025-10-16,Thursday,58,Security,2,3,450,0
2025-10-17,Friday,59,Front Desk,3,3,750,0
2025-10-17,Friday,59,Housekeeping,5,5,900,0
2025-10-17,Friday,59,Restaurant,4,5,1100,0
2025-10-17,Friday,59,Maintenance,2,2,400,0
2025-10-17,Friday,59,Security,2,4,600,1
2025-10-18,Saturday,68,Front Desk,3,4,1000,0
2025-10-18,Saturday,68,Housekeeping,5,5,900,0
2025-10-18,Saturday,68,Restaurant,4,4,880,0
2025-10-18,Saturday,68,Maintenance,2,2,400,0
2025-10-18,Saturday,68,Security,2,2,300,0
2025-10-19,Sunday,67,Front Desk,3,5,1250,1
2025-10-19,Sunday,67,Housekeeping,5,7,1260,1
2025-10-19,Sunday,67,Restaurant,4,4,880,0
2025-10-19,Sunday,67,Maintenance,2,4,800,1
2025-10-19,Sunday,67,Security,2,3,450,0
2025-10-20,Monday,60,Front Desk,3,4,1000,0
2025-10-20,Monday,60,Housekeeping,5,6,1080,0
2025-10-20,Monday,60,Restaurant,4,4,880,0
2025-10-20,Monday,60,Maintenance,2,2,400,0
2025-10-20,Monday,60,Security,2,2,300,0
2025-10-21,Tuesday,58,Front Desk,3,5,1250,1
2025-10-21,Tuesday,58,Housekeeping,5,5,900,0
2025-10-21,Tuesday,58,Restaurant,4,4,880,0
2025-10-21,Tuesday,58,Maintenance,2,4,800,1
2025-10-21,Tuesday,58,Security,2,2,300,0
2025-10-22,Wednesday,57,Front Desk,3,3,750,0
2025-10-22,Wednesday,57,Housekeeping,5,7,1260,1
2025-10-22,Wednesday,57,Restaurant,4,5,1100,0
2025-10-22,Wednesday,57,Maintenance,2,3,600,0
2025-10-22,Wednesday,57,Security,2,4,600,1
2025-10-23,Thursday,56,Front Desk,3,5,1250,1
2025-10-23,Thursday,56,Housekeeping,5,6,1080,0
2025-10-23,Thursday,56,Restaurant,4,5,1100,0
2025-10-23,Thursday,56,Maintenance,2,2,400,0
2025-10-23,Thursday,56,Security,2,2,300,0
2025-10-24,Friday,55,Front Desk,3,3,750,0
2025-10-24,Friday,55,Housekeeping,5,5,900,0
2025-10-24,Friday,55,Restaurant,4,5,1100,0
2025-10-24,Friday,55,Maintenance,2,2,400,0
2025-10-24,Friday,55,Security,2,4,600,1
2025-10-25,Saturday,68,Front Desk,3,3,750,0
2025-10-25,Saturday,68,Housekeeping,5,5,900,0
2025-10-25,Saturday,68,Restaurant,4,6,1320,1
2025-10-25,Saturday,68,Maintenance,2,2,400,0
2025-10-25,Saturday,68,Security,2,2,300,0
2025-10-26,Sunday,70,Front Desk,3,3,750,0
2025-10-26,Sunday,70,Housekeeping,5,7,1260,1
2025-10-26,Sunday,70,Restaurant,4,6,1320,1
2025-10-26,Sunday,70,Maintenance,2,4,800,1
2025-10-26,Sunday,70,Security,2,4,600,1
2025-10-27,Monday,65,Front Desk,3,4,1000,0
