student_id,age,gender,campus,program,program_length_yrs,year_enrolled,semester_enrolled,expected_grad_year,enrollment_source,distance_from_campus_km,has_transport,parent_education,has_financial_aid,working_student,attendance_rate_pct,grade_average_pct,courses_failed,warnings_issued,status,at_risk
GTC-01314,28,Male,Block 8 Campus,Certificate in Hospitality,1,2023,Semester 1,2024,Facebook Ad,50.7,1,Secondary,0,0,78.4,51.9,1,0,Graduated,0
GTC-01315,39,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 2,2025,Referral,25.5,0,None,0,0,62.5,30.0,2,3,Dropped Out,0
GTC-01316,20,Female,Block 8 Campus,Certificate in Business Admin,1,2025,Semester 2,2026,School Fair,49.2,1,Tertiary,0,0,92.8,74.6,1,0,Active,0
GTC-01317,29,Male,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 2,2027,Facebook Ad,63.0,1,Primary,1,0,79.7,59.3,0,0,Dropped Out,0
GTC-01318,44,Male,Block 8 Campus,Certificate in Hospitality,1,2023,Semester 2,2024,Agent,20.7,0,Secondary,1,0,76.6,47.3,0,1,Dropped Out,0
GTC-01319,35,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 1,2026,Facebook Ad,84.0,1,Primary,0,1,64.1,30.0,4,3,Active,1
GTC-01320,29,Female,Extension Campus - Mogoditshane,Certificate in Construction,1,2023,Semester 1,2024,Radio Ad,82.4,1,Tertiary,1,0,89.5,45.9,0,1,Graduated,0
GTC-01321,26,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2023,Semester 2,2025,Referral,63.6,0,Secondary,0,0,71.2,30.0,2,3,Dropped Out,0
GTC-01322,35,Female,Block 8 Campus,Certificate in Construction,1,2025,Semester 1,2026,Referral,75.4,0,Secondary,1,0,65.0,45.8,0,2,Dropped Out,0
GTC-01323,33,Male,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 1,2026,School Fair,82.4,1,Tertiary,0,1,68.5,30.0,4,3,Dropped Out,0
GTC-01324,31,Female,Main Campus - Gaborone,Diploma in Engineering,2,2023,Semester 2,2025,Facebook Ad,31.4,1,None,1,1,73.1,51.5,0,1,Dropped Out,0
GTC-01325,33,Male,Block 8 Campus,Diploma in Health Sciences,2,2023,Semester 2,2025,Open Day,48.8,1,Primary,1,1,77.4,36.5,2,2,Graduated,0
GTC-01326,26,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2025,Semester 2,2026,Open Day,49.8,1,Tertiary,1,0,98.5,80.9,0,0,Active,0
GTC-01327,27,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 2,2025,Agent,75.3,1,Primary,0,0,74.2,30.0,2,3,Graduated,0
GTC-01328,29,Female,Main Campus - Gaborone,Diploma in Engineering,2,2023,Semester 2,2025,Open Day,68.2,1,Secondary,1,1,72.0,37.3,3,3,Dropped Out,0
GTC-01329,25,Male,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 2,2027,School Fair,66.9,1,Tertiary,1,1,68.7,59.5,2,2,Active,1
GTC-01330,32,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2024,Semester 1,2026,Open Day,40.5,1,Primary,1,0,85.3,58.7,2,1,Dropped Out,0
GTC-01331,21,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 2,2025,School Fair,19.8,0,Secondary,1,1,80.0,30.0,1,1,Graduated,0
GTC-01332,18,Female,Block 8 Campus,Certificate in Construction,1,2023,Semester 2,2024,Referral,58.8,1,Tertiary,1,0,92.8,51.1,0,0,Graduated,0
GTC-01333,25,Male,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 2,2027,Referral,83.7,1,Primary,1,0,79.6,76.4,0,0,Active,0
GTC-01334,24,Male,Block 8 Campus,Diploma in IT,2,2024,Semester 2,2026,Referral,62.2,1,Tertiary,1,0,88.6,85.1,0,0,Active,0
GTC-01335,27,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2023,Semester 1,2025,Open Day,67.3,1,None,1,0,80.8,59.1,1,0,Graduated,0
GTC-01336,23,Female,Block 8 Campus,Diploma in Health Sciences,2,2023,Semester 2,2025,Walk-In,71.6,1,Primary,1,1,66.9,30.0,2,3,Dropped Out,0
GTC-01337,43,Female,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 1,2027,Referral,49.0,1,Tertiary,0,1,73.5,30.0,1,2,Active,1
GTC-01338,44,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2024,Semester 2,2025,Walk-In,50.3,1,Secondary,0,1,73.6,30.0,2,3,Dropped Out,0
GTC-01339,45,Female,Block 8 Campus,Certificate in Hospitality,1,2023,Semester 1,2024,School Fair,82.9,1,Tertiary,1,1,65.5,41.4,1,2,Dropped Out,0
GTC-01340,39,Male,Block 8 Campus,Diploma in Accounting,2,2025,Semester 2,2027,School Fair,21.7,1,None,1,0,68.2,48.9,0,2,Dropped Out,0
GTC-01341,36,Female,Block 8 Campus,Diploma in Accounting,2,2023,Semester 1,2025,Website Form,34.1,1,Tertiary,1,0,90.0,61.0,0,0,Graduated,0
GTC-01342,35,Female,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 2,2026,Facebook Ad,33.3,1,None,0,1,60.5,30.0,3,3,Active,1
GTC-01343,35,Female,Block 8 Campus,Diploma in IT,2,2025,Semester 2,2027,Agent,58.5,1,Tertiary,1,0,82.4,40.0,0,1,Dropped Out,0
GTC-01344,30,Male,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 1,2027,Agent,7.6,1,None,1,1,73.3,61.8,0,1,Active,1
GTC-01345,34,Female,Block 8 Campus,Certificate in Construction,1,2024,Semester 2,2025,Website Form,8.9,0,Secondary,0,1,62.2,30.5,3,3,Dropped Out,0
GTC-01346,43,Male,Block 8 Campus,Diploma in IT,2,2024,Semester 1,2026,Agent,32.8,1,None,1,0,80.0,61.8,0,0,Active,0
GTC-01347,22,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 2,2027,Walk-In,43.8,1,Secondary,0,0,83.6,66.3,0,0,Active,0
GTC-01348,43,Female,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 2,2026,Walk-In,15.1,0,Secondary,0,0,68.5,50.2,1,1,Active,1
GTC-01349,26,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2025,Semester 1,2027,Open Day,50.9,0,Tertiary,1,1,64.6,53.8,1,1,Active,1
GTC-01350,27,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 2,2024,Agent,64.0,1,None,0,0,71.3,33.7,2,3,Dropped Out,0
GTC-01351,44,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2023,Semester 1,2025,Referral,23.3,1,None,0,0,81.9,40.9,1,1,Graduated,0
GTC-01352,37,Male,Block 8 Campus,Certificate in Hospitality,1,2024,Semester 1,2025,Walk-In,19.7,1,Tertiary,0,0,82.9,30.0,0,1,Dropped Out,0
GTC-01353,27,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2025,Semester 2,2027,Radio Ad,17.5,1,Primary,0,1,64.1,30.0,0,2,Dropped Out,0
GTC-01354,36,Female,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 1,2026,Radio Ad,82.6,1,Secondary,0,0,73.2,30.0,3,3,Dropped Out,0
GTC-01355,34,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Agent,34.5,0,Primary,0,0,60.6,31.0,2,3,Graduated,0
GTC-01356,42,Male,Block 8 Campus,Diploma in Engineering,2,2024,Semester 1,2026,Agent,70.1,0,Secondary,1,0,60.0,55.2,0,1,Active,1
GTC-01357,38,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2025,Semester 1,2026,Radio Ad,75.2,1,None,1,0,69.7,49.4,0,2,Active,1
GTC-01358,32,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Website Form,59.9,1,Tertiary,1,1,77.8,62.9,0,0,Active,0
GTC-01359,19,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 1,2025,Website Form,49.8,1,None,0,1,71.6,30.0,1,2,Dropped Out,0
GTC-01360,35,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2025,Semester 2,2027,Agent,17.9,1,Primary,0,0,78.7,30.0,1,1,Dropped Out,0
GTC-01361,38,Male,Extension Campus - Mogoditshane,Certificate in Construction,1,2025,Semester 1,2026,Facebook Ad,13.6,1,Tertiary,0,0,88.9,79.2,0,0,On Leave,0
GTC-01362,30,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,Open Day,50.0,1,Primary,0,1,68.5,30.0,5,3,Dropped Out,0
GTC-01363,45,Female,Extension Campus - Mogoditshane,Diploma in Accounting,2,2025,Semester 2,2027,Walk-In,21.0,1,Tertiary,0,0,77.5,33.8,0,1,Active,1
GTC-01364,29,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Facebook Ad,65.2,0,Primary,1,1,52.4,30.0,1,2,Dropped Out,0
GTC-01365,29,Male,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2025,Semester 2,2026,School Fair,44.2,0,Secondary,1,1,72.3,60.9,0,1,Dropped Out,0
GTC-01366,33,Male,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2023,Semester 1,2024,Website Form,72.4,1,Tertiary,1,0,89.2,30.0,2,2,Dropped Out,0
GTC-01367,38,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 1,2026,Radio Ad,20.1,0,Secondary,1,0,91.6,43.2,1,1,Active,1
GTC-01368,44,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 1,2026,Facebook Ad,37.0,0,Secondary,0,0,71.9,36.3,3,3,Active,1
GTC-01369,23,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Agent,81.8,0,Primary,0,1,48.1,30.0,4,3,Dropped Out,0
GTC-01370,23,Male,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 1,2026,Agent,72.7,0,None,0,0,65.8,30.0,3,3,Active,1
GTC-01371,27,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Agent,15.4,1,Secondary,0,0,86.3,75.7,0,0,Active,0
GTC-01372,32,Male,Block 8 Campus,Diploma in IT,2,2023,Semester 1,2025,Facebook Ad,43.9,1,None,0,0,75.6,52.1,0,0,Graduated,0
GTC-01373,33,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2025,Semester 2,2027,School Fair,59.1,0,Secondary,1,0,65.7,30.0,3,3,Active,1
GTC-01374,24,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 2,2027,Walk-In,49.1,1,Tertiary,0,1,77.9,32.7,3,2,Active,1
GTC-01375,31,Female,Block 8 Campus,Certificate in Business Admin,1,2023,Semester 1,2024,Website Form,63.6,0,Secondary,1,0,71.8,65.1,0,1,Graduated,0
GTC-01376,25,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,Open Day,82.6,1,Tertiary,0,0,81.6,65.6,0,0,Graduated,0
GTC-01377,27,Female,Block 8 Campus,Certificate in Business Admin,1,2024,Semester 2,2025,Walk-In,52.6,1,Secondary,1,1,79.9,39.0,1,1,Graduated,0
GTC-01378,44,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2023,Semester 2,2025,Radio Ad,32.6,1,Secondary,0,0,79.6,62.2,2,1,Graduated,0
GTC-01379,33,Female,Block 8 Campus,Diploma in Accounting,2,2023,Semester 2,2025,Walk-In,2.7,0,Secondary,1,1,63.7,32.9,0,2,Dropped Out,0
GTC-01380,43,Female,Block 8 Campus,Diploma in Accounting,2,2025,Semester 2,2027,Open Day,12.4,1,Primary,0,1,54.5,44.7,2,3,Dropped Out,0
GTC-01381,41,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Radio Ad,30.7,1,Tertiary,0,0,80.9,67.2,1,0,Graduated,0
GTC-01382,36,Female,Block 8 Campus,Certificate in Hospitality,1,2024,Semester 2,2025,Agent,36.4,1,None,0,0,77.0,38.9,0,1,Graduated,0
GTC-01383,20,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2024,Semester 1,2025,Facebook Ad,21.6,1,Tertiary,1,1,79.5,50.5,0,0,Dropped Out,0
GTC-01384,37,Female,Extension Campus - Mogoditshane,Certificate in Construction,1,2024,Semester 2,2025,Radio Ad,28.4,1,None,1,0,80.6,48.2,2,2,Dropped Out,0
GTC-01385,43,Male,Block 8 Campus,Diploma in Accounting,2,2023,Semester 1,2025,Walk-In,34.7,1,Primary,1,0,84.9,31.1,0,1,Graduated,0
GTC-01386,18,Female,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 1,2026,Facebook Ad,24.9,1,Tertiary,1,1,88.5,53.1,0,0,Dropped Out,0
GTC-01387,45,Female,Block 8 Campus,Certificate in Hospitality,1,2023,Semester 1,2024,Radio Ad,12.0,1,None,1,1,68.1,53.8,1,1,Graduated,0
GTC-01388,22,Male,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 1,2025,School Fair,22.1,1,Primary,0,1,68.3,30.0,2,3,Dropped Out,0
GTC-01389,24,Male,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 2,2026,Referral,28.7,1,Primary,0,1,65.5,42.3,1,2,Dropped Out,0
GTC-01390,34,Female,Block 8 Campus,Certificate in Hospitality,1,2024,Semester 1,2025,Walk-In,62.2,1,Secondary,1,0,77.7,52.2,0,0,Graduated,0
GTC-01391,36,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 2,2024,Agent,71.0,1,Primary,0,0,74.2,30.0,2,3,Dropped Out,0
GTC-01392,30,Male,Block 8 Campus,Certificate in Hospitality,1,2025,Semester 1,2026,Agent,35.7,1,Tertiary,0,0,98.7,65.1,0,0,Active,0
GTC-01393,26,Female,Block 8 Campus,Certificate in Construction,1,2025,Semester 1,2026,Website Form,18.1,1,Tertiary,1,0,88.7,67.2,0,0,Active,0
GTC-01394,40,Female,Block 8 Campus,Diploma in Engineering,2,2024,Semester 1,2026,Website Form,40.6,1,Tertiary,0,0,85.6,34.5,0,1,Active,1
GTC-01395,39,Female,Block 8 Campus,Certificate in Construction,1,2025,Semester 2,2026,School Fair,57.0,1,None,1,0,80.4,33.2,1,1,Active,1
GTC-01396,43,Male,Block 8 Campus,Certificate in Business Admin,1,2024,Semester 1,2025,Facebook Ad,9.1,0,Primary,0,1,60.9,30.0,3,3,Dropped Out,0
GTC-01397,40,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2024,Semester 2,2025,Open Day,81.5,0,None,0,1,40.5,30.0,4,3,Dropped Out,0
GTC-01398,30,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Radio Ad,27.8,1,Primary,0,0,78.3,39.2,0,1,Active,1
GTC-01399,24,Male,Block 8 Campus,Diploma in Engineering,2,2025,Semester 2,2027,Walk-In,18.7,0,Secondary,0,0,76.9,45.2,0,1,Active,1
GTC-01400,32,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 1,2026,Agent,58.1,1,Primary,1,0,77.6,86.5,0,0,On Leave,0
GTC-01401,30,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2025,Semester 1,2027,Facebook Ad,17.0,1,Secondary,1,0,97.8,63.3,0,0,Active,0
GTC-01402,27,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2023,Semester 1,2025,Facebook Ad,73.6,1,Primary,1,0,78.8,37.4,4,2,Dropped Out,0
GTC-01403,40,Male,Main Campus - Gaborone,Diploma in IT,2,2024,Semester 1,2026,Walk-In,13.2,1,Tertiary,0,0,87.5,61.8,1,0,Active,0
GTC-01404,25,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 2,2024,Website Form,26.0,1,Primary,0,1,77.0,42.4,0,1,Graduated,0
GTC-01405,33,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2023,Semester 1,2025,Website Form,67.0,1,None,0,1,52.9,46.8,2,3,Graduated,0
GTC-01406,44,Male,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 1,2026,Radio Ad,82.5,1,None,1,1,60.3,31.3,1,2,Active,1
GTC-01407,20,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Open Day,32.7,0,Primary,0,1,58.0,30.9,1,2,Active,1
GTC-01408,30,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2023,Semester 1,2025,Radio Ad,10.6,1,None,1,1,76.3,66.0,0,0,Graduated,0
GTC-01409,39,Male,Block 8 Campus,Certificate in Business Admin,1,2024,Semester 2,2025,Website Form,29.0,0,Primary,0,0,66.8,32.4,3,3,Dropped Out,0
GTC-01410,43,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Website Form,36.5,1,Primary,0,1,76.4,69.3,0,0,Active,0
GTC-01411,30,Male,Block 8 Campus,Certificate in Construction,1,2025,Semester 2,2026,Radio Ad,72.5,1,None,0,0,79.4,56.9,1,0,On Leave,0
GTC-01412,18,Male,Main Campus - Gaborone,Diploma in Accounting,2,2025,Semester 2,2027,Facebook Ad,71.4,1,Tertiary,0,0,82.5,55.7,1,0,Active,0
GTC-01413,18,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 1,2026,Referral,84.0,0,None,0,0,62.2,44.7,3,3,Dropped Out,0
GTC-01414,45,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2023,Semester 1,2024,Radio Ad,15.3,1,None,0,0,72.5,49.4,2,3,Graduated,0
GTC-01415,19,Male,Block 8 Campus,Certificate in Business Admin,1,2023,Semester 2,2024,Open Day,51.7,1,Secondary,0,1,73.5,39.4,0,2,Graduated,0
GTC-01416,28,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Radio Ad,78.5,1,Tertiary,1,0,85.2,49.7,1,1,Graduated,0
GTC-01417,32,Male,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 1,2027,Facebook Ad,2.5,1,Secondary,0,0,87.7,38.7,0,1,Dropped Out,0
GTC-01418,42,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Agent,68.1,1,Primary,0,1,53.2,30.0,2,3,Dropped Out,0
GTC-01419,42,Female,Block 8 Campus,Diploma in IT,2,2025,Semester 1,2027,Open Day,47.7,0,Primary,1,0,63.5,30.0,3,3,Active,1
GTC-01420,30,Male,Block 8 Campus,Certificate in Construction,1,2025,Semester 2,2026,Website Form,77.8,0,Secondary,0,1,55.8,30.0,2,3,Dropped Out,0
GTC-01421,31,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 1,2026,Agent,1.7,1,None,1,0,88.5,56.1,2,1,Active,1
GTC-01422,22,Female,Block 8 Campus,Certificate in Business Admin,1,2023,Semester 2,2024,Facebook Ad,25.8,0,None,1,1,66.5,34.7,2,3,Dropped Out,0
GTC-01423,38,Female,Block 8 Campus,Diploma in Accounting,2,2024,Semester 2,2026,Open Day,73.1,1,None,0,0,71.7,36.2,3,3,Active,1
GTC-01424,26,Male,Block 8 Campus,Diploma in Engineering,2,2024,Semester 1,2026,Website Form,29.4,0,Tertiary,0,1,71.7,31.0,1,2,Dropped Out,0
GTC-01425,23,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 1,2025,Referral,14.4,1,Primary,0,1,66.2,30.0,4,3,Dropped Out,0
GTC-01426,25,Male,Block 8 Campus,Diploma in Engineering,2,2025,Semester 2,2027,School Fair,4.4,1,Primary,0,0,77.7,63.1,0,0,Active,0
GTC-01427,23,Male,Main Campus - Gaborone,Diploma in IT,2,2024,Semester 1,2026,Agent,39.7,0,Primary,0,0,73.1,30.0,3,3,Dropped Out,0
GTC-01428,44,Male,Block 8 Campus,Certificate in Hospitality,1,2023,Semester 2,2024,Walk-In,82.6,1,Primary,0,0,77.2,30.0,2,2,Dropped Out,0
GTC-01429,31,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,School Fair,18.4,1,Tertiary,0,1,74.7,59.1,0,1,Graduated,0
GTC-01430,31,Male,Block 8 Campus,Diploma in Engineering,2,2023,Semester 2,2025,Agent,61.0,1,Tertiary,1,0,87.4,51.4,1,0,Graduated,0
GTC-01431,43,Male,Main Campus - Gaborone,Diploma in IT,2,2024,Semester 2,2026,School Fair,12.1,1,Tertiary,0,0,80.9,76.8,0,0,Active,0
GTC-01432,44,Male,Block 8 Campus,Diploma in IT,2,2025,Semester 1,2027,Referral,80.4,1,None,0,0,68.1,42.5,2,3,Dropped Out,0
GTC-01433,23,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 1,2025,Walk-In,66.7,1,None,0,0,74.2,30.0,0,2,Graduated,0
GTC-01434,22,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2025,Semester 1,2026,Agent,40.9,1,Tertiary,1,0,95.7,53.4,1,0,Active,1
GTC-01435,35,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2023,Semester 1,2025,Agent,69.7,1,Secondary,0,0,81.8,63.4,1,0,Graduated,0
GTC-01436,24,Male,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 1,2027,Open Day,70.7,0,Primary,0,0,60.4,31.8,4,3,Dropped Out,0
GTC-01437,26,Female,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 1,2026,Radio Ad,82.5,0,Secondary,1,0,82.2,43.8,2,2,Active,1
GTC-01438,24,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 2,2024,Walk-In,69.3,0,Primary,0,0,67.0,34.9,1,2,Dropped Out,0
GTC-01439,20,Male,Block 8 Campus,Diploma in Engineering,2,2024,Semester 2,2026,Website Form,19.1,0,Primary,0,0,66.2,30.0,1,2,Active,1
GTC-01440,32,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 1,2025,Referral,69.3,1,Secondary,0,1,67.5,32.4,2,3,Dropped Out,0
GTC-01441,36,Female,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 2,2027,Facebook Ad,12.6,1,Tertiary,0,0,78.5,78.5,2,1,Active,1
GTC-01442,37,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 2,2025,Radio Ad,6.7,1,Secondary,1,0,90.3,66.3,0,0,Graduated,0
GTC-01443,32,Male,Block 8 Campus,Certificate in Construction,1,2024,Semester 2,2025,Radio Ad,32.1,0,Secondary,0,1,62.5,32.4,2,3,Dropped Out,0
GTC-01444,35,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2024,Semester 1,2025,Walk-In,78.8,1,Secondary,1,0,85.1,41.9,1,1,Dropped Out,0
GTC-01445,38,Male,Extension Campus - Mogoditshane,Diploma in Engineering,2,2025,Semester 2,2027,School Fair,0.9,1,Primary,0,0,79.1,95.0,0,0,Active,0
GTC-01446,26,Male,Block 8 Campus,Diploma in Accounting,2,2025,Semester 1,2027,School Fair,84.4,1,Tertiary,0,0,79.0,78.9,0,0,Active,0
GTC-01447,41,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 1,2025,Website Form,54.6,1,Secondary,0,0,75.4,59.3,0,0,Graduated,0
GTC-01448,40,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2023,Semester 2,2024,Website Form,65.0,1,Primary,1,0,73.0,87.3,1,1,Graduated,0
GTC-01449,21,Female,Block 8 Campus,Diploma in IT,2,2025,Semester 1,2027,School Fair,80.9,0,None,1,0,68.7,38.8,3,3,Dropped Out,0
GTC-01450,34,Female,Main Campus - Gaborone,Certificate in Hospitality,1,2024,Semester 1,2025,Facebook Ad,23.7,1,Tertiary,1,1,79.9,39.1,1,1,Graduated,0
GTC-01451,34,Female,Block 8 Campus,Diploma in Accounting,2,2024,Semester 1,2026,Open Day,71.5,1,Secondary,1,0,80.2,30.0,3,2,Dropped Out,0
GTC-01452,37,Male,Block 8 Campus,Certificate in Business Admin,1,2024,Semester 1,2025,Facebook Ad,31.4,0,Tertiary,0,0,73.0,30.0,1,2,Dropped Out,0
GTC-01453,29,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2023,Semester 2,2024,Facebook Ad,40.8,1,Secondary,0,1,78.6,61.4,1,0,Graduated,0
GTC-01454,36,Female,Block 8 Campus,Certificate in Construction,1,2024,Semester 1,2025,Website Form,21.4,0,Primary,0,0,62.0,32.8,3,3,Dropped Out,0
GTC-01455,32,Female,Block 8 Campus,Diploma in IT,2,2023,Semester 2,2025,Referral,79.0,1,Tertiary,0,1,58.1,51.6,1,1,Dropped Out,0
GTC-01456,23,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2024,Semester 2,2025,School Fair,22.1,1,Secondary,0,0,91.2,48.4,1,1,Graduated,0
GTC-01457,25,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Open Day,11.1,0,None,0,0,79.9,55.9,0,0,Graduated,0
GTC-01458,33,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2023,Semester 2,2024,Radio Ad,27.5,1,Tertiary,0,0,92.3,75.2,0,0,Graduated,0
GTC-01459,20,Male,Main Campus - Gaborone,Diploma in Accounting,2,2023,Semester 1,2025,Referral,57.5,1,None,1,0,73.8,52.4,1,1,Graduated,0
GTC-01460,44,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 2,2024,Website Form,60.5,1,Tertiary,1,0,88.6,48.3,0,1,Graduated,0
GTC-01461,24,Female,Block 8 Campus,Diploma in IT,2,2023,Semester 2,2025,Radio Ad,14.1,0,Secondary,0,0,82.4,33.6,3,2,Dropped Out,0
GTC-01462,40,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2025,Semester 1,2026,Referral,21.1,1,None,0,0,84.3,32.0,3,2,Dropped Out,0
GTC-01463,43,Male,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 1,2024,Walk-In,6.4,0,Primary,1,1,62.0,30.0,1,2,Dropped Out,0
GTC-01464,45,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 1,2026,School Fair,27.4,1,Primary,1,0,81.6,39.7,1,1,Dropped Out,0
GTC-01465,26,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 2,2027,Referral,57.9,1,Primary,1,1,65.7,63.4,0,1,Active,1
GTC-01466,42,Male,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 2,2027,Referral,73.0,1,Primary,0,0,69.3,40.0,0,2,Active,1
GTC-01467,18,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 2,2025,Agent,67.2,1,None,0,1,66.7,36.6,1,2,Dropped Out,0
GTC-01468,41,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2023,Semester 2,2024,Agent,71.9,0,Tertiary,0,0,58.5,49.6,1,2,Dropped Out,0
GTC-01469,36,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2023,Semester 2,2024,Facebook Ad,61.9,0,Secondary,0,0,65.7,51.7,1,1,Graduated,0
GTC-01470,26,Male,Block 8 Campus,Diploma in Engineering,2,2025,Semester 1,2027,School Fair,4.7,1,Primary,0,0,86.5,68.7,1,0,Active,0
GTC-01471,43,Male,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 2,2027,Facebook Ad,30.0,0,Secondary,0,0,71.0,73.2,0,1,Active,1
GTC-01472,44,Male,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 1,2026,School Fair,1.2,1,Tertiary,0,0,81.2,51.9,2,1,Active,1
