request_id,department,service_type,channel,district,officer_id,submit_date,resolution_date,sla_target_days,actual_days,within_sla,sla_breach_days,escalated,status,complexity,citizen_satisfaction
BPS-02608,Social Welfare,Orphan Welfare,Digital,Gaborone,SWL-004,2022-10-28,2022-10-30,21,2.6,1,0.0,0,Resolved,1.2,3.4
BPS-00259,Health,Facility Request,Phone,Serowe,HLT-002,2022-04-16,2022-04-23,7,7.3,0,0.3,0,Resolved,1.1,3.3
BPS-00848,Education,Scholarship Application,In-Person,Lobatse,EDU-003,2023-05-25,2023-06-24,14,30.7,0,16.7,1,Resolved,1.4,
BPS-04252,Works,Property Maintenance,In-Person,Palapye,WRK-008,2023-01-22,2023-02-03,14,12.7,1,0.0,0,Resolved,1.0,4.0
BPS-01234,Education,School Admin,In-Person,Palapye,EDU-005,2022-09-04,2022-09-22,14,18.4,0,4.4,0,Resolved,0.8,2.8
BPS-01128,Education,School Admin,Digital,Molepolole,EDU-006,2023-12-30,2024-01-05,14,6.1,1,0.0,0,Resolved,0.8,
BPS-01968,Police,Document Request,In-Person,Maun,POL-009,2023-04-30,2023-05-03,5,3.6,1,0.0,0,Resolved,0.75,3.7
BPS-00559,Health,Medical Certificate,In-Person,Molepolole,HLT-004,2024-06-26,2024-07-02,7,6.0,1,0.0,0,Resolved,0.8,
BPS-03906,Works,Property Maintenance,Digital,Gaborone,WRK-001,2023-02-07,2023-02-16,14,9.0,1,0.0,0,Resolved,1.0,4.1
BPS-00485,Health,Facility Request,In-Person,Maun,HLT-006,2023-11-11,2023-11-16,7,5.1,1,0.0,0,Resolved,1.1,3.7
BPS-01321,Education,Teacher Posting,In-Person,Serowe,EDU-007,2023-10-02,2023-10-17,14,15.5,0,1.5,0,Resolved,1.3,2.4
BPS-03405,Immigration,Citizenship Application,Phone,Palapye,IMG-002,2024-03-05,2024-04-16,30,42.4,0,12.4,1,Resolved,1.6,
BPS-00008,Health,Specialist Referral,Digital,Francistown,HLT-011,2022-12-17,2022-12-23,7,6.4,1,0.0,0,Resolved,1.2,4.2
BPS-03280,Immigration,Permanent Residency,In-Person,Kanye,IMG-004,2022-10-15,2022-11-27,30,43.7,0,13.7,0,Resolved,1.4,
BPS-03190,Immigration,Citizenship Application,In-Person,Gaborone,IMG-003,2022-05-28,2022-08-05,30,69.2,0,39.2,1,Resolved,1.6,1.4
BPS-01451,Education,School Admin,Phone,Palapye,EDU-008,2022-11-08,2022-11-17,14,9.1,1,0.0,0,Resolved,0.8,4.0
BPS-03981,Works,Property Maintenance,Phone,Molepolole,WRK-009,2022-11-28,2022-12-16,14,18.0,0,4.0,0,Resolved,1.0,2.5
BPS-01815,Police,Case Registration,Post,Palapye,POL-011,2023-03-05,2023-03-11,5,6.9,0,1.9,0,Resolved,1.1,
BPS-00774,Health,Medical Certificate,Phone,Palapye,HLT-009,2024-01-21,2024-01-27,7,6.4,1,0.0,0,Resolved,0.8,3.8
BPS-01012,Education,Teacher Posting,Post,Molepolole,EDU-007,2022-04-28,2022-05-20,14,22.1,0,8.1,0,Resolved,1.3,
BPS-02819,Social Welfare,Social Grant,In-Person,Gaborone,SWL-003,2022-07-15,2022-08-04,21,20.8,1,0.0,0,Resolved,1.0,4.2
BPS-03276,Immigration,Work Permit,In-Person,Molepolole,IMG-005,2022-12-20,2023-02-05,30,47.1,0,17.1,1,Resolved,1.2,2.4
BPS-01992,Police,Document Request,Digital,Kanye,POL-009,2024-03-04,2024-03-06,5,2.2,1,0.0,0,Resolved,0.75,
BPS-01278,Education,Teacher Posting,In-Person,Molepolole,EDU-006,2022-05-27,2022-06-12,14,16.0,0,2.0,1,Resolved,1.3,1.7
BPS-01784,Police,Clearance Certificate,Digital,Molepolole,POL-014,2022-11-10,2022-11-13,5,3.0,1,0.0,0,Resolved,0.85,5.0
BPS-03106,Immigration,Citizenship Application,Digital,Serowe,IMG-003,2024-04-13,2024-05-17,30,34.6,0,4.6,0,Resolved,1.6,
BPS-00447,Health,Facility Request,Digital,Palapye,HLT-006,2022-08-22,2022-08-28,7,6.8,1,0.0,0,Resolved,1.1,
BPS-00881,Education,Teacher Posting,Digital,Lobatse,EDU-009,2023-03-14,2023-04-04,14,21.9,0,7.9,0,Resolved,1.3,3.4
BPS-04460,Motor Registry,Vehicle Licensing,Post,Serowe,MTR-008,2023-01-18,2023-01-22,5,4.9,1,0.0,0,Resolved,0.9,5.0
BPS-00782,Health,Patient Query,Phone,Molepolole,HLT-011,2023-12-31,2024-01-01,7,1.0,1,0.0,0,Resolved,0.7,4.1
BPS-01750,Police,Clearance Certificate,Digital,Francistown,POL-012,2024-10-13,2024-10-15,5,2.5,1,0.0,0,Resolved,0.85,
BPS-03389,Immigration,Border Documentation,In-Person,Serowe,IMG-002,2022-08-07,2022-09-06,30,30.6,0,0.6,0,Resolved,0.9,1.8
BPS-04882,Motor Registry,Number Plate,In-Person,Maun,MTR-007,2024-11-11,2024-11-15,5,4.1,1,0.0,0,Resolved,0.8,
BPS-00884,Education,Student Enrollment,In-Person,Palapye,EDU-001,2023-11-26,2023-12-12,14,16.4,0,2.4,0,Resolved,0.9,2.7
BPS-02945,Social Welfare,Social Grant,In-Person,Molepolole,SWL-008,2023-08-30,2023-09-20,21,21.8,0,0.8,0,Resolved,1.0,2.5
BPS-01092,Education,Teacher Posting,In-Person,Francistown,EDU-005,2022-12-17,2022-12-31,14,14.9,0,0.9,0,Resolved,1.3,3.3
BPS-04784,Motor Registry,Driver Licence,In-Person,Kanye,MTR-001,2023-05-24,2023-05-25,5,1.6,1,0.0,0,Resolved,0.95,
BPS-00532,Health,Patient Query,In-Person,Maun,HLT-005,2025-01-28,2025-01-29,7,1.0,1,0.0,0,Resolved,0.7,4.3
BPS-04023,Works,Asset Management,In-Person,Molepolole,WRK-003,2022-06-24,2022-06-26,14,2.0,1,0.0,0,Resolved,1.1,3.6
BPS-04422,Motor Registry,Number Plate,Post,Palapye,MTR-006,2024-07-12,2024-07-13,5,1.7,1,0.0,0,Resolved,0.8,5.0
BPS-04099,Works,Infrastructure Defect,In-Person,Lobatse,WRK-005,2022-10-18,2022-11-02,14,15.1,0,1.1,0,Resolved,1.2,2.9
BPS-01728,Police,Protection Service,In-Person,Serowe,POL-006,2023-09-28,2023-10-06,5,8.1,0,3.1,0,Resolved,1.3,
BPS-00611,Health,Specialist Referral,Digital,Gaborone,HLT-004,2024-01-06,2024-01-14,7,8.4,0,1.4,1,Resolved,1.2,2.8
BPS-00571,Health,Facility Request,Phone,Lobatse,HLT-003,2023-10-23,2023-10-28,7,5.4,1,0.0,0,Resolved,1.1,
BPS-02672,Social Welfare,Social Grant,In-Person,Francistown,SWL-001,2022-01-23,2022-02-15,21,23.1,0,2.1,0,Resolved,1.0,2.0
BPS-03719,Land Board,Land Allocation,In-Person,Molepolole,LBD-006,2022-03-29,2022-06-02,21,65.2,0,44.2,1,Resolved,1.5,1.0
BPS-00344,Health,Medical Certificate,Digital,Molepolole,HLT-011,2023-04-05,2023-04-07,7,2.2,1,0.0,0,Resolved,0.8,4.7
BPS-03001,Social Welfare,Old Age Pension,Phone,Kanye,SWL-008,2023-01-21,2023-01-27,21,6.2,1,0.0,0,Resolved,1.1,4.0
BPS-03140,Immigration,Permanent Residency,Digital,Francistown,IMG-006,2024-09-28,2024-10-20,30,22.8,1,0.0,0,Resolved,1.4,3.7
BPS-00435,Health,Patient Query,In-Person,Lobatse,HLT-008,2022-07-10,2022-07-16,7,6.9,1,0.0,0,Resolved,0.7,
BPS-01904,Police,Clearance Certificate,Digital,Maun,POL-002,2022-01-01,2022-01-03,5,2.4,1,0.0,0,Resolved,0.85,4.4
BPS-03805,Land Board,Land Certificate,In-Person,Serowe,LBD-004,2023-12-01,2024-01-10,21,40.5,0,19.5,1,Resolved,1.2,1.2
BPS-04777,Motor Registry,Driver Licence,In-Person,Francistown,MTR-005,2025-01-15,2025-01-17,5,2.9,1,0.0,0,Resolved,0.95,5.0
BPS-02070,BURS,Compliance Certificate,Digital,Francistown,BRS-010,2024-07-12,2024-07-17,10,5.2,1,0.0,0,Resolved,0.85,4.8
BPS-01538,Police,Document Request,In-Person,Lobatse,POL-013,2022-04-23,2022-04-25,5,2.1,1,0.0,0,Resolved,0.75,3.9
BPS-02253,BURS,Compliance Certificate,Digital,Lobatse,BRS-004,2022-07-24,2022-07-25,10,1.8,1,0.0,0,Resolved,0.85,
BPS-02347,BURS,VAT Filing,In-Person,Kanye,BRS-001,2023-04-29,2023-05-05,10,6.7,1,0.0,0,Resolved,1.0,4.8
BPS-01518,Police,Protection Service,In-Person,Gaborone,POL-014,2024-07-31,2024-08-06,5,6.2,0,1.2,0,Resolved,1.3,2.3
BPS-00966,Education,Scholarship Application,In-Person,Palapye,EDU-003,2022-05-12,2022-06-06,14,25.8,0,11.8,1,Resolved,1.4,1.8
BPS-04407,Motor Registry,Vehicle Licensing,In-Person,Lobatse,MTR-008,2022-01-21,2022-01-25,5,4.0,1,0.0,0,Resolved,0.9,5.0
BPS-00529,Health,Patient Query,In-Person,Lobatse,HLT-009,2024-03-25,2024-03-30,7,5.1,1,0.0,0,Resolved,0.7,
BPS-00177,Health,Facility Request,In-Person,Gaborone,HLT-008,2024-11-21,2024-11-26,7,5.4,1,0.0,0,Resolved,1.1,3.7
BPS-03483,Land Board,Land Allocation,In-Person,Molepolole,LBD-002,2023-11-28,2024-01-30,21,63.6,0,42.6,1,Resolved,1.5,
BPS-02544,Social Welfare,Social Grant,Phone,Maun,SWL-007,2022-01-15,2022-01-29,21,14.5,1,0.0,0,Resolved,1.0,3.6
BPS-04936,Motor Registry,Roadworthy Certificate,In-Person,Serowe,MTR-005,2022-03-21,2022-03-25,5,4.6,1,0.0,0,Resolved,1.0,5.0
BPS-00573,Health,Facility Request,Digital,Lobatse,HLT-009,2022-04-11,2022-04-15,7,4.6,1,0.0,0,Resolved,1.1,
BPS-02300,BURS,VAT Filing,Digital,Francistown,BRS-003,2022-06-21,2022-06-23,10,2.2,1,0.0,0,Resolved,1.0,4.7
BPS-03509,Land Board,Land Allocation,Phone,Lobatse,LBD-006,2024-05-03,2024-07-18,21,76.9,0,55.9,1,Resolved,1.5,
BPS-02460,BURS,Compliance Certificate,In-Person,Maun,BRS-002,2022-03-02,2022-03-09,10,7.8,1,0.0,0,Resolved,0.85,3.9
BPS-03610,Land Board,Land Use Approval,In-Person,Kanye,LBD-005,2025-01-14,2025-03-20,21,65.6,0,44.6,1,Resolved,1.6,1.0
BPS-04555,Motor Registry,Driver Licence,Phone,Maun,MTR-006,2025-01-17,2025-01-20,5,3.1,1,0.0,0,Resolved,0.95,4.5
BPS-02209,BURS,Tax Registration,Digital,Francistown,BRS-004,2023-03-22,2023-03-26,10,4.5,1,0.0,0,Resolved,0.9,4.0
BPS-04721,Motor Registry,Number Plate,In-Person,Gaborone,MTR-006,2023-03-15,2023-03-17,5,2.4,1,0.0,0,Resolved,0.8,4.9
BPS-02756,Social Welfare,Old Age Pension,In-Person,Kanye,SWL-006,2022-03-29,2022-04-13,21,15.8,1,0.0,0,Resolved,1.1,3.1
BPS-00384,Health,Specialist Referral,In-Person,Lobatse,HLT-009,2023-07-31,2023-08-05,7,5.4,1,0.0,0,Resolved,1.2,4.2
BPS-00853,Education,School Admin,Digital,Molepolole,EDU-001,2022-08-27,2022-09-02,14,6.3,1,0.0,0,Resolved,0.8,4.4
BPS-01881,Police,Clearance Certificate,In-Person,Francistown,POL-010,2023-08-26,2023-09-01,5,6.4,0,1.4,0,Resolved,0.85,2.7
BPS-00371,Health,Specialist Referral,In-Person,Gaborone,HLT-008,2023-11-11,2023-11-19,7,8.1,0,1.1,1,Resolved,1.2,2.1
BPS-02379,BURS,VAT Filing,Phone,Palapye,BRS-008,2022-04-07,2022-04-12,10,5.6,1,0.0,0,Resolved,1.0,4.4
BPS-04324,Motor Registry,Roadworthy Certificate,In-Person,Palapye,MTR-007,2023-05-09,2023-05-10,5,1.5,1,0.0,0,Resolved,1.0,4.8
BPS-01106,Education,School Admin,Digital,Palapye,EDU-002,2022-12-14,2022-12-18,14,4.5,1,0.0,0,Resolved,0.8,4.4
BPS-03414,Immigration,Border Documentation,In-Person,Lobatse,IMG-003,2024-11-19,2024-12-08,30,19.2,1,0.0,0,Resolved,0.9,4.0
BPS-03947,Works,Property Maintenance,Phone,Francistown,WRK-002,2023-08-03,2023-08-17,14,14.6,0,0.6,0,Resolved,1.0,2.9
BPS-01337,Education,School Admin,Digital,Kanye,EDU-005,2024-04-05,2024-04-11,14,6.1,1,0.0,0,Resolved,0.8,4.2
BPS-02190,BURS,Compliance Certificate,In-Person,Lobatse,BRS-006,2024-01-28,2024-02-06,10,9.8,1,0.0,0,Resolved,0.85,3.7
BPS-04595,Motor Registry,Driver Licence,Phone,Gaborone,MTR-006,2024-07-17,2024-07-19,5,2.3,1,0.0,0,Resolved,0.95,3.8
BPS-02320,BURS,VAT Filing,Digital,Francistown,BRS-003,2025-01-12,2025-01-15,10,3.9,1,0.0,0,Resolved,1.0,
BPS-04706,Motor Registry,Vehicle Licensing,Post,Lobatse,MTR-011,2024-05-20,2024-05-23,5,3.0,1,0.0,0,Resolved,0.9,4.2
BPS-03711,Land Board,Land Allocation,In-Person,Francistown,LBD-001,2023-01-07,2023-02-11,21,35.1,0,14.1,0,Resolved,1.5,1.2
BPS-04849,Motor Registry,Vehicle Licensing,Digital,Gaborone,MTR-014,2022-05-13,2022-05-14,5,1.2,1,0.0,0,Resolved,0.9,5.0
BPS-01172,Education,School Admin,In-Person,Serowe,EDU-007,2023-05-28,2023-06-07,14,10.9,1,0.0,0,Resolved,0.8,4.6
BPS-04326,Motor Registry,Driver Licence,In-Person,Molepolole,MTR-015,2022-09-19,2022-09-21,5,2.8,1,0.0,0,Resolved,0.95,5.0
BPS-02695,Social Welfare,Old Age Pension,In-Person,Maun,SWL-006,2022-04-06,2022-04-29,21,23.6,0,2.6,1,Resolved,1.1,
BPS-01423,Education,Teacher Posting,Digital,Gaborone,EDU-006,2024-03-27,2024-04-03,14,7.2,1,0.0,0,Resolved,1.3,3.7
BPS-02342,BURS,Compliance Certificate,Digital,Palapye,BRS-009,2022-02-09,2022-02-14,10,5.0,1,0.0,0,Resolved,0.85,
BPS-02652,Social Welfare,Orphan Welfare,Digital,Kanye,SWL-006,2025-01-20,2025-02-13,21,24.1,0,3.1,0,Resolved,1.2,2.1
BPS-04156,Works,Asset Management,Phone,Maun,WRK-007,2024-09-03,2024-09-14,14,11.9,1,0.0,0,Resolved,1.1,3.4
BPS-01465,Police,Clearance Certificate,In-Person,Maun,POL-009,2023-01-07,2023-01-08,5,1.1,1,0.0,0,Resolved,0.85,4.6
BPS-00875,Education,Scholarship Application,Post,Maun,EDU-008,2022-01-21,2022-02-09,14,19.6,0,5.6,1,Resolved,1.4,1.8
BPS-03340,Immigration,Work Permit,Phone,Molepolole,IMG-004,2023-04-18,2023-06-03,30,46.6,0,16.6,0,Resolved,1.2,2.6
BPS-04341,Motor Registry,Driver Licence,Phone,Francistown,MTR-008,2023-12-15,2023-12-19,5,4.6,1,0.0,0,Resolved,0.95,4.7
BPS-01252,Education,Scholarship Application,Phone,Serowe,EDU-001,2024-10-07,2024-10-28,14,21.4,0,7.4,0,Resolved,1.4,3.2
BPS-02349,BURS,Assessment Dispute,In-Person,Molepolole,BRS-004,2023-10-31,2023-11-16,10,16.7,0,6.7,0,Resolved,1.5,3.6
BPS-00841,Education,Teacher Posting,In-Person,Lobatse,EDU-001,2023-10-24,2023-11-08,14,15.2,0,1.2,0,Resolved,1.3,2.2
BPS-04569,Motor Registry,Number Plate,In-Person,Lobatse,MTR-002,2023-12-29,2024-01-02,5,4.8,1,0.0,0,Resolved,0.8,
BPS-00582,Health,Patient Query,In-Person,Serowe,HLT-004,2023-10-07,2023-10-12,7,5.3,1,0.0,0,Resolved,0.7,4.1
BPS-00205,Health,Facility Request,Digital,Palapye,HLT-001,2025-01-22,2025-01-23,7,1.0,1,0.0,0,Resolved,1.1,5.0
BPS-01642,Police,Clearance Certificate,In-Person,Gaborone,POL-011,2024-09-02,2024-09-08,5,6.2,0,1.2,0,Resolved,0.85,2.8
BPS-02015,BURS,VAT Filing,Digital,Palapye,BRS-004,2024-06-18,2024-06-25,10,7.0,1,0.0,0,Resolved,1.0,3.8
BPS-00906,Education,Teacher Posting,In-Person,Palapye,EDU-007,2022-06-21,2022-07-06,14,15.9,0,1.9,0,Resolved,1.3,
BPS-00632,Health,Medical Certificate,In-Person,Lobatse,HLT-010,2024-05-24,2024-06-01,7,8.0,0,1.0,0,Resolved,0.8,2.5
BPS-03365,Immigration,Border Documentation,In-Person,Francistown,IMG-004,2024-03-13,2024-03-31,30,18.3,1,0.0,0,Resolved,0.9,3.8
BPS-01975,Police,Case Registration,Digital,Gaborone,POL-003,2022-04-02,2022-04-05,5,3.1,1,0.0,0,Resolved,1.1,4.7
BPS-00163,Health,Specialist Referral,In-Person,Maun,HLT-010,2023-12-18,2023-12-29,7,11.1,0,4.1,0,Resolved,1.2,
BPS-03173,Immigration,Citizenship Application,Digital,Palapye,IMG-004,2022-01-17,2022-02-02,30,16.7,1,0.0,0,Resolved,1.6,3.5
BPS-03613,Land Board,Consent to Transfer,In-Person,Serowe,LBD-005,2022-10-25,2022-12-23,21,59.8,0,38.8,1,Resolved,1.3,1.0
BPS-04676,Motor Registry,Driver Licence,Post,Molepolole,MTR-013,2022-04-22,2022-04-23,5,1.8,1,0.0,0,Resolved,0.95,4.6
BPS-00618,Health,Patient Query,In-Person,Lobatse,HLT-007,2022-04-22,2022-04-27,7,5.1,1,0.0,0,Resolved,0.7,3.2
BPS-04069,Works,Asset Management,Digital,Lobatse,WRK-008,2022-06-04,2022-06-09,14,5.7,1,0.0,0,Resolved,1.1,4.1
BPS-01432,Education,Teacher Posting,In-Person,Palapye,EDU-006,2024-10-12,2024-10-31,14,19.9,0,5.9,0,Resolved,1.3,2.9
BPS-00548,Health,Patient Query,Phone,Serowe,HLT-008,2022-07-03,2022-07-05,7,2.6,1,0.0,0,Resolved,0.7,4.1
BPS-03335,Immigration,Permanent Residency,Digital,Gaborone,IMG-006,2023-07-14,2023-08-22,30,39.5,0,9.5,0,Resolved,1.4,3.2
BPS-04547,Motor Registry,Number Plate,Digital,Francistown,MTR-010,2023-10-29,2023-10-30,5,1.2,1,0.0,0,Resolved,0.8,5.0
BPS-04224,Works,Utility Request,In-Person,Molepolole,WRK-001,2024-04-26,2024-05-12,14,16.9,0,2.9,0,Resolved,0.9,
BPS-02388,BURS,Assessment Dispute,Digital,Francistown,BRS-007,2024-01-22,2024-01-26,10,4.6,1,0.0,0,Resolved,1.5,4.3
BPS-04244,Works,Utility Request,Phone,Kanye,WRK-005,2022-11-13,2022-11-25,14,12.9,1,0.0,0,Resolved,0.9,4.0
BPS-03996,Works,Utility Request,Phone,Serowe,WRK-001,2022-08-08,2022-08-17,14,9.8,1,0.0,0,Resolved,0.9,4.2
BPS-04066,Works,Utility Request,In-Person,Molepolole,WRK-008,2023-06-19,2023-06-26,14,7.5,1,0.0,0,Resolved,0.9,3.0
BPS-01862,Police,Protection Service,In-Person,Gaborone,POL-003,2023-05-16,2023-05-23,5,7.2,0,2.2,0,Resolved,1.3,2.3
BPS-00641,Health,Patient Query,Post,Maun,HLT-011,2024-03-08,2024-03-12,7,4.7,1,0.0,0,Resolved,0.7,4.2
BPS-03903,Works,Asset Management,In-Person,Palapye,WRK-003,2022-08-15,2022-09-05,14,21.6,0,7.6,0,Resolved,1.1,2.1
BPS-00638,Health,Specialist Referral,In-Person,Palapye,HLT-006,2024-08-29,2024-09-06,7,8.1,0,1.1,0,Resolved,1.2,2.1
BPS-04263,Works,Property Maintenance,In-Person,Gaborone,WRK-005,2024-06-04,2024-06-21,14,17.7,0,3.7,1,Resolved,1.0,2.5
BPS-03911,Works,Infrastructure Defect,In-Person,Palapye,WRK-004,2023-08-02,2023-08-08,14,6.7,1,0.0,0,Resolved,1.2,3.1
BPS-02987,Social Welfare,Orphan Welfare,In-Person,Molepolole,SWL-006,2024-10-12,2024-11-01,21,20.8,1,0.0,0,Resolved,1.2,4.3
BPS-02097,BURS,Assessment Dispute,Phone,Gaborone,BRS-008,2024-12-06,2024-12-19,10,13.4,0,3.4,0,Resolved,1.5,
BPS-04612,Motor Registry,Vehicle Licensing,Phone,Lobatse,MTR-007,2023-09-23,2023-09-24,5,1.0,1,0.0,0,Resolved,0.9,4.6
BPS-03076,Social Welfare,Destitute Support,In-Person,Lobatse,SWL-002,2023-08-18,2023-09-27,21,40.1,0,19.1,0,Resolved,1.3,2.7
BPS-03675,Land Board,Land Use Approval,Digital,Molepolole,LBD-001,2024-07-26,2024-09-16,21,52.9,0,31.9,1,Resolved,1.6,
BPS-02842,Social Welfare,Orphan Welfare,In-Person,Molepolole,SWL-001,2024-06-06,2024-06-15,21,9.7,1,0.0,0,Resolved,1.2,
BPS-00922,Education,Student Enrollment,Post,Molepolole,EDU-004,2022-06-02,2022-06-10,14,8.3,1,0.0,0,Resolved,0.9,4.0
BPS-00547,Health,Facility Request,In-Person,Maun,HLT-009,2024-07-24,2024-07-31,7,7.8,0,0.8,0,Resolved,1.1,2.3
BPS-03667,Land Board,Land Allocation,In-Person,Palapye,LBD-002,2022-07-26,2022-10-24,21,90.5,0,69.5,1,Resolved,1.5,1.3
BPS-01901,Police,Case Registration,Phone,Gaborone,POL-005,2024-03-24,2024-03-30,5,6.9,0,1.9,0,Resolved,1.1,2.4
BPS-02029,BURS,Compliance Certificate,Digital,Lobatse,BRS-001,2022-03-30,2022-04-03,10,4.6,1,0.0,0,Resolved,0.85,
BPS-02302,BURS,VAT Filing,Phone,Molepolole,BRS-009,2025-01-02,2025-01-05,10,3.1,1,0.0,0,Resolved,1.0,4.2
BPS-01886,Police,Document Request,Digital,Maun,POL-009,2022-02-05,2022-02-08,5,3.9,1,0.0,0,Resolved,0.75,3.2
BPS-01643,Police,Document Request,In-Person,Palapye,POL-012,2022-05-10,2022-05-13,5,3.0,1,0.0,0,Resolved,0.75,
BPS-03510,Land Board,Land Use Approval,In-Person,Palapye,LBD-005,2022-11-10,2023-01-10,21,61.4,0,40.4,1,Resolved,1.6,1.0
BPS-04810,Motor Registry,Roadworthy Certificate,In-Person,Gaborone,MTR-005,2023-05-22,2023-05-24,5,2.8,1,0.0,0,Resolved,1.0,
BPS-02098,BURS,Compliance Certificate,Digital,Maun,BRS-005,2024-02-13,2024-02-14,10,1.3,1,0.0,0,Resolved,0.85,4.4
BPS-04358,Motor Registry,Driver Licence,In-Person,Kanye,MTR-010,2022-10-11,2022-10-13,5,2.2,1,0.0,0,Resolved,0.95,
BPS-03789,Land Board,Consent to Transfer,In-Person,Molepolole,LBD-004,2023-12-20,2024-02-23,21,65.5,0,44.5,1,Resolved,1.3,1.0
BPS-04495,Motor Registry,Driver Licence,Phone,Francistown,MTR-001,2024-07-19,2024-07-20,5,1.9,1,0.0,0,Resolved,0.95,
BPS-04968,Motor Registry,Number Plate,Digital,Lobatse,MTR-001,2024-10-02,2024-10-05,5,3.5,1,0.0,0,Resolved,0.8,5.0
BPS-00837,Education,Teacher Posting,Digital,Serowe,EDU-005,2022-01-09,2022-01-24,14,15.5,0,1.5,0,Resolved,1.3,
BPS-00602,Health,Facility Request,Digital,Gaborone,HLT-001,2023-05-22,2023-05-25,7,3.4,1,0.0,0,Resolved,1.1,4.1
BPS-02185,BURS,Tax Registration,Digital,Gaborone,BRS-009,2024-12-29,2024-12-30,10,1.0,1,0.0,0,Resolved,0.9,3.5
BPS-03866,Works,Utility Request,Digital,Lobatse,WRK-005,2023-06-25,2023-07-01,14,6.0,1,0.0,0,Resolved,0.9,
BPS-02482,BURS,Tax Registration,In-Person,Palapye,BRS-012,2022-07-22,2022-08-02,10,11.8,0,1.8,0,Resolved,0.9,2.7
BPS-04308,Works,Infrastructure Defect,Digital,Gaborone,WRK-003,2022-06-01,2022-06-14,14,13.4,1,0.0,0,Resolved,1.2,4.4
BPS-01583,Police,Case Registration,Digital,Lobatse,POL-001,2024-02-19,2024-02-21,5,2.0,1,0.0,0,Resolved,1.1,4.6
BPS-04267,Works,Infrastructure Defect,In-Person,Maun,WRK-001,2023-04-14,2023-05-01,14,17.0,0,3.0,0,Resolved,1.2,1.8
BPS-02534,Social Welfare,Orphan Welfare,Post,Gaborone,SWL-007,2022-09-14,2022-10-02,21,18.4,1,0.0,0,Resolved,1.2,3.1
BPS-02726,Social Welfare,Old Age Pension,Phone,Gaborone,SWL-008,2022-05-11,2022-05-26,21,15.6,1,0.0,0,Resolved,1.1,4.0
BPS-01071,Education,Teacher Posting,In-Person,Gaborone,EDU-007,2024-01-06,2024-01-21,14,15.8,0,1.8,1,Resolved,1.3,1.9
BPS-01776,Police,Clearance Certificate,Digital,Gaborone,POL-005,2022-06-26,2022-06-27,5,1.5,1,0.0,0,Resolved,0.85,4.2
BPS-04809,Motor Registry,Number Plate,Digital,Kanye,MTR-011,2022-08-30,2022-09-02,5,3.7,1,0.0,0,Resolved,0.8,5.0
BPS-01284,Education,Teacher Posting,In-Person,Serowe,EDU-006,2024-07-22,2024-08-10,14,19.5,0,5.5,0,Resolved,1.3,3.8
BPS-03051,Social Welfare,Old Age Pension,Digital,Palapye,SWL-002,2022-12-15,2022-12-22,21,7.0,1,0.0,0,Resolved,1.1,4.2
BPS-04754,Motor Registry,Roadworthy Certificate,In-Person,Lobatse,MTR-007,2024-09-06,2024-09-08,5,2.4,1,0.0,0,Resolved,1.0,5.0
BPS-01837,Police,Protection Service,In-Person,Francistown,POL-009,2022-11-05,2022-11-08,5,3.3,1,0.0,0,Resolved,1.3,4.5
BPS-04243,Works,Asset Management,In-Person,Molepolole,WRK-008,2024-01-13,2024-01-24,14,11.0,1,0.0,0,Resolved,1.1,3.5
BPS-01020,Education,Scholarship Application,Digital,Maun,EDU-002,2024-12-30,2025-01-11,14,12.4,1,0.0,0,Resolved,1.4,4.1
BPS-04134,Works,Asset Management,In-Person,Maun,WRK-004,2024-05-06,2024-05-26,14,20.4,0,6.4,1,Resolved,1.1,1.8
BPS-01327,Education,Scholarship Application,Phone,Kanye,EDU-001,2024-04-12,2024-04-21,14,9.7,1,0.0,0,Resolved,1.4,
BPS-00476,Health,Medical Certificate,Phone,Gaborone,HLT-010,2022-05-29,2022-06-01,7,3.2,1,0.0,0,Resolved,0.8,4.4
BPS-04272,Works,Asset Management,Phone,Molepolole,WRK-009,2024-10-11,2024-10-20,14,9.2,1,0.0,0,Resolved,1.1,3.7
BPS-01652,Police,Case Registration,In-Person,Maun,POL-014,2023-12-01,2023-12-04,5,3.5,1,0.0,0,Resolved,1.1,
BPS-03999,Works,Property Maintenance,Post,Kanye,WRK-004,2024-05-11,2024-06-06,14,26.4,0,12.4,0,Resolved,1.0,2.5
BPS-04468,Motor Registry,Roadworthy Certificate,Digital,Francistown,MTR-001,2024-10-05,2024-10-06,5,1.9,1,0.0,0,Resolved,1.0,
BPS-02611,Social Welfare,Social Grant,Digital,Maun,SWL-005,2024-11-12,2024-11-28,21,16.0,1,0.0,0,Resolved,1.0,4.0
BPS-02477,BURS,Tax Registration,In-Person,Francistown,BRS-002,2022-03-31,2022-04-06,10,6.8,1,0.0,0,Resolved,0.9,4.4
BPS-02584,Social Welfare,Destitute Support,Post,Kanye,SWL-001,2023-04-11,2023-05-23,21,42.6,0,21.6,0,Resolved,1.3,2.4
BPS-01374,Education,School Admin,Digital,Francistown,EDU-009,2023-12-12,2023-12-13,14,1.0,1,0.0,0,Resolved,0.8,4.4
BPS-00740,Health,Patient Query,In-Person,Palapye,HLT-011,2024-07-26,2024-08-01,7,6.3,1,0.0,0,Resolved,0.7,4.2
