property_id,city,suburb,property_type,transaction_type,agent,bedrooms,bathrooms,floor_area_sqm,plot_size_sqm,age_years,has_pool,has_garage,is_gated_community,true_market_value,listed_price,sale_price,monthly_rent_bwp,rental_yield_pct,pricing_error_pct,commission_earned_bwp,commission_lost_bwp,listing_date,closed_date,days_on_market,viewings_count,referral_source,client_satisfaction,deal_status
PPG-01049,Gaborone,Mogoditshane,Commercial Office,Rental,Agent_Mpho,0,0,196,1014,16,0,0,0,9702857.142857142,56600.0,56600.0,56600.0,7.0,0.0,56600.0,0.0,2024-03-10,2024-04-23,44,5,Referral,4.2,Closed
PPG-01050,Maun,Sedie Ward,Townhouse,Rental,Agent_Tshepho,2,1,67,849,17,1,1,0,2502857.1428571427,14600.0,14600.0,14600.0,7.0,0.0,14600.0,0.0,2024-10-05,2024-10-14,9,1,Cold Call,,Closed
PPG-01051,Francistown,Somerset,Retail Space,Sale,Agent_Neo,0,0,120,1572,30,0,0,1,1058000.0,957000.0,1006000.0,0.0,0.0,-9.55,50300.0,5050.0,2025-02-03,2025-06-06,123,15,Cold Call,,Closed
PPG-01052,Gaborone,Block 9,House,Rental,Agent_Tshepho,2,1,249,893,0,0,0,0,1988571.4285714284,11600.0,11600.0,11600.0,7.0,0.0,11600.0,0.0,2025-03-05,2025-03-14,9,4,Walk-in,3.1,Closed
PPG-01053,Gaborone,Phase 2,Plot,Sale,Agent_Neo,0,0,0,503,24,0,0,1,378000.0,378000.0,378000.0,0.0,0.0,0.0,18900.0,0.0,2024-06-01,2024-10-25,146,17,Agent Network,3.3,Closed
PPG-01054,Gaborone,Phakalane,House,Rental,Agent_Neo,2,1,460,1943,26,0,1,1,2571428.5714285714,15000.0,15000.0,15000.0,7.0,0.0,15000.0,0.0,2024-02-01,2024-02-04,3,3,Online Listing,3.6,Closed
PPG-01055,Gaborone,Tlokweng,Plot,Sale,Agent_Mpho,0,0,0,983,0,0,0,1,287000.0,267000.0,281000.0,0.0,0.0,-6.97,14050.0,1000.0,2025-01-24,,184,21,Cold Call,4.3,Active
PPG-01056,Francistown,Somerset,Apartment,Sale,Agent_Kabo,3,2,383,1753,17,0,0,0,693000.0,728000.0,664000.0,0.0,0.0,5.05,33200.0,0.0,2024-09-07,2024-12-27,111,12,Walk-in,4.5,Closed
PPG-01057,Francistown,Somerset,Apartment,Sale,Agent_Lesego,1,1,466,331,9,0,0,1,714000.0,688000.0,686000.0,0.0,0.0,-3.64,34300.0,1300.0,2025-04-01,,128,15,Referral,3.4,Active
PPG-01058,Gaborone,CBD,Warehouse,Rental,Agent_Boago,0,0,383,493,14,0,0,0,4234285.714285714,24700.0,24700.0,24700.0,7.0,0.0,24700.0,0.0,2025-04-21,2025-06-01,41,9,Online Listing,4.9,Closed
PPG-01059,Maun,Matlapana,Townhouse,Rental,Agent_Lesego,5,4,419,529,24,1,1,0,1405714.2857142857,8200.0,8200.0,8200.0,7.0,0.0,8200.0,0.0,2024-04-03,2024-04-16,13,5,Agent Network,5.0,Closed
PPG-01060,Maun,Boseja,Warehouse,Rental,Agent_Neo,0,0,321,1280,35,0,1,0,13508571.428571427,78800.0,78800.0,78800.0,7.0,0.0,78800.0,0.0,2025-03-07,2025-03-18,11,4,Referral,3.1,Closed
PPG-01061,Gaborone,Extension 14,Commercial Office,Rental,Agent_Lesego,0,0,527,830,1,0,1,1,8897142.857142856,51900.0,51900.0,51900.0,7.0,0.0,51900.0,0.0,2024-03-31,2024-05-09,39,7,Walk-in,,Closed
PPG-01062,Francistown,Somerset,House,Rental,Agent_Tshepho,1,1,111,1126,33,0,0,0,1954285.714285714,11400.0,11400.0,11400.0,7.0,0.0,11400.0,0.0,2024-05-10,2024-05-25,15,2,Online Listing,,Closed
PPG-01063,Francistown,Tati Siding,Townhouse,Sale,Agent_Tshepho,5,4,221,540,14,0,1,1,506000.0,521000.0,502000.0,0.0,0.0,2.96,25100.0,0.0,2024-01-15,2024-04-22,98,9,Online Listing,4.5,Closed
PPG-01064,Gaborone,Phakalane,House,Rental,Agent_Kabo,2,1,358,1823,25,0,0,0,1388571.4285714284,8100.0,8100.0,8100.0,7.0,0.0,8100.0,0.0,2024-04-02,2024-04-12,10,1,Online Listing,3.0,Closed
PPG-01065,Maun,Matlapana,Plot,Sale,Agent_Neo,0,0,0,1980,15,0,0,1,118000.0,121000.0,116000.0,0.0,0.0,2.54,5800.0,0.0,2025-02-01,2025-02-10,9,5,Cold Call,4.1,Closed
PPG-01066,Gaborone,Extension 14,Plot,Sale,Agent_Tshepho,0,0,0,1095,15,0,0,1,317000.0,317000.0,317000.0,0.0,0.0,0.0,15850.0,0.0,2024-10-10,2024-12-12,63,9,Referral,,Closed
PPG-01067,Gaborone,Broadhurst,Plot,Sale,Agent_Kabo,0,0,0,1371,5,0,0,1,314000.0,306000.0,317000.0,0.0,0.0,-2.55,15850.0,400.0,2024-07-12,2024-12-28,169,21,Online Listing,,Closed
PPG-01068,Francistown,Somerset,Townhouse,Sale,Agent_Gomolemo,3,2,482,1141,1,0,1,0,1288000.0,1246000.0,1260000.0,0.0,0.0,-3.26,63000.0,2100.0,2024-09-30,2025-03-20,171,18,Walk-in,4.1,Closed
PPG-01069,Gaborone,Extension 14,Apartment,Sale,Agent_Mpho,5,4,517,1521,18,0,0,0,1647000.0,1543000.0,1564000.0,0.0,0.0,-6.31,78200.0,5200.0,2024-08-20,2025-01-22,155,18,Referral,4.9,Closed
PPG-01070,Gaborone,Block 9,Plot,Sale,Agent_Kabo,0,0,0,903,5,0,0,1,268000.0,271000.0,264000.0,0.0,0.0,1.12,13200.0,0.0,2024-12-01,2025-03-06,95,9,Cold Call,,Closed
PPG-01071,Francistown,Monarch,House,Rental,Agent_Kabo,5,4,237,748,3,0,1,1,1748571.4285714284,10200.0,10200.0,10200.0,7.0,0.0,10200.0,0.0,2024-09-05,2024-10-11,36,6,Referral,,Closed
PPG-01072,Gaborone,Mogoditshane,Apartment,Rental,Agent_Mpho,1,1,419,483,8,0,0,1,2245714.2857142854,13100.0,13100.0,13100.0,7.0,0.0,13100.0,0.0,2025-01-18,2025-01-21,3,5,Agent Network,4.5,Closed
PPG-01073,Gaborone,Phase 2,Townhouse,Sale,Agent_Tshepho,3,2,241,595,28,0,1,0,859000.0,845000.0,867000.0,0.0,0.0,-1.63,43350.0,700.0,2024-11-12,2025-03-24,132,15,Referral,,Closed
PPG-01074,Maun,Boseja,House,Rental,Agent_Tshepho,5,4,233,634,20,0,0,1,2708571.428571428,15800.0,15800.0,15800.0,7.0,0.0,15800.0,0.0,2024-07-06,2024-08-03,28,2,Agent Network,4.7,Closed
PPG-01075,Maun,Boseja,Townhouse,Rental,Agent_Boago,2,1,193,865,4,0,0,0,3085714.2857142854,18000.0,18000.0,18000.0,7.0,0.0,18000.0,0.0,2025-03-28,2025-05-02,35,7,Online Listing,,Closed
PPG-01076,Francistown,Monarch,Warehouse,Sale,Agent_Mpho,0,0,272,1040,0,0,1,0,4243000.0,4158000.0,4230000.0,0.0,0.0,-2.0,211500.0,4250.0,2024-11-10,2024-11-30,20,7,Online Listing,4.5,Closed
PPG-01077,Francistown,Somerset,House,Sale,Agent_Mpho,3,2,503,817,22,1,1,0,1486000.0,1490000.0,1461000.0,0.0,0.0,0.27,73050.0,0.0,2024-07-19,2024-12-12,146,14,Cold Call,3.9,Closed
PPG-01078,Gaborone,CBD,Apartment,Sale,Agent_Lesego,3,2,354,1324,32,0,0,0,963000.0,992000.0,906000.0,0.0,0.0,3.01,45300.0,0.0,2024-04-10,2024-05-12,32,4,Walk-in,,Closed
PPG-01079,Francistown,Gerald Estate,Apartment,Rental,Agent_Boago,1,1,250,806,1,0,0,1,1474285.714285714,8600.0,8600.0,8600.0,7.0,0.0,8600.0,0.0,2024-11-14,2024-12-26,42,7,Cold Call,,Closed
PPG-01080,Gaborone,Riverwalk,Apartment,Rental,Agent_Kabo,1,1,119,714,10,0,0,1,1937142.857142857,11300.0,11300.0,11300.0,7.0,0.0,11300.0,0.0,2024-04-17,2024-05-28,41,8,Agent Network,4.2,Closed
PPG-01081,Gaborone,Tlokweng,House,Rental,Agent_Gomolemo,1,1,73,729,19,0,1,1,1679999.9999999998,9800.0,9800.0,9800.0,7.0,0.0,9800.0,0.0,2025-05-23,2025-06-01,9,3,Cold Call,4.1,Closed
PPG-01082,Gaborone,Tlokweng,Warehouse,Rental,Agent_Gomolemo,0,0,219,1857,22,0,0,0,11159999.999999998,65100.0,65100.0,65100.0,7.0,0.0,65100.0,0.0,2024-02-22,2024-03-28,35,3,Online Listing,3.6,Closed
PPG-01083,Maun,Boseja,Retail Space,Rental,Agent_Neo,0,0,433,319,7,0,1,0,3977142.857142857,23200.0,23200.0,23200.0,7.0,0.0,23200.0,0.0,2024-12-11,2025-01-16,36,8,Referral,,Closed
PPG-01084,Francistown,Somerset,Commercial Office,Rental,Agent_Neo,0,0,595,1825,0,0,1,0,7182857.142857142,41900.0,41900.0,41900.0,7.0,0.0,41900.0,0.0,2024-02-27,2024-03-15,17,1,Agent Network,3.2,Closed
PPG-01085,Gaborone,Extension 14,Warehouse,Sale,Agent_Neo,0,0,541,616,8,0,0,0,8593000.0,7900000.0,8214000.0,0.0,0.0,-8.06,410700.0,34650.0,2025-04-03,,175,17,Walk-in,,Active
PPG-01086,Francistown,Monarch,Warehouse,Rental,Agent_Boago,0,0,420,1253,32,0,1,1,6068571.428571428,35400.0,35400.0,35400.0,7.0,0.0,35400.0,0.0,2024-10-27,2024-11-11,15,2,Referral,4.9,Closed
PPG-01087,Gaborone,Tlokweng,Plot,Sale,Agent_Neo,0,0,0,1916,24,0,0,0,236000.0,213000.0,228000.0,0.0,0.0,-9.75,11400.0,1150.0,2025-03-23,,266,30,Referral,4.8,Active
PPG-01088,Francistown,Somerset,House,Sale,Agent_Lesego,1,1,476,910,9,0,1,0,1290000.0,1349000.0,1289000.0,0.0,0.0,4.57,64450.0,0.0,2024-04-25,2024-10-07,165,17,Cold Call,3.6,Closed
PPG-01089,Francistown,Monarch,Apartment,Sale,Agent_Kabo,3,2,169,1812,27,0,0,0,264000.0,269000.0,255000.0,0.0,0.0,1.89,12750.0,0.0,2025-02-01,2025-04-23,81,13,Agent Network,3.5,Closed
PPG-01090,Maun,Boseja,Apartment,Sale,Agent_Lesego,1,1,63,967,1,0,0,0,72000.0,70000.0,70000.0,0.0,0.0,-2.78,3500.0,100.0,2024-05-05,2024-08-01,88,9,Agent Network,3.6,Closed
PPG-01091,Gaborone,Mogoditshane,Commercial Office,Sale,Agent_Gomolemo,0,0,519,1309,21,0,0,1,5642000.0,5705000.0,5605000.0,0.0,0.0,1.12,280250.0,0.0,2025-04-17,2025-06-04,48,9,Referral,3.3,Closed
PPG-01092,Francistown,Tati Siding,Retail Space,Rental,Agent_Boago,0,0,346,1165,29,0,1,1,2417142.857142857,14100.0,14100.0,14100.0,7.0,0.0,14100.0,0.0,2024-04-14,2024-04-18,4,1,Agent Network,,Closed
PPG-01093,Maun,Boseja,House,Rental,Agent_Lesego,3,2,552,1388,14,0,0,1,2794285.714285714,16300.0,16300.0,16300.0,7.0,0.0,16300.0,0.0,2024-11-10,2024-11-27,17,1,Cold Call,4.8,Closed
PPG-01094,Francistown,Monarch,Retail Space,Rental,Agent_Lesego,0,0,530,1675,11,0,1,1,3034285.714285714,17700.0,17700.0,17700.0,7.0,0.0,17700.0,0.0,2024-09-22,2024-10-20,28,5,Cold Call,4.8,Closed
PPG-01095,Gaborone,Extension 14,Commercial Office,Rental,Agent_Gomolemo,0,0,106,1218,26,0,1,1,5999999.999999999,35000.0,35000.0,35000.0,7.0,0.0,35000.0,0.0,2025-01-21,2025-02-06,16,4,Referral,4.7,Closed
PPG-01096,Maun,Matlapana,Townhouse,Rental,Agent_Mpho,4,3,487,1716,8,0,1,0,2005714.2857142854,11700.0,11700.0,11700.0,7.0,0.0,11700.0,0.0,2025-05-31,,33,3,Cold Call,4.3,Active
PPG-01097,Gaborone,Phase 2,Commercial Office,Rental,Agent_Neo,0,0,299,661,3,0,0,0,8571428.57142857,50000.0,50000.0,50000.0,7.0,0.0,50000.0,0.0,2024-09-22,2024-09-25,3,1,Online Listing,4.9,Closed
PPG-01098,Maun,Matlapana,Plot,Sale,Agent_Mpho,0,0,0,1820,5,0,0,0,126000.0,126000.0,126000.0,0.0,0.0,0.0,6300.0,0.0,2025-04-05,,116,11,Online Listing,4.4,Active
PPG-01099,Maun,Boseja,Plot,Sale,Agent_Tshepho,0,0,0,1808,30,0,0,0,97000.0,97000.0,97000.0,0.0,0.0,0.0,4850.0,0.0,2024-09-22,2024-11-05,44,7,Referral,,Closed
PPG-01100,Francistown,Somerset,Plot,Sale,Agent_Boago,0,0,0,669,3,0,0,0,180000.0,175000.0,175000.0,0.0,0.0,-2.78,8750.0,250.0,2024-05-03,2024-09-12,132,16,Walk-in,,Closed
PPG-01101,Francistown,Somerset,Commercial Office,Rental,Agent_Neo,0,0,176,891,17,0,0,0,6839999.999999999,39900.0,39900.0,39900.0,7.0,0.0,39900.0,0.0,2024-02-03,2024-02-29,26,2,Referral,4.9,Closed
PPG-01102,Gaborone,Broadhurst,Commercial Office,Sale,Agent_Gomolemo,0,0,251,360,11,0,0,0,3083000.0,3082000.0,2915000.0,0.0,0.0,-0.03,145750.0,50.0,2025-03-08,,146,14,Walk-in,4.8,Active
PPG-01103,Gaborone,Broadhurst,Retail Space,Rental,Agent_Kabo,0,0,258,1212,2,0,0,0,7388571.428571428,43100.0,43100.0,43100.0,7.0,0.0,43100.0,0.0,2024-10-25,2024-12-04,40,5,Referral,,Closed
PPG-01104,Francistown,Somerset,Townhouse,Rental,Agent_Lesego,5,4,289,531,28,1,1,0,3051428.5714285714,17800.0,17800.0,17800.0,7.0,0.0,17800.0,0.0,2024-01-06,2024-02-12,37,7,Referral,,Closed
PPG-01105,Francistown,Gerald Estate,Townhouse,Sale,Agent_Kabo,3,2,392,522,14,0,1,0,890000.0,898000.0,877000.0,0.0,0.0,0.9,43850.0,0.0,2024-11-01,2025-04-01,151,15,Agent Network,,Closed
PPG-01106,Francistown,Tati Siding,Plot,Sale,Agent_Tshepho,0,0,0,1987,10,0,0,0,145000.0,145000.0,145000.0,0.0,0.0,0.0,7250.0,0.0,2024-11-07,2025-02-13,98,13,Referral,4.2,Closed
PPG-01107,Maun,Sedie Ward,Townhouse,Rental,Agent_Kabo,1,1,577,1418,27,0,1,0,3068571.428571428,17900.0,17900.0,17900.0,7.0,0.0,17900.0,0.0,2025-02-26,2025-03-02,4,1,Referral,4.3,Closed
PPG-01108,Gaborone,Mogoditshane,Commercial Office,Sale,Agent_Kabo,0,0,250,1880,4,0,0,0,3240000.0,3337000.0,3249000.0,0.0,0.0,2.99,162450.0,0.0,2024-12-22,2025-02-16,56,6,Referral,,Closed
PPG-01109,Gaborone,Broadhurst,Townhouse,Sale,Agent_Kabo,2,1,443,1635,21,0,0,1,1446000.0,1328000.0,1410000.0,0.0,0.0,-8.16,70500.0,5900.0,2024-10-18,2025-01-20,94,10,Referral,3.6,Closed
PPG-01110,Gaborone,CBD,Apartment,Rental,Agent_Neo,2,1,67,1962,34,0,0,1,1731428.5714285714,10100.0,10100.0,10100.0,7.0,0.0,10100.0,0.0,2024-08-24,2024-09-03,10,3,Referral,3.2,Closed
PPG-01111,Maun,Matlapana,Plot,Sale,Agent_Gomolemo,0,0,0,1838,25,0,0,1,140000.0,140000.0,140000.0,0.0,0.0,0.0,7000.0,0.0,2024-05-17,2024-06-07,21,3,Walk-in,,Closed
PPG-01112,Francistown,Tati Siding,Apartment,Rental,Agent_Kabo,4,3,376,1504,23,0,0,1,959999.9999999999,5600.0,5600.0,5600.0,7.0,0.0,5600.0,0.0,2024-01-16,2024-02-12,27,6,Referral,3.5,Closed
PPG-01113,Gaborone,Broadhurst,Plot,Sale,Agent_Lesego,0,0,0,1500,8,0,0,1,296000.0,292000.0,288000.0,0.0,0.0,-1.35,14400.0,200.0,2024-06-03,2024-11-27,177,22,Cold Call,3.5,Closed
PPG-01114,Gaborone,Mogoditshane,Warehouse,Rental,Agent_Kabo,0,0,183,1218,14,0,1,0,5057142.857142856,29500.0,29500.0,29500.0,7.0,0.0,29500.0,0.0,2024-10-02,2024-10-25,23,4,Referral,,Closed
PPG-01115,Gaborone,Tlokweng,House,Sale,Agent_Lesego,3,2,423,320,20,1,1,0,1754000.0,1783000.0,1727000.0,0.0,0.0,1.65,86350.0,0.0,2024-09-24,2025-01-28,126,13,Cold Call,4.5,Closed
PPG-01116,Gaborone,Mogoditshane,House,Sale,Agent_Neo,3,2,389,1734,34,0,0,0,1333000.0,1335000.0,1273000.0,0.0,0.0,0.15,63650.0,0.0,2024-08-28,2024-10-17,50,9,Cold Call,3.9,Closed
PPG-01117,Gaborone,Block 9,Retail Space,Sale,Agent_Neo,0,0,229,996,29,0,0,0,1983000.0,2034000.0,1979000.0,0.0,0.0,2.57,98950.0,0.0,2024-06-24,2024-09-21,89,13,Agent Network,3.3,Closed
PPG-01118,Gaborone,Phakalane,Warehouse,Rental,Agent_Neo,0,0,467,1287,8,0,0,0,7148571.428571428,41700.0,41700.0,41700.0,7.0,0.0,41700.0,0.0,2024-08-09,2024-09-21,43,9,Online Listing,4.6,Closed
PPG-01119,Francistown,Somerset,Commercial Office,Sale,Agent_Mpho,0,0,247,1017,0,0,0,0,3015000.0,3112000.0,2874000.0,0.0,0.0,3.22,143700.0,0.0,2024-09-14,2024-11-06,53,5,Walk-in,3.3,Closed
PPG-01120,Gaborone,Broadhurst,Townhouse,Rental,Agent_Kabo,5,4,239,1516,0,0,0,0,1937142.857142857,11300.0,11300.0,11300.0,7.0,0.0,11300.0,0.0,2025-03-30,2025-04-04,5,3,Referral,3.5,Closed
PPG-01121,Francistown,Monarch,Commercial Office,Rental,Agent_Lesego,0,0,258,679,4,0,1,1,2879999.9999999995,16800.0,16800.0,16800.0,7.0,0.0,16800.0,0.0,2024-08-25,2024-10-06,42,4,Walk-in,3.2,Closed
PPG-01122,Gaborone,Broadhurst,Townhouse,Sale,Agent_Gomolemo,5,4,241,575,10,0,1,1,1089000.0,1088000.0,1027000.0,0.0,0.0,-0.09,51350.0,50.0,2025-02-13,2025-05-02,78,7,Agent Network,4.5,Closed
PPG-01123,Gaborone,Riverwalk,Plot,Sale,Agent_Gomolemo,0,0,0,1100,18,0,0,1,372000.0,360000.0,371000.0,0.0,0.0,-3.23,18550.0,600.0,2024-05-30,2024-08-02,64,7,Walk-in,4.8,Closed
PPG-01124,Francistown,Monarch,House,Rental,Agent_Boago,3,2,155,1191,19,1,1,1,2382857.1428571427,13900.0,13900.0,13900.0,7.0,0.0,13900.0,0.0,2024-10-21,2024-10-31,10,4,Referral,,Closed
PPG-01125,Francistown,Tati Siding,Commercial Office,Rental,Agent_Lesego,0,0,490,1840,2,0,1,0,8674285.714285713,50600.0,50600.0,50600.0,7.0,0.0,50600.0,0.0,2024-10-26,2024-11-09,14,1,Cold Call,4.8,Closed
PPG-01126,Gaborone,Riverwalk,Townhouse,Rental,Agent_Gomolemo,1,1,583,1427,28,1,1,0,2365714.2857142854,13800.0,13800.0,13800.0,7.0,0.0,13800.0,0.0,2024-07-12,2024-07-26,14,6,Online Listing,,Closed
PPG-01127,Gaborone,Phase 2,Commercial Office,Rental,Agent_Mpho,0,0,375,846,17,0,1,0,4268571.428571428,24900.0,24900.0,24900.0,7.0,0.0,24900.0,0.0,2024-12-19,2025-01-18,30,4,Online Listing,3.8,Closed
PPG-01128,Francistown,Tati Siding,Commercial Office,Sale,Agent_Gomolemo,0,0,229,1035,18,0,0,1,2413000.0,2416000.0,2392000.0,0.0,0.0,0.12,119600.0,0.0,2024-09-29,2024-10-22,23,2,Walk-in,3.5,Closed
PPG-01129,Francistown,Gerald Estate,Plot,Sale,Agent_Boago,0,0,0,657,5,0,0,1,191000.0,191000.0,191000.0,0.0,0.0,0.0,9550.0,0.0,2024-11-24,2025-05-01,158,15,Cold Call,3.1,Closed
PPG-01130,Gaborone,Riverwalk,Commercial Office,Rental,Agent_Kabo,0,0,497,402,19,0,1,0,5742857.142857143,33500.0,33500.0,33500.0,7.0,0.0,33500.0,0.0,2024-04-06,2024-04-27,21,5,Referral,4.8,Closed
PPG-01131,Francistown,Gerald Estate,Apartment,Sale,Agent_Tshepho,4,3,444,468,34,0,0,0,778000.0,796000.0,772000.0,0.0,0.0,2.31,38600.0,0.0,2025-02-17,,148,16,Walk-in,4.8,Active
PPG-01132,Gaborone,Extension 14,Townhouse,Sale,Agent_Gomolemo,1,1,212,1227,30,0,1,0,532000.0,523000.0,509000.0,0.0,0.0,-1.69,25450.0,450.0,2025-02-25,2025-06-21,116,13,Walk-in,3.5,Closed
PPG-01133,Gaborone,Riverwalk,Townhouse,Sale,Agent_Tshepho,2,1,87,1111,30,0,0,1,339000.0,348000.0,339000.0,0.0,0.0,2.65,16950.0,0.0,2024-10-14,2024-11-10,27,2,Cold Call,3.9,Closed
PPG-01134,Maun,Sedie Ward,Plot,Sale,Agent_Lesego,0,0,0,1328,21,0,0,0,100000.0,97000.0,99000.0,0.0,0.0,-3.0,4950.0,150.0,2025-05-30,,130,13,Agent Network,3.6,Active
PPG-01135,Maun,Boseja,Retail Space,Rental,Agent_Kabo,0,0,201,584,7,0,0,1,5725714.285714285,33400.0,33400.0,33400.0,7.0,0.0,33400.0,0.0,2025-03-08,2025-03-15,7,3,Cold Call,3.9,Closed
PPG-01136,Francistown,Tati Siding,Apartment,Sale,Agent_Mpho,1,1,471,1862,10,0,0,0,645000.0,595000.0,634000.0,0.0,0.0,-7.75,31700.0,2500.0,2024-06-12,2024-11-26,167,19,Referral,4.9,Closed
PPG-01137,Gaborone,Broadhurst,Plot,Sale,Agent_Kabo,0,0,0,1810,0,0,0,0,330000.0,330000.0,330000.0,0.0,0.0,0.0,16500.0,0.0,2024-11-11,2025-04-23,163,17,Online Listing,3.6,Closed
PPG-01138,Gaborone,Broadhurst,Warehouse,Sale,Agent_Boago,0,0,149,1681,15,0,0,1,2330000.0,2274000.0,2252000.0,0.0,0.0,-2.4,112600.0,2800.0,2024-07-02,2024-07-25,23,4,Cold Call,3.9,Closed
PPG-01139,Gaborone,Block 9,Townhouse,Sale,Agent_Neo,3,2,297,1449,32,0,1,0,876000.0,799000.0,852000.0,0.0,0.0,-8.79,42600.0,3850.0,2024-01-06,2024-06-19,165,21,Online Listing,,Closed
PPG-01140,Gaborone,Block 9,Warehouse,Sale,Agent_Neo,0,0,165,1077,16,0,0,0,2384000.0,2222000.0,2320000.0,0.0,0.0,-6.8,116000.0,8100.0,2024-06-08,2024-12-01,176,20,Walk-in,3.4,Closed
PPG-01141,Maun,Sedie Ward,Commercial Office,Sale,Agent_Kabo,0,0,525,626,25,0,1,1,6018000.0,5859000.0,5935000.0,0.0,0.0,-2.64,296750.0,7950.0,2024-01-20,2024-05-23,124,16,Referral,4.2,Closed
PPG-01142,Francistown,Somerset,Warehouse,Rental,Agent_Boago,0,0,342,481,4,0,1,1,13062857.142857142,76200.0,76200.0,76200.0,7.0,0.0,76200.0,0.0,2024-04-25,2024-06-05,41,4,Agent Network,,Closed
PPG-01143,Francistown,Tati Siding,Plot,Sale,Agent_Mpho,0,0,0,1441,2,0,0,0,161000.0,150000.0,161000.0,0.0,0.0,-6.83,8050.0,550.0,2024-09-27,2025-01-11,106,14,Online Listing,4.3,Closed
PPG-01144,Maun,Boseja,Townhouse,Rental,Agent_Neo,1,1,143,665,0,0,1,0,2434285.714285714,14200.0,14200.0,14200.0,7.0,0.0,14200.0,0.0,2024-11-01,2024-11-14,13,2,Online Listing,3.0,Closed
PPG-01145,Gaborone,Mogoditshane,Apartment,Rental,Agent_Tshepho,2,1,69,674,35,0,0,0,1731428.5714285714,10100.0,10100.0,10100.0,7.0,0.0,10100.0,0.0,2025-02-18,2025-02-24,6,4,Referral,4.5,Closed
PPG-01146,Gaborone,Mogoditshane,Retail Space,Sale,Agent_Lesego,0,0,444,951,8,0,0,0,4230000.0,4342000.0,4210000.0,0.0,0.0,2.65,210500.0,0.0,2024-10-12,2025-04-10,180,19,Walk-in,4.7,Closed
PPG-01147,Francistown,Somerset,House,Rental,Agent_Lesego,4,3,314,1360,23,0,0,0,4285714.285714285,25000.0,25000.0,25000.0,7.0,0.0,25000.0,0.0,2024-05-10,2024-05-27,17,1,Agent Network,4.6,Closed
PPG-01148,Maun,Sedie Ward,Commercial Office,Rental,Agent_Tshepho,0,0,135,564,23,0,0,0,6308571.428571428,36800.0,36800.0,36800.0,7.0,0.0,36800.0,0.0,2024-06-27,2024-07-08,11,3,Walk-in,,Closed
PPG-01149,Maun,Boseja,Apartment,Rental,Agent_Mpho,5,4,191,322,24,0,0,0,977142.857142857,5700.0,5700.0,5700.0,7.0,0.0,5700.0,0.0,2025-04-09,2025-05-18,39,6,Cold Call,,Closed
PPG-01150,Francistown,Tati Siding,Commercial Office,Sale,Agent_Neo,0,0,313,741,20,0,0,0,3479000.0,3235000.0,3344000.0,0.0,0.0,-7.01,167200.0,12200.0,2024-09-09,2024-12-27,109,14,Walk-in,4.6,Closed
PPG-01151,Maun,Matlapana,House,Sale,Agent_Lesego,5,4,600,1827,12,0,0,1,1493000.0,1428000.0,1445000.0,0.0,0.0,-4.35,72250.0,3250.0,2024-03-09,2024-06-02,85,8,Referral,4.5,Closed
PPG-01152,Maun,Matlapana,Apartment,Sale,Agent_Lesego,1,1,269,1357,31,0,0,1,261000.0,249000.0,251000.0,0.0,0.0,-4.6,12550.0,600.0,2024-05-18,2024-08-08,82,10,Walk-in,4.4,Closed
PPG-01153,Gaborone,Phakalane,Commercial Office,Sale,Agent_Mpho,0,0,404,775,1,0,0,0,4951000.0,5030000.0,4851000.0,0.0,0.0,1.6,242550.0,0.0,2024-02-04,2024-07-26,173,20,Online Listing,4.8,Closed
PPG-01154,Gaborone,Riverwalk,Warehouse,Sale,Agent_Lesego,0,0,62,1218,26,0,1,0,808000.0,829000.0,807000.0,0.0,0.0,2.6,40350.0,0.0,2024-11-13,2025-01-22,70,10,Online Listing,,Closed
PPG-01155,Maun,Matlapana,Townhouse,Sale,Agent_Mpho,2,1,553,1652,20,0,1,1,822000.0,773000.0,817000.0,0.0,0.0,-5.96,40850.0,2450.0,2024-07-02,2024-07-25,23,6,Online Listing,4.2,Closed
PPG-01156,Maun,Matlapana,Commercial Office,Rental,Agent_Mpho,0,0,258,730,29,0,1,1,3994285.714285714,23300.0,23300.0,23300.0,7.0,0.0,23300.0,0.0,2024-10-27,2024-11-18,22,5,Online Listing,,Closed
PPG-01157,Maun,Matlapana,Retail Space,Rental,Agent_Lesego,0,0,501,352,28,0,0,0,6959999.999999999,40600.0,40600.0,40600.0,7.0,0.0,40600.0,0.0,2024-08-18,2024-09-10,23,2,Walk-in,3.9,Closed
PPG-01158,Francistown,Monarch,Retail Space,Sale,Agent_Gomolemo,0,0,542,1589,2,0,0,0,5917000.0,5845000.0,5673000.0,0.0,0.0,-1.22,283650.0,3600.0,2025-01-27,2025-03-24,56,5,Online Listing,3.1,Closed
PPG-01159,Francistown,Monarch,Townhouse,Sale,Agent_Lesego,1,1,388,1225,16,0,0,1,687000.0,680000.0,674000.0,0.0,0.0,-1.02,33700.0,350.0,2024-01-13,2024-04-08,86,10,Online Listing,,Closed
PPG-01160,Francistown,Monarch,Retail Space,Sale,Agent_Mpho,0,0,242,466,34,0,1,1,2001000.0,2025000.0,1937000.0,0.0,0.0,1.2,96850.0,0.0,2024-10-12,2025-03-28,167,21,Walk-in,4.1,Closed
